ticket_id,person_id,date,arrival_period,window_id,business_code,appointment,wait_minutes,service_minutes,abandoned,completed_same_day,wait_unit,export_revision
T03911,P1120,2026-04-15,下午,B1,basic,0,14.75,6.53,0,1,minute,1
T03912,P1635,2026-04-15,下午,B2,basic,1,5.29,5.14,0,1,minute,1
T03913,P0666,2026-04-15,上午,B1,basic,0,7.23,8.6,0,1,minute,1
T03914,P2380,2026-04-15,下午,B2,case,0,17.63,15.42,0,0,minute,1
T03915,P2607,2026-04-15,下午,B1,basic,1,5.99,9.43,0,1,minute,1
T03916,P0353,2026-04-15,上午,B2,basic,0,7.73,9.19,0,1,minute,1
T03917,P2121,2026-04-15,上午,B1,basic,1,5.3,3.92,0,1,minute,1
T03918,P2035,2026-04-15,上午,B2,basic,1,3.52,2.76,0,1,minute,1
T03919,P2436,2026-04-15,上午,B1,basic,0,93.3,6.83,0,1,minute,1
T03920,P0059,2026-04-15,上午,B2,basic,0,859.8,4.54,0,1,second,1
T03921,P0342,2026-04-15,上午,C1,case,0,32.49,15.54,0,1,minute,1
T03922,P2276,2026-04-15,下午,C2,basic,0,6.89,2.82,0,1,minute,1
T03923,P1201,2026-04-15,上午,C1,case,1,-1,10.53,0,1,minute,1
T03924,P0613,2026-04-15,上午,C2,basic,1,35.42,5.33,0,1,minute,1
T03925,P1604,2026-04-15,下午,C1,basic,0,10.71,2.81,0,1,minute,1
T03926,P1361,2026-04-15,下午,C2,case,0,15.9,14.81,0,1,minute,1
T03927,P1119,2026-04-15,上午,C1,basic,1,11.05,4.84,0,1,minute,1
T03928,P1355,2026-04-15,下午,C2,basic,0,6.5,7.2,0,1,minute,1
T03929,P0078,2026-04-15,下午,C1,case,0,15.38,13.58,0,0,minute,1
T03930,P0307,2026-04-15,下午,C2,basic,1,10.53,8.14,0,1,minute,1
T03931,P1183,2026-04-15,上午,C1,case,1,7.9,17.44,0,0,minute,1
T03932,P1060,2026-04-15,下午,C2,case,1,13.78,26.12,0,0,minute,1
T03933,P0033,2026-04-15,下午,C1,case,0,42.57,,1,0,minute,1
T03933,P0033,2026-04-15,下午,C1,case,0,38.31,,1,0,minute,2
T03934,P2245,2026-04-15,上午,C2,basic,0,14.53,5.91,0,0,minute,1
T03935,P1296,2026-04-15,下午,C1,basic,0,3.92,8.04,0,1,minute,1
T03936,P1521,2026-04-15,上午,C2,basic,0,3.05,7.96,0,1,minute,1
T03937,P1664,2026-04-15,下午,C1,basic,1,5.52,2.58,0,1,minute,1
T03938,P0846,2026-04-15,上午,C2,case,0,21.67,22.3,0,1,minute,1
T03939,P0714,2026-04-15,上午,C1,basic,0,12.21,8.26,0,1,minute,1
T03940,P1704,2026-04-15,下午,C2,case,0,9.5,13.14,0,1,minute,1
T03941,P1579,2026-04-15,上午,C1,basic,1,7.28,3.47,0,0,minute,1
T03942,P1442,2026-04-15,上午,C2,case,0,28.01,16.56,0,1,minute,1
T03942,P1442,2026-04-15,上午,C2,case,0,28.01,16.56,0,1,minute,1
T03943,P1351,2026-04-15,上午,C1,case,1,9.6,12.25,0,1,minute,1
T03944,P2324,2026-04-15,上午,C2,basic,1,79.24,7.35,0,1,minute,1
T03945,P0387,2026-04-15,下午,C1,case,0,999,,1,0,minute,1
T03946,P2476,2026-04-15,上午,C2,case,0,26.79,5.3,0,1,minute,1
T03947,P2609,2026-04-15,上午,C1,case,0,41.39,21.86,0,1,minute,1
T03948,P1559,2026-04-15,下午,C2,case,1,9.16,12.42,0,1,minute,1
T03949,P1942,2026-04-15,下午,C1,basic,0,426.6,12.78,0,0,second,1
T03950,P2694,2026-04-15,上午,C2,case,0,10.84,24.79,0,0,minute,1
T03951,P2393,2026-04-15,上午,C1,basic,0,6.08,3.97,0,,minute,1
T03952,P0842,2026-04-15,下午,C2,basic,0,14.36,7.44,0,1,minute,1
T03953,P0831,2026-04-15,上午,C1,case,0,64.52,,1,0,minute,1
T03954,P1453,2026-04-15,上午,C2,case,0,26.4,8.91,0,1,minute,1
T03955,P0884,2026-04-15,上午,C1,basic,0,3.9,9.61,0,1,minute,1
T03956,P1596,2026-04-15,上午,C2,basic,0,7.42,2.06,0,1,minute,1
T03957,P2393,2026-04-15,下午,C1,basic,1,5.84,6.95,0,1,minute,1
T03958,P0480,2026-04-15,上午,C2,case,0,17.33,20.07,0,1,minute,1
T03959,P0718,2026-04-15,上午,C1,basic,1,1.91,8.5,0,1,minute,1
T03960,P0306,2026-04-15,上午,C2,basic,0,12.73,6.42,0,0,minute,1
T03961,P1035,2026-04-16,下午,A1,case,0,7.37,28.73,0,1,minute,1
T03962,P1702,2026-04-16,下午,A2,case,0,24.59,32.19,0,1,minute,1
T03963,P2496,2026-04-16,上午,A1,case,0,24.45,13.55,0,1,minute,1
T03964,P1767,2026-04-16,上午,A2,case,0,13.36,9.73,0,1,minute,1
T03965,P2693,2026-04-16,上午,A1,basic,1,2.92,6.45,0,1,minute,1
T03966,P0854,2026-04-16,上午,A2,basic,1,10.9,2.06,0,1,minute,1
T03967,P1900,2026-04-16,上午,A1,case,1,26.08,4.49,0,1,minute,1
T03968,P1041,2026-04-16,下午,A2,case,1,8.77,24.56,0,1,minute,1
T03969,P2152,2026-04-16,下午,A1,case,1,8.82,19.1,0,0,minute,1
T03970,P0160,2026-04-16,上午,A2,case,0,14.54,9.8,0,1,minute,1
T03971,P2344,2026-04-16,上午,A1,case,0,13.43,34.05,0,0,minute,1
T03972,P2494,2026-04-16,上午,A2,case,1,3.91,21.13,0,0,minute,1
T03973,P1111,2026-04-16,下午,A1,basic,1,1.7,12.86,0,1,minute,1
T03973,P1111,2026-04-16,下午,A1,basic,1,1.7,12.86,0,1,minute,1
T03974,P0738,2026-04-16,上午,A2,basic,0,72.62,,1,0,minute,1
T03975,P2284,2026-04-16,上午,A1,basic,1,7.57,2.58,0,1,minute,1
T03976,P1984,2026-04-16,上午,A2,case,0,4.5,23.09,0,1,minute,1
T03977,P1124,2026-04-16,上午,A1,case,0,28.97,10.13,0,0,minute,1
T03978,P1538,2026-04-16,下午,A2,basic,1,110.4,4.66,0,1,second,1
T03979,P0344,2026-04-16,下午,A1,case,0,15.66,5.9,0,1,minute,1
T03980,P0677,2026-04-16,下午,A2,case,0,8.83,16.25,0,1,minute,1
T03980,P0677,2026-04-16,下午,A2,case,0,7.95,16.25,0,1,minute,2
T03981,P1194,2026-04-16,上午,A1,case,0,18.25,10.74,0,0,minute,1
T03982,P2017,2026-04-16,上午,A2,case,1,5.44,14.75,0,1,minute,1
T03983,P1199,2026-04-16,上午,A1,case,0,16.16,16.72,0,0,minute,1
T03984,P0806,2026-04-16,上午,A2,case,0,12.36,8.51,0,1,minute,1
T03985,P2104,2026-04-16,上午,A1,case,0,16.37,27.14,0,0,minute,1
T03986,P2647,2026-04-16,下午,A2,case,1,9.27,17.09,0,1,minute,1
T03987,P1888,2026-04-16,上午,A1,case,0,29.18,,1,0,minute,1
T03988,P1267,2026-04-16,下午,A2,case,0,44.42,9.03,0,1,minute,1
T03989,P2675,2026-04-16,上午,A1,case,0,13.98,8.31,0,1,minute,1
T03990,P1874,2026-04-16,上午,A2,case,0,36.69,4.87,0,1,minute,1
T03991,P2201,2026-04-16,上午,A1,basic,0,4.28,12.27,0,1,minute,1
T03992,P1996,2026-04-16,上午,A2,basic,1,10.38,4.1,0,1,minute,1
T03993,P0562,2026-04-16,下午,A1,case,0,8.07,16.23,0,1,minute,1
T03994,P0023,2026-04-16,上午,A2,case,0,35.64,19.24,0,0,minute,1
T03995,P2566,2026-04-16,下午,A1,case,0,14.05,16.69,0,1,minute,1
T03996,P0733,2026-04-16,下午,A2,case,0,17.14,10.02,0,1,minute,1
T03997,P2211,2026-04-16,上午,UNKNOWN,case,0,18.09,14.77,0,1,minute,1
T03998,P0897,2026-04-16,上午,A2,case,0,66.2,,1,0,minute,1
T03999,P2012,2026-04-16,下午,A1,case,0,10.22,23.55,0,1,minute,1
T04000,P1721,2026-04-16,上午,A2,case,0,18.15,11.85,0,1,minute,1
T04001,P0174,2026-04-16,上午,B1,,0,7.01,6.93,0,1,minute,1
T04002,P2328,2026-04-16,上午,B2,case,0,74.88,,1,0,minute,1
T04003,P0734,2026-04-16,上午,B1,case,1,97.8,17.9,0,0,minute,1
T04004,P2182,2026-04-16,上午,B2,basic,1,5.12,3.36,0,1,minute,1
T04004,P2182,2026-04-16,上午,B2,basic,1,5.12,3.36,0,1,minute,1
T04005,P2177,2026-04-16,下午,B1,basic,0,4.92,9.75,0,1,minute,1
T04006,P2092,2026-04-16,上午,B2,case,0,41.29,4.94,0,1,minute,1
T04007,P0545,2026-04-16,上午,B1,basic,1,1379.4,5.43,0,1,second,1
T04008,P2304,2026-04-16,上午,B2,basic,1,6.79,6.96,0,0,minute,1
T04009,P1974,2026-04-16,上午,B1,basic,1,7.11,9.86,0,1,minute,1
T04010,P2616,2026-04-16,上午,B2,basic,1,8.07,3.67,0,1,minute,1
T04011,P1150,2026-04-16,上午,B1,case,0,32.85,13.99,0,1,minute,1
T04012,P2672,2026-04-16,上午,B2,basic,1,11.52,7.33,0,1,minute,1
T04013,P0072,2026-04-16,上午,B1,basic,1,13.62,14.86,0,1,minute,1
T04014,P0148,2026-04-16,上午,B2,case,0,8.23,22.22,0,1,minute,1
T04015,P1984,2026-04-16,下午,B1,basic,1,2.72,2.37,0,1,minute,1
T04016,P2028,2026-04-16,下午,B2,basic,0,7.37,8.64,0,1,minute,1
T04017,P0672,2026-04-16,上午,B1,case,0,45.29,4.15,0,1,minute,1
T04018,P1519,2026-04-16,上午,B2,case,0,27.11,,1,0,minute,1
T04019,P0247,2026-04-16,下午,B1,basic,1,7.35,10.29,0,1,minute,1
T04020,P0104,2026-04-16,上午,B2,basic,0,13.76,3.95,0,1,minute,1
T04021,P2003,2026-04-16,下午,B1,basic,0,6.32,4.97,0,1,minute,1
T04022,P0637,2026-04-16,上午,B2,case,1,24.5,24.53,0,0,minute,1
T04023,P2445,2026-04-16,下午,B1,basic,1,3.91,5.18,0,1,minute,1
T04024,P2399,2026-04-16,上午,B2,basic,0,4.14,12.63,0,1,minute,1
T04025,P1233,2026-04-16,下午,B1,basic,0,72.14,,1,0,minute,1
T04026,P1741,2026-04-16,上午,B2,case,0,24.84,6.74,0,1,minute,1
T04027,P1875,2026-04-16,上午,B1,case,0,68.23,22.78,0,1,minute,1
T04027,P1875,2026-04-16,上午,B1,case,0,61.41,22.78,0,1,minute,2
T04028,P2083,2026-04-16,上午,B2,case,1,11.31,25.63,0,1,minute,1
T04029,P2682,2026-04-16,下午,B1,basic,1,3.65,10.25,0,1,minute,1
T04030,P0135,2026-04-16,上午,B2,basic,1,14.49,14.29,0,1,minute,1
T04031,P1824,2026-04-16,上午,B1,basic,0,7.95,4.0,0,1,minute,1
T04032,P0477,2026-04-16,下午,B2,basic,0,4.36,7.82,0,1,minute,1
T04033,P1831,2026-04-16,上午,B1,case,1,13.0,21.72,0,0,minute,1
T04034,P1530,2026-04-16,下午,B2,case,0,24.28,18.62,0,0,minute,1
T04035,P0873,2026-04-16,上午,B1,basic,1,9.76,9.35,0,1,minute,1
T04035,P0873,2026-04-16,上午,B1,basic,1,9.76,9.35,0,1,minute,1
T04036,P1487,2026-04-16,上午,B2,case,1,1122.6,17.43,0,1,second,1
T04037,P2671,2026-04-16,上午,B1,case,0,14.35,7.7,0,0,minute,1
T04038,P2100,2026-04-16,下午,B2,basic,1,8.23,11.96,0,1,minute,1
T04039,P1761,2026-04-16,上午,B1,basic,1,14.79,4.1,0,1,minute,1
T04040,P2135,2026-04-16,下午,B2,basic,0,9.39,10.28,0,1,minute,1
T04041,P0587,2026-04-16,上午,C1,case,0,11.06,10.03,0,1,minute,1
T04042,P2135,2026-04-16,上午,C2,case,0,33.64,9.86,0,1,minute,1
T04043,P0939,2026-04-16,上午,C1,basic,1,6.89,7.03,0,1,minute,1
T04044,P0537,2026-04-16,上午,C2,basic,0,15.62,7.74,0,1,minute,1
T04045,P2590,2026-04-16,上午,C1,basic,1,5.8,9.78,0,1,minute,1
T04046,P1410,2026-04-16,上午,C2,basic,1,2.76,14.06,0,1,minute,1
T04047,P1311,2026-04-16,上午,C1,basic,1,5.3,7.33,0,1,minute,1
T04048,P2343,2026-04-16,下午,C2,basic,1,3.45,3.76,0,1,minute,1
T04049,P1583,2026-04-16,下午,C1,case,0,19.8,18.45,0,1,minute,1
T04050,P2597,2026-04-16,上午,C2,basic,0,14.88,10.08,0,1,minute,1
T04051,P0660,2026-04-16,上午,C1,case,1,11.5,16.57,0,1,minute,1
T04052,P0583,2026-04-16,上午,C2,basic,1,10.18,9.91,0,1,minute,1
T04053,P2505,2026-04-16,上午,C1,case,0,114.27,10.89,0,1,minute,1
T04054,P0268,2026-04-16,下午,C2,basic,1,3.96,8.6,0,1,minute,1
T04055,P1823,2026-04-16,上午,C1,basic,1,12.25,6.87,0,1,minute,1
T04056,P2339,2026-04-16,上午,C2,basic,1,16.86,7.03,0,1,minute,1
T04057,P1409,2026-04-16,下午,C1,case,0,13.01,15.84,0,0,minute,1
T04058,P2025,2026-04-16,上午,C2,case,0,999,,1,0,minute,1
T04059,P2501,2026-04-16,下午,C1,basic,1,4.55,3.81,0,1,minute,1
T04060,P1290,2026-04-16,上午,C2,basic,0,19.07,15.28,0,1,minute,1
T04061,P0688,2026-04-16,上午,C1,case,0,19.05,18.48,0,0,minute,1
T04062,P1907,2026-04-16,上午,C2,case,0,31.03,32.5,0,1,minute,1
T04063,P0752,2026-04-16,上午,C1,basic,1,2.49,13.1,0,1,minute,1
T04064,P1941,2026-04-16,上午,C2,basic,0,76.48,,1,0,minute,1
T04065,P0156,2026-04-16,上午,C1,basic,0,1758.6,4.31,0,1,second,1
T04066,P0825,2026-04-16,上午,C2,basic,1,10.54,4.84,0,1,minute,1
T04066,P0825,2026-04-16,上午,C2,basic,1,10.54,4.84,0,1,minute,1
T04067,P0157,2026-04-16,下午,C1,basic,0,2.29,9.0,0,1,minute,1
T04068,P1643,2026-04-16,下午,C2,case,1,11.33,31.6,0,1,minute,1
T04069,P2172,2026-04-16,下午,C1,basic,1,2.46,2.01,0,1,minute,1
T04070,P2695,2026-04-16,上午,C2,case,0,18.3,18.85,0,0,minute,1
T04071,P0689,2026-04-16,下午,C1,case,0,25.08,21.64,0,1,minute,1
T04072,P1961,2026-04-16,上午,C2,case,0,22.37,26.05,0,0,minute,1
T04073,P0690,2026-04-16,上午,C1,case,0,12.65,19.34,0,0,minute,1
T04074,P0894,2026-04-16,下午,C2,basic,0,11.54,5.59,0,1,minute,1
T04074,P0894,2026-04-16,下午,C2,basic,0,10.39,5.59,0,1,minute,2
T04075,P0297,2026-04-16,下午,C1,case,0,9.25,25.92,0,1,minute,1
T04076,P0160,2026-04-16,上午,C2,case,0,17.0,13.78,0,0,minute,1
T04077,P0647,2026-04-16,下午,C1,case,0,9.83,26.62,0,1,minute,1
T04078,P2252,2026-04-16,上午,C2,basic,1,5.96,12.26,0,0,minute,1
T04079,P2589,2026-04-16,上午,C1,basic,1,7.2,8.61,0,1,minute,1
T04080,P2031,2026-04-16,上午,C2,case,0,-1,,1,0,minute,1
T04081,P1239,2026-04-17,上午,A1,basic,0,37.3,12.75,0,1,minute,1
T04082,P0477,2026-04-17,上午,A2,case,0,14.24,17.92,0,1,minute,1
T04083,P2221,2026-04-17,下午,A1,case,0,16.69,11.51,0,1,minute,1
T04084,P0913,2026-04-17,上午,A2,case,0,7.89,24.33,0,1,minute,1
T04085,P0203,2026-04-17,下午,A1,case,0,19.72,11.74,0,1,minute,1
T04086,P0983,2026-04-17,下午,A2,case,0,11.25,15.65,0,1,minute,1
T04087,P0242,2026-04-17,下午,A1,case,0,21.38,32.25,0,0,minute,1
T04088,P1182,2026-04-17,下午,A2,basic,1,2.7,5.52,0,1,minute,1
T04089,P2323,2026-04-17,上午,A1,case,0,26.12,39.49,0,1,minute,1
T04090,P1486,2026-04-17,上午,A2,case,0,22.01,41.63,0,1,minute,1
T04091,P1625,2026-04-17,下午,A1,basic,1,2.1,3.74,0,1,minute,1
T04092,P0698,2026-04-17,上午,A2,case,1,16.61,8.2,0,1,minute,1
T04093,P1109,2026-04-17,下午,A1,case,0,17.2,12.32,0,1,minute,1
T04094,P1893,2026-04-17,上午,A2,case,0,1909.2,22.08,0,1,second,1
T04095,P1138,2026-04-17,下午,A1,case,0,7.43,6.66,0,1,minute,1
T04096,P0638,2026-04-17,上午,A2,case,0,25.47,20.96,0,1,minute,1
T04097,P1934,2026-04-17,上午,A1,basic,1,3.03,14.09,0,1,minute,1
T04097,P1934,2026-04-17,上午,A1,basic,1,3.03,14.09,0,1,minute,1
T04098,P2289,2026-04-17,上午,A2,case,1,17.33,21.6,0,0,minute,1
T04099,P1100,2026-04-17,下午,A1,case,0,26.45,,1,0,minute,1
T04100,P1945,2026-04-17,上午,A2,case,0,35.98,25.9,0,1,minute,1
T04101,P1350,2026-04-17,下午,A1,case,0,23.25,34.29,0,1,minute,1
T04102,P1869,2026-04-17,上午,A2,case,0,31.9,10.87,0,1,minute,1
T04103,P1074,2026-04-17,上午,A1,case,0,30.84,,1,0,minute,1
T04104,P0993,2026-04-17,下午,A2,case,1,6.81,9.97,0,1,minute,1
T04105,P0818,2026-04-17,上午,A1,case,0,9.43,13.42,0,1,minute,1
T04106,P0869,2026-04-17,上午,A2,basic,1,8.06,9.74,0,1,minute,1
T04107,P2019,2026-04-17,下午,A1,basic,1,3.34,5.82,0,1,minute,1
T04108,P1060,2026-04-17,上午,A2,case,0,15.61,11.06,0,1,minute,1
T04109,P1889,2026-04-17,上午,A1,case,0,79.2,,1,0,minute,1
T04110,P0198,2026-04-17,下午,A2,basic,0,3.75,2.78,0,1,minute,1
T04111,P2331,2026-04-17,下午,A1,case,0,6.6,19.34,0,1,minute,1
T04112,P2699,2026-04-17,上午,A2,case,1,22.84,50.35,0,1,minute,1
T04113,P2387,2026-04-17,上午,A1,case,0,31.6,28.49,0,1,minute,1
T04114,P2131,2026-04-17,上午,A2,basic,0,6.06,3.86,0,1,minute,1
T04115,P0800,2026-04-17,下午,A1,case,0,12.82,9.24,0,1,minute,1
T04116,P0968,2026-04-17,下午,A2,basic,1,2.64,4.3,0,1,minute,1
T04117,P0171,2026-04-17,下午,A1,case,0,7.12,3.18,0,0,minute,1
T04118,P1248,2026-04-17,下午,A2,case,0,9.4,20.74,0,0,minute,1
T04119,P1085,2026-04-17,上午,A1,case,1,23.81,7.21,0,1,minute,1
T04120,P0444,2026-04-17,下午,A2,case,0,23.74,22.93,0,1,minute,1
T04121,P1994,2026-04-17,下午,B1,basic,1,5.5,4.67,0,1,minute,1
T04121,P1994,2026-04-17,下午,B1,basic,1,4.95,4.67,0,1,minute,2
T04122,P1507,2026-04-17,上午,B2,case,0,20.96,9.61,0,1,minute,1
T04123,P2692,2026-04-17,下午,B1,basic,1,236.4,21.23,0,1,second,1
T04124,P0125,2026-04-17,上午,B2,basic,1,6.86,10.25,0,,minute,1
T04125,P0324,2026-04-17,上午,B1,basic,1,8.28,11.76,0,1,minute,1
T04126,P1824,2026-04-17,下午,B2,basic,0,3.44,1.41,0,0,minute,1
T04127,P0086,2026-04-17,上午,B1,basic,1,13.88,4.03,0,1,minute,1
T04128,P0917,2026-04-17,下午,B2,basic,1,6.44,6.15,0,1,minute,1
T04128,P0917,2026-04-17,下午,B2,basic,1,6.44,6.15,0,1,minute,1
T04129,P1636,2026-04-17,下午,B1,basic,1,2.25,3.86,0,1,minute,1
T04130,P0505,2026-04-17,下午,B2,basic,0,14.29,8.68,0,1,minute,1
T04131,P2154,2026-04-17,上午,B1,case,0,68.87,22.2,0,0,minute,1
T04132,P0819,2026-04-17,下午,B2,,1,4.18,2.94,0,1,minute,1
T04133,P1634,2026-04-17,下午,B1,case,0,13.53,12.93,0,1,minute,1
T04134,P1830,2026-04-17,上午,B2,basic,1,2.75,16.15,0,0,minute,1
T04135,P0925,2026-04-17,下午,B1,basic,1,5.47,23.25,0,1,minute,1
T04136,P1303,2026-04-17,上午,B2,basic,1,8.68,8.24,0,1,minute,1
T04137,P1620,2026-04-17,上午,B1,basic,0,3.86,10.9,0,1,minute,1
T04138,P1743,2026-04-17,上午,B2,case,1,27.74,4.88,0,1,minute,1
T04139,P0139,2026-04-17,上午,B1,basic,1,4.27,6.81,0,1,minute,1
T04140,P0303,2026-04-17,上午,B2,basic,1,8.76,6.63,0,1,minute,1
T04141,P2288,2026-04-17,下午,B1,basic,1,5.93,4.46,0,1,minute,1
T04142,P0035,2026-04-17,上午,B2,basic,1,11.75,2.76,0,1,minute,1
T04143,P1375,2026-04-17,上午,B1,basic,1,5.33,15.95,0,1,minute,1
T04144,P1828,2026-04-17,上午,B2,basic,0,7.27,5.98,0,1,minute,1
T04145,P0283,2026-04-17,上午,B1,basic,1,10.59,8.66,0,1,minute,1
T04146,P1611,2026-04-17,上午,B2,case,0,23.74,20.6,0,1,minute,1
T04147,P0767,2026-04-17,上午,B1,basic,1,9.38,3.82,0,0,minute,1
T04148,P0019,2026-04-17,上午,B2,basic,1,2.79,10.91,0,1,minute,1
T04149,P0001,2026-04-17,上午,B1,case,1,5.78,35.4,0,1,minute,1
T04150,P0424,2026-04-17,上午,B2,basic,1,9.71,9.42,0,1,minute,1
T04151,P1938,2026-04-17,上午,B1,basic,0,16.51,2.05,0,1,minute,1
T04152,P1530,2026-04-17,下午,B2,basic,1,288.6,8.05,0,1,second,1
T04153,P1292,2026-04-17,下午,B1,basic,1,4.99,7.31,0,1,minute,1
T04154,P2322,2026-04-17,下午,B2,basic,1,2.06,8.31,0,1,minute,1
T04155,P1384,2026-04-17,下午,B1,basic,0,6.23,6.91,0,0,minute,1
T04156,P2506,2026-04-17,上午,B2,basic,0,20.77,4.62,0,1,minute,1
T04157,P0228,2026-04-17,下午,B1,basic,0,14.58,13.95,0,1,minute,1
T04158,P0293,2026-04-17,上午,B2,basic,0,9.57,13.78,0,0,minute,1
T04159,P1260,2026-04-17,下午,B1,case,0,26.3,8.97,0,0,minute,1
T04159,P1260,2026-04-17,下午,B1,case,0,26.3,8.97,0,0,minute,1
T04160,P1081,2026-04-17,下午,B2,basic,0,3.64,3.31,0,1,minute,1
T04161,P0300,2026-04-17,下午,C1,basic,0,5.93,10.06,0,1,minute,1
T04162,P1291,2026-04-17,上午,C2,case,0,28.44,2.82,0,1,minute,1
T04163,P2063,2026-04-17,下午,C1,case,0,17.83,31.78,0,1,minute,1
T04164,P2599,2026-04-17,下午,C2,case,0,11.26,23.98,0,0,minute,1
T04165,P0777,2026-04-17,上午,C1,case,1,24.81,24.21,0,1,minute,1
T04166,P1984,2026-04-17,上午,C2,basic,1,3.17,17.95,0,1,minute,1
T04167,P2413,2026-04-17,上午,C1,basic,1,2.81,3.04,0,1,minute,1
T04168,P2028,2026-04-17,上午,C2,basic,0,3.96,7.88,0,1,minute,1
T04168,P2028,2026-04-17,上午,C2,basic,0,3.56,7.88,0,1,minute,2
T04169,P1926,2026-04-17,上午,C1,case,0,92.58,,1,0,minute,1
T04170,P0653,2026-04-17,下午,C2,basic,1,4.04,8.34,0,1,minute,1
T04171,P2091,2026-04-17,下午,C1,basic,1,999,4.92,0,1,minute,1
T04172,P0164,2026-04-17,下午,C2,basic,1,5.79,5.0,0,1,minute,1
T04173,P2591,2026-04-17,上午,C1,basic,1,5.51,11.21,0,1,minute,1
T04174,P0072,2026-04-17,上午,C2,basic,1,24.59,19.25,0,1,minute,1
T04175,P1959,2026-04-17,下午,C1,case,0,11.88,10.85,0,0,minute,1
T04176,P0609,2026-04-17,上午,C2,basic,0,6.53,15.46,0,1,minute,1
T04177,P1229,2026-04-17,上午,C1,case,0,39.68,32.52,0,1,minute,1
T04178,P0474,2026-04-17,上午,C2,case,0,43.59,17.01,0,1,minute,1
T04179,P2243,2026-04-17,下午,C1,case,1,15.68,10.18,0,0,minute,1
T04180,P1762,2026-04-17,下午,C2,case,0,21.79,26.3,0,0,minute,1
T04181,P0017,2026-04-17,下午,C1,basic,0,235.2,13.96,0,1,second,1
T04182,P2455,2026-04-17,下午,C2,basic,0,4.75,5.67,0,1,minute,1
T04183,P1707,2026-04-17,下午,C1,basic,1,9.3,3.76,0,1,minute,1
T04184,P1227,2026-04-17,下午,C2,case,0,16.91,11.03,0,1,minute,1
T04185,P0418,2026-04-17,上午,C1,case,0,10.18,26.96,0,1,minute,1
T04186,P0673,2026-04-17,上午,C2,case,1,12.83,5.82,0,1,minute,1
T04187,P0937,2026-04-17,下午,C1,basic,1,3.56,3.19,0,1,minute,1
T04188,P1986,2026-04-17,下午,C2,basic,0,6.1,6.36,0,0,minute,1
T04189,P0657,2026-04-17,下午,C1,basic,1,14.62,1.98,0,1,minute,1
T04190,P2439,2026-04-17,上午,C2,case,0,18.1,7.9,0,1,minute,1
T04190,P2439,2026-04-17,上午,C2,case,0,18.1,7.9,0,1,minute,1
T04191,P2086,2026-04-17,上午,C1,basic,0,3.22,3.39,0,1,minute,1
T04192,P2198,2026-04-17,下午,C2,case,0,10.74,24.44,0,1,minute,1
T04193,P1823,2026-04-17,下午,C1,case,0,26.54,,1,0,minute,1
T04194,P0800,2026-04-17,上午,UNKNOWN,case,0,16.24,26.31,0,0,minute,1
T04195,P0530,2026-04-17,上午,C1,basic,0,11.61,5.83,0,1,minute,1
T04196,P1201,2026-04-17,上午,C2,basic,1,4.38,3.3,0,1,minute,1
T04197,P0568,2026-04-17,上午,C1,case,0,32.99,31.24,0,1,minute,1
T04198,P1066,2026-04-17,上午,C2,case,0,114.69,8.84,0,1,minute,1
T04199,P1380,2026-04-17,上午,C1,basic,0,5.59,4.31,0,1,minute,1
T04200,P1647,2026-04-17,上午,C2,basic,1,18.51,7.53,0,1,minute,1
T04201,P2668,2026-04-20,上午,A1,basic,0,9.25,5.39,0,1,minute,1
T04202,P1528,2026-04-20,下午,A2,case,1,10.39,12.26,0,1,minute,1
T04203,P1361,2026-04-20,上午,A1,basic,1,38.3,4.47,0,1,minute,1
T04204,P1117,2026-04-20,下午,A2,case,0,5.48,6.68,0,1,minute,1
T04205,P1867,2026-04-20,下午,A1,case,0,20.36,12.89,0,1,minute,1
T04206,P2027,2026-04-20,下午,A2,case,0,28.69,21.69,0,0,minute,1
T04207,P2019,2026-04-20,下午,A1,case,0,15.29,13.21,0,1,minute,1
T04208,P2168,2026-04-20,上午,A2,basic,1,1.55,3.32,0,1,minute,1
T04209,P1728,2026-04-20,上午,A1,basic,0,4.05,7.86,0,1,minute,1
T04210,P1416,2026-04-20,下午,A2,basic,1,516.6,8.69,0,1,second,1
T04211,P2025,2026-04-20,下午,A1,basic,0,2.74,5.81,0,1,minute,1
T04212,P1545,2026-04-20,上午,A2,case,0,8.44,53.73,0,1,minute,1
T04213,P2308,2026-04-20,上午,A1,case,1,6.53,29.62,0,0,minute,1
T04214,P1665,2026-04-20,上午,A2,basic,0,9.63,5.53,0,1,minute,1
T04215,P1499,2026-04-20,上午,A1,case,0,36.74,,1,0,minute,1
T04215,P1499,2026-04-20,上午,A1,case,0,33.07,,1,0,minute,2
T04216,P2631,2026-04-20,上午,A2,basic,1,11.18,4.23,0,1,minute,1
T04217,P1963,2026-04-20,上午,A1,case,0,97.88,29.23,0,1,minute,1
T04218,P0847,2026-04-20,下午,A2,case,0,10.61,21.45,0,1,minute,1
T04219,P0463,2026-04-20,下午,A1,case,0,9.02,17.5,0,1,minute,1
T04220,P0724,2026-04-20,上午,A2,case,0,11.19,10.04,0,1,minute,1
T04221,P1257,2026-04-20,上午,A1,case,0,19.92,14.42,0,1,minute,1
T04221,P1257,2026-04-20,上午,A1,case,0,19.92,14.42,0,1,minute,1
T04222,P0269,2026-04-20,下午,A2,case,0,14.34,13.95,0,1,minute,1
