ticket_id,person_id,date,arrival_period,window_id,business_code,appointment,wait_minutes,service_minutes,abandoned,completed_same_day
T00918,P1050,2026-03-11,上午,B2,basic,0,10.79,6.76,0,1
T00919,P1546,2026-03-11,下午,B1,basic,0,14.42,1.97,0,1
T00920,P2319,2026-03-11,上午,B2,basic,1,8.59,5.98,0,1
T00921,P2187,2026-03-11,上午,C1,case,1,18.11,9.48,0,1
T00922,P0522,2026-03-11,上午,C2,basic,0,3.13,8.04,0,1
T00923,P1423,2026-03-11,上午,C1,case,0,35.08,8.53,0,1
T00924,P2154,2026-03-11,上午,C2,case,1,22.61,9.55,0,1
T00925,P0221,2026-03-11,上午,C1,basic,0,9.69,12.13,0,1
T00926,P0039,2026-03-11,上午,C2,basic,1,11.93,6.83,0,1
T00927,P0014,2026-03-11,上午,C1,case,0,24.41,14.74,0,1
T00928,P0602,2026-03-11,上午,C2,case,0,22.27,62.22,0,1
T00929,P1064,2026-03-11,上午,C1,basic,0,4.86,2.81,0,1
T00930,P1842,2026-03-11,上午,C2,case,0,11.4,16.87,0,1
T00931,P1426,2026-03-11,上午,C1,case,0,26.15,4.12,0,1
T00932,P0206,2026-03-11,上午,C2,basic,1,4.7,4.78,0,1
T00933,P1366,2026-03-11,下午,C1,basic,1,13.18,3.43,0,0
T00934,P2538,2026-03-11,上午,C2,basic,1,84.44,,1,0
T00935,P0803,2026-03-11,下午,C1,basic,0,3.75,12.34,0,0
T00936,P1453,2026-03-11,下午,C2,basic,0,13.0,5.96,0,1
T00937,P1262,2026-03-11,上午,C1,case,0,24.1,36.12,0,1
T00938,P0201,2026-03-11,上午,C2,case,1,37.84,,1,0
T00939,P0445,2026-03-11,上午,C1,basic,0,4.42,13.81,0,1
T00940,P0538,2026-03-11,上午,C2,basic,1,1.12,6.28,0,1
T00941,P1777,2026-03-11,上午,C1,basic,0,7.78,13.92,0,1
T00942,P2574,2026-03-11,下午,C2,basic,1,4.57,1.25,0,1
T00943,P1519,2026-03-11,上午,C1,case,0,23.05,7.15,0,1
T00944,P1745,2026-03-11,上午,C2,case,0,144.52,15.69,0,1
T00945,P1358,2026-03-11,上午,C1,basic,1,2.7,5.52,0,1
T00946,P1832,2026-03-11,上午,C2,case,0,20.79,18.12,0,0
T00947,P1849,2026-03-11,下午,C1,basic,0,7.57,5.8,0,1
T00948,P2388,2026-03-11,下午,C2,basic,1,4.51,4.61,0,1
T00949,P1298,2026-03-11,上午,C1,case,0,21.69,12.58,0,1
T00950,P1538,2026-03-11,下午,C2,basic,1,43.91,,1,0
T00951,P0016,2026-03-11,上午,C1,case,1,17.89,15.46,0,1
T00952,P2105,2026-03-11,下午,C2,basic,1,5.26,11.88,0,1
T00953,P1729,2026-03-11,上午,C1,basic,1,3.65,7.06,0,0
T00954,P0323,2026-03-11,上午,C2,case,1,6.92,23.29,0,1
T00955,P0045,2026-03-11,上午,C1,case,0,15.57,10.24,0,0
T00956,P2166,2026-03-11,上午,C2,case,1,9.61,13.34,0,0
T00957,P1421,2026-03-11,下午,C1,basic,1,2.29,10.55,0,1
T00958,P0060,2026-03-11,上午,C2,case,0,11.67,20.94,0,1
T00959,P0178,2026-03-11,下午,C1,case,0,16.9,20.24,0,0
T00960,P2236,2026-03-11,下午,C2,case,0,16.64,10.84,0,1
T00961,P2648,2026-03-12,上午,A1,case,0,12.23,22.84,0,0
T00962,P2507,2026-03-12,上午,A2,basic,0,5.32,3.76,0,1
T00963,P1586,2026-03-12,上午,A1,case,0,11.05,14.05,0,1
T00964,P2678,2026-03-12,上午,A2,case,0,16.03,28.36,0,1
T00965,P2143,2026-03-12,上午,A1,case,0,7.01,18.7,0,1
T00966,P1884,2026-03-12,下午,A2,case,0,12.71,19.01,0,1
T00967,P0326,2026-03-12,下午,A1,case,1,9.28,6.45,0,0
T00968,P1520,2026-03-12,下午,A2,case,1,7.43,27.94,0,1
T00969,P1715,2026-03-12,下午,A1,basic,1,2.04,10.86,0,1
T00970,P1820,2026-03-12,上午,A2,case,0,48.71,11.47,0,1
T00971,P2449,2026-03-12,上午,A1,case,0,19.75,32.98,0,1
T00972,P0166,2026-03-12,下午,A2,case,0,8.49,30.43,0,0
T00973,P0243,2026-03-12,上午,A1,case,0,15.04,20.39,0,1
T00974,P2220,2026-03-12,上午,A2,case,1,4.74,22.0,0,1
T00975,P1509,2026-03-12,上午,A1,case,0,15.8,53.55,0,1
T00976,P0191,2026-03-12,上午,A2,case,1,10.16,23.47,0,0
T00977,P0607,2026-03-12,上午,A1,case,0,25.21,20.5,0,1
T00978,P1039,2026-03-12,上午,A2,case,1,17.82,20.42,0,1
T00979,P0305,2026-03-12,下午,A1,case,1,9.63,12.59,0,1
T00980,P2555,2026-03-12,上午,A2,case,0,17.46,12.54,0,0
T00981,P2351,2026-03-12,上午,A1,case,0,18.53,3.11,0,1
T00982,P1268,2026-03-12,上午,A2,case,1,5.59,14.44,0,1
T00983,P0113,2026-03-12,下午,A1,case,0,15.84,15.72,0,0
T00984,P2530,2026-03-12,上午,A2,basic,1,2.54,6.23,0,1
T00985,P1569,2026-03-12,上午,A1,case,0,16.41,12.97,0,1
T00986,P1499,2026-03-12,下午,A2,case,0,16.72,15.23,0,1
T00987,P0593,2026-03-12,上午,A1,case,0,4.77,12.67,0,1
T00988,P0850,2026-03-12,上午,A2,basic,1,5.91,1.51,0,1
T00989,P0611,2026-03-12,上午,A1,basic,1,2.11,11.71,0,1
T00990,P0725,2026-03-12,下午,A2,case,0,12.46,28.34,0,0
T00991,P2636,2026-03-12,下午,A1,basic,0,3.96,7.08,0,1
T00992,P1645,2026-03-12,上午,A2,case,0,13.66,7.35,0,1
T00993,P1702,2026-03-12,下午,A1,case,0,8.03,7.48,0,1
T00994,P0154,2026-03-12,上午,A2,case,0,20.63,20.45,0,0
T00995,P1322,2026-03-12,上午,A1,case,0,22.15,13.71,0,1
T00996,P1306,2026-03-12,下午,A2,basic,1,4.55,3.04,0,1
T00997,P1343,2026-03-12,上午,A1,case,0,12.9,19.06,0,1
T00998,P2174,2026-03-12,上午,A2,case,0,17.96,5.15,0,1
T00999,P2311,2026-03-12,上午,A1,case,1,4.6,12.97,0,1
T01000,P2435,2026-03-12,上午,A2,case,1,6.74,20.27,0,0
T01001,P1598,2026-03-12,上午,B1,basic,0,14.61,5.96,0,1
T01002,P1152,2026-03-12,上午,B2,basic,1,4.19,6.69,0,1
T01003,P0288,2026-03-12,上午,B1,basic,1,10.19,10.6,0,1
T01004,P0483,2026-03-12,下午,B2,basic,1,1.77,8.79,0,1
T01005,P1054,2026-03-12,下午,B1,basic,1,3.3,3.22,0,0
T01006,P0676,2026-03-12,上午,B2,basic,0,8.19,3.63,0,1
T01007,P2308,2026-03-12,上午,B1,case,0,25.28,14.6,0,1
T01008,P0109,2026-03-12,上午,B2,basic,1,8.95,3.62,0,1
T01009,P0619,2026-03-12,上午,B1,basic,1,6.61,6.89,0,0
T01010,P1598,2026-03-12,上午,B2,basic,0,4.73,2.75,0,0
T01011,P0845,2026-03-12,上午,B1,basic,0,9.89,10.53,0,1
T01012,P0302,2026-03-12,上午,B2,basic,1,6.4,13.31,0,1
T01013,P0344,2026-03-12,下午,B1,basic,1,3.58,14.67,0,1
T01014,P0658,2026-03-12,下午,B2,case,1,4.54,13.04,0,0
T01015,P1369,2026-03-12,下午,B1,basic,1,3.08,4.18,0,1
T01016,P0582,2026-03-12,上午,B2,basic,1,3.74,4.61,0,1
T01017,P0937,2026-03-12,上午,B1,case,0,28.44,36.18,0,1
T01018,P2089,2026-03-12,下午,B2,basic,0,8.7,5.84,0,1
T01019,P1724,2026-03-12,下午,B1,basic,1,2.81,7.1,0,1
T01020,P1572,2026-03-12,上午,B2,basic,0,21.35,5.53,0,1
T01021,P0989,2026-03-12,下午,B1,basic,0,3.84,5.89,0,0
T01022,P2463,2026-03-12,上午,B2,case,1,13.21,26.66,0,1
T01023,P0876,2026-03-12,下午,B1,basic,1,4.58,4.43,0,1
T01024,P2169,2026-03-12,上午,B2,basic,0,3.72,1.78,0,1
T01025,P2462,2026-03-12,上午,B1,basic,0,5.8,4.15,0,1
T01026,P0548,2026-03-12,上午,B2,basic,0,3.55,9.91,0,1
T01027,P1737,2026-03-12,下午,B1,case,0,14.97,24.61,0,0
T01028,P1904,2026-03-12,上午,B2,basic,0,3.5,7.96,0,1
T01029,P2664,2026-03-12,下午,B1,basic,0,3.13,5.46,0,1
T01030,P1371,2026-03-12,上午,B2,basic,1,4.25,1.55,0,1
T01031,P1601,2026-03-12,下午,B1,basic,1,47.7,5.69,0,1
T01032,P2497,2026-03-12,上午,B2,basic,1,14.39,3.57,0,1
T01033,P1890,2026-03-12,上午,B1,case,0,46.01,23.24,0,1
T01034,P1986,2026-03-12,上午,B2,basic,1,3.88,12.73,0,1
T01035,P1607,2026-03-12,上午,B1,case,0,11.34,17.16,0,0
T01036,P1527,2026-03-12,上午,B2,case,0,6.66,6.74,0,1
T01037,P2696,2026-03-12,上午,B1,basic,1,4.5,2.65,0,1
T01038,P1187,2026-03-12,下午,B2,basic,0,3.02,5.2,0,1
T01039,P1815,2026-03-12,上午,B1,basic,1,16.29,5.28,0,1
T01040,P0712,2026-03-12,上午,B2,basic,0,9.19,10.11,0,1
T01041,P0067,2026-03-12,下午,C1,case,0,13.49,23.61,0,1
T01042,P1372,2026-03-12,下午,C2,case,0,15.11,27.3,0,1
T01043,P2043,2026-03-12,上午,C1,case,0,38.91,17.24,0,1
T01044,P1797,2026-03-12,下午,C2,case,1,16.93,45.03,0,1
T01045,P1236,2026-03-12,下午,C1,case,0,18.47,11.71,0,1
T01046,P2607,2026-03-12,下午,C2,case,0,7.41,26.85,0,0
T01047,P0174,2026-03-12,下午,C1,case,0,73.56,5.6,0,1
T01048,P0762,2026-03-12,上午,C2,case,1,8.83,32.13,0,0
T01049,P0468,2026-03-12,下午,C1,case,0,18.29,13.03,0,0
T01050,P1729,2026-03-12,上午,C2,basic,1,3.21,6.42,0,1
T01051,P2202,2026-03-12,下午,C1,case,0,17.49,19.75,0,1
T01052,P1794,2026-03-12,上午,C2,basic,1,5.03,11.38,0,1
T01053,P2361,2026-03-12,下午,C1,case,1,5.86,5.1,0,0
T01054,P0184,2026-03-12,下午,C2,basic,1,6.59,7.11,0,0
T01055,P1108,2026-03-12,下午,C1,case,0,25.63,9.41,0,1
T01056,P0827,2026-03-12,上午,C2,basic,0,5.76,17.04,0,1
T01057,P0358,2026-03-12,下午,C1,basic,1,4.74,8.24,0,1
T01058,P1337,2026-03-12,上午,C2,case,1,15.78,34.49,0,1
T01059,P1592,2026-03-12,下午,C1,case,0,15.73,27.36,0,0
T01060,P2266,2026-03-12,下午,C2,basic,0,2.14,11.43,0,1
T01061,P2441,2026-03-12,上午,C1,basic,1,3.91,4.26,0,1
T01062,P2330,2026-03-12,下午,C2,basic,0,5.02,6.03,0,1
T01063,P1128,2026-03-12,上午,C1,case,1,8.28,61.97,0,0
T01064,P0260,2026-03-12,上午,C2,basic,1,8.13,1.98,0,1
T01065,P0963,2026-03-12,上午,C1,case,1,12.52,14.54,0,1
T01066,P2435,2026-03-12,上午,C2,basic,1,6.21,3.63,0,0
T01067,P1522,2026-03-12,上午,C1,case,0,20.77,11.53,0,1
T01068,P0028,2026-03-12,上午,C2,case,1,11.91,7.82,0,1
T01069,P1943,2026-03-12,上午,C1,basic,1,13.18,11.7,0,1
T01070,P1005,2026-03-12,下午,C2,basic,0,3.04,5.72,0,1
T01071,P1165,2026-03-12,下午,C1,basic,0,2.94,1.12,0,1
T01072,P2613,2026-03-12,上午,C2,basic,1,2.83,5.99,0,1
T01073,P0185,2026-03-12,上午,C1,basic,0,6.46,7.59,0,1
T01074,P0980,2026-03-12,下午,C2,basic,1,2.5,8.78,0,1
T01075,P1933,2026-03-12,上午,C1,basic,1,3.76,2.28,0,1
T01076,P1223,2026-03-12,下午,C2,case,0,29.17,27.89,0,1
T01077,P1894,2026-03-12,下午,C1,basic,0,6.1,6.13,0,1
T01078,P1600,2026-03-12,上午,C2,basic,1,3.94,14.33,0,1
T01079,P1453,2026-03-12,上午,C1,basic,0,5.84,22.12,0,0
T01080,P1554,2026-03-12,上午,C2,case,1,10.94,25.23,0,1
T01081,P2509,2026-03-13,上午,A1,case,0,9.75,16.72,0,1
T01082,P2141,2026-03-13,上午,A2,case,0,34.95,30.29,0,0
T01083,P0500,2026-03-13,上午,A1,basic,0,2.46,8.84,0,1
T01084,P1180,2026-03-13,上午,A2,basic,1,2.7,9.78,0,1
T01085,P0007,2026-03-13,上午,A1,case,1,25.67,,1,0
T01086,P0911,2026-03-13,上午,A2,case,0,11.53,8.49,0,0
T01087,P0847,2026-03-13,上午,A1,case,0,9.2,31.8,0,1
T01088,P1725,2026-03-13,下午,A2,case,0,10.78,15.98,0,0
T01089,P2265,2026-03-13,下午,A1,case,1,55.06,20.19,0,1
T01090,P1671,2026-03-13,上午,A2,case,0,13.54,8.27,0,0
T01091,P2168,2026-03-13,上午,A1,case,0,18.65,15.65,0,1
T01092,P2124,2026-03-13,上午,A2,case,0,12.5,17.7,0,1
T01093,P1877,2026-03-13,上午,A1,case,0,78.39,,1,0
T01094,P2454,2026-03-13,上午,A2,case,0,22.78,22.28,0,0
T01095,P1488,2026-03-13,下午,A1,case,0,27.05,7.69,0,1
T01096,P1249,2026-03-13,下午,A2,case,0,19.44,18.64,0,0
T01097,P1789,2026-03-13,上午,A1,case,0,12.4,12.22,0,0
T01098,P1698,2026-03-13,上午,A2,case,0,14.43,5.58,0,1
T01099,P0378,2026-03-13,上午,A1,basic,0,5.95,5.76,0,1
T01100,P1530,2026-03-13,上午,A2,basic,1,2.79,5.4,0,1
T01101,P0580,2026-03-13,下午,A1,case,0,13.13,18.52,0,1
T01102,P1718,2026-03-13,下午,A2,case,0,7.31,13.76,0,1
T01103,P2067,2026-03-13,下午,A1,case,0,4.62,39.29,0,1
T01104,P0113,2026-03-13,下午,A2,case,0,9.93,10.31,0,1
T01105,P1306,2026-03-13,上午,A1,case,0,7.21,8.68,0,1
T01106,P0892,2026-03-13,上午,A2,case,0,15.6,26.17,0,1
T01107,P1998,2026-03-13,上午,A1,case,0,15.47,19.63,0,1
T01108,P0210,2026-03-13,上午,A2,basic,1,3.1,6.9,0,1
T01109,P2616,2026-03-13,下午,A1,case,0,10.9,14.67,0,1
T01110,P2506,2026-03-13,下午,A2,basic,1,2.02,14.6,0,1
T01111,P1178,2026-03-13,下午,A1,case,1,27.39,7.12,0,0
T01112,P1431,2026-03-13,上午,A2,case,0,39.31,17.66,0,1
T01113,P1981,2026-03-13,下午,A1,case,0,7.84,24.82,0,1
T01114,P0602,2026-03-13,下午,A2,case,0,9.2,6.23,0,1
T01115,P0543,2026-03-13,上午,A1,case,1,5.6,18.73,0,1
T01116,P1138,2026-03-13,上午,A2,case,0,38.67,,1,0
T01117,P0580,2026-03-13,上午,A1,case,1,8.77,13.13,0,1
T01118,P0398,2026-03-13,上午,A2,basic,0,4.51,8.77,0,1
T01119,P2623,2026-03-13,下午,A1,case,0,7.29,22.0,0,1
T01120,P0236,2026-03-13,上午,A2,case,0,7.1,21.24,0,1
T01121,P0095,2026-03-13,下午,B1,basic,1,22.64,3.93,0,1
T01122,P0932,2026-03-13,上午,B2,basic,0,5.27,4.54,0,0
T01123,P0141,2026-03-13,下午,B1,basic,0,7.21,2.12,0,1
T01124,P0822,2026-03-13,上午,B2,case,0,41.6,4.39,0,0
T01125,P1297,2026-03-13,下午,B1,basic,1,5.09,6.2,0,0
T01126,P1978,2026-03-13,下午,B2,basic,0,18.12,3.5,0,1
T01127,P0812,2026-03-13,上午,B1,basic,1,6.29,5.42,0,0
T01128,P2651,2026-03-13,下午,B2,basic,0,52.27,5.63,0,1
T01129,P0177,2026-03-13,下午,B1,case,0,13.28,24.93,0,0
T01130,P1243,2026-03-13,上午,B2,case,1,24.63,23.92,0,1
T01131,P1708,2026-03-13,上午,B1,basic,1,56.01,2.58,0,1
T01132,P2471,2026-03-13,上午,B2,basic,0,5.92,2.75,0,1
T01133,P2675,2026-03-13,下午,B1,basic,0,5.32,5.28,0,1
T01134,P2030,2026-03-13,下午,B2,basic,1,73.54,9.55,0,1
T01135,P0139,2026-03-13,上午,B1,basic,1,7.25,7.31,0,0
T01136,P2355,2026-03-13,上午,B2,basic,0,13.81,1.77,0,1
T01137,P1377,2026-03-13,下午,B1,basic,1,6.15,11.7,0,0
T01138,P1246,2026-03-13,下午,B2,basic,0,8.73,11.96,0,1
T01139,P0723,2026-03-13,上午,B1,basic,1,4.51,7.89,0,1
T01140,P0920,2026-03-13,上午,B2,basic,1,11.08,14.63,0,0
T01141,P0777,2026-03-13,上午,B1,basic,1,11.31,5.9,0,1
T01142,P0175,2026-03-13,上午,B2,case,0,12.73,23.67,0,0
T01143,P0510,2026-03-13,上午,B1,basic,1,15.84,3.93,0,1
T01144,P0914,2026-03-13,上午,B2,basic,1,7.79,10.13,0,1
T01145,P2260,2026-03-13,上午,B1,basic,1,1.62,5.45,0,1
T01146,P1694,2026-03-13,上午,B2,basic,1,15.9,2.68,0,1
T01147,P1037,2026-03-13,上午,B1,basic,0,12.11,2.17,0,1
T01148,P1921,2026-03-13,上午,B2,basic,1,5.97,12.0,0,1
T01149,P0827,2026-03-13,上午,B1,basic,1,4.28,10.0,0,1
T01150,P1692,2026-03-13,下午,B2,case,0,13.47,11.14,0,1
T01151,P1303,2026-03-13,下午,B1,case,0,16.92,25.3,0,0
T01152,P2354,2026-03-13,上午,B2,basic,0,7.94,9.16,0,1
T01153,P1566,2026-03-13,上午,B1,basic,1,5.64,2.2,0,1
T01154,P2098,2026-03-13,上午,B2,case,0,21.68,10.1,0,1
T01155,P0341,2026-03-13,下午,B1,basic,1,9.26,8.18,0,1
T01156,P1497,2026-03-13,下午,B2,basic,1,12.23,4.03,0,1
T01157,P0471,2026-03-13,上午,B1,basic,0,9.22,8.48,0,1
T01158,P1953,2026-03-13,上午,B2,case,1,21.42,17.81,0,1
T01159,P2448,2026-03-13,上午,B1,basic,1,8.62,5.41,0,1
T01160,P0356,2026-03-13,上午,B2,basic,0,8.63,4.36,0,1
T01161,P1534,2026-03-13,上午,C1,basic,0,7.49,5.26,0,1
T01162,P0433,2026-03-13,下午,C2,case,0,9.29,12.3,0,0
T01163,P2124,2026-03-13,上午,C1,basic,0,8.06,5.42,0,1
T01164,P0694,2026-03-13,上午,C2,case,0,29.97,10.45,0,1
T01165,P1575,2026-03-13,上午,C1,basic,1,6.86,8.85,0,1
T01166,P0604,2026-03-13,下午,C2,basic,1,4.36,8.04,0,1
T01167,P2532,2026-03-13,上午,C1,basic,1,13.24,3.61,0,1
T01168,P1371,2026-03-13,下午,C2,basic,1,6.06,9.29,0,1
T01169,P2383,2026-03-13,下午,C1,basic,1,3.25,3.57,0,1
T01170,P1244,2026-03-13,下午,C2,case,0,25.65,33.26,0,1
T01171,P2066,2026-03-13,上午,C1,case,1,10.92,22.69,0,0
T01172,P1817,2026-03-13,下午,C2,case,0,17.32,15.41,0,0
T01173,P0783,2026-03-13,上午,C1,case,0,14.02,9.24,0,1
T01174,P1703,2026-03-13,上午,C2,case,0,21.1,16.86,0,0
T01175,P2490,2026-03-13,下午,C1,basic,1,5.38,5.78,0,1
T01176,P1143,2026-03-13,下午,C2,case,0,109.85,16.51,0,1
T01177,P1416,2026-03-13,上午,C1,basic,1,4.47,5.88,0,1
T01178,P0769,2026-03-13,下午,C2,case,1,50.06,9.59,0,0
T01179,P1189,2026-03-13,上午,C1,case,1,8.22,24.95,0,0
T01180,P2367,2026-03-13,上午,C2,basic,1,3.33,6.61,0,1
T01181,P2465,2026-03-13,下午,C1,basic,1,4.49,4.64,0,1
T01182,P0827,2026-03-13,下午,C2,basic,1,11.5,5.21,0,1
T01183,P0338,2026-03-13,上午,C1,basic,0,13.18,7.39,0,1
T01184,P0006,2026-03-13,下午,C2,basic,0,4.1,6.66,0,1
T01185,P2297,2026-03-13,下午,C1,basic,0,3.33,1.83,0,1
T01186,P1667,2026-03-13,上午,C2,case,1,15.54,9.38,0,0
T01187,P1743,2026-03-13,上午,C1,basic,1,9.76,9.31,0,1
T01188,P0935,2026-03-13,下午,C2,case,0,5.08,21.79,0,1
T01189,P1112,2026-03-13,下午,C1,basic,0,3.5,6.4,0,1
T01190,P0926,2026-03-13,下午,C2,case,0,10.33,11.75,0,0
T01191,P1826,2026-03-13,上午,C1,case,0,6.97,15.11,0,0
T01192,P1511,2026-03-13,下午,C2,basic,0,6.94,14.66,0,1
T01193,P0991,2026-03-13,上午,C1,basic,0,5.03,10.5,0,1
T01194,P2070,2026-03-13,下午,C2,case,0,69.94,6.32,0,0
T01195,P0684,2026-03-13,下午,C1,basic,0,4.49,10.43,0,1
T01196,P2306,2026-03-13,下午,C2,case,0,7.11,7.46,0,1
T01197,P0329,2026-03-13,上午,C1,basic,1,3.88,5.38,0,1
T01198,P0387,2026-03-13,下午,C2,basic,1,2.04,4.05,0,1
T01199,P0945,2026-03-13,下午,C1,case,0,12.07,13.42,0,1
T01200,P1200,2026-03-13,上午,C2,case,0,18.6,12.54,0,1
T01201,P0010,2026-03-16,上午,A1,case,0,12.4,5.85,0,0
T01202,P2491,2026-03-16,上午,A2,case,0,17.2,20.34,0,0
T01203,P2313,2026-03-16,上午,A1,case,0,23.38,17.89,0,1
T01204,P0505,2026-03-16,上午,A2,case,0,11.73,12.53,0,0
T01205,P2667,2026-03-16,上午,A1,case,0,21.01,13.05,0,0
T01206,P1177,2026-03-16,上午,A2,basic,1,7.26,5.08,0,1
T01207,P1783,2026-03-16,上午,A1,case,0,5.92,15.32,0,1
T01208,P2244,2026-03-16,上午,A2,basic,0,11.92,2.71,0,1
T01209,P1994,2026-03-16,上午,A1,case,0,18.09,16.89,0,1
T01210,P1539,2026-03-16,上午,A2,case,0,25.75,,1,0
T01211,P1127,2026-03-16,下午,A1,case,0,16.16,16.21,0,1
T01212,P0749,2026-03-16,上午,A2,case,0,10.8,33.73,0,1
T01213,P1175,2026-03-16,上午,A1,case,0,32.82,,1,0
T01214,P0437,2026-03-16,上午,A2,case,0,14.4,38.34,0,0
T01215,P1064,2026-03-16,上午,A1,basic,0,3.46,9.74,0,1
T01216,P0910,2026-03-16,上午,A2,case,0,57.07,15.12,0,0
T01217,P0392,2026-03-16,上午,A1,case,0,13.69,5.01,0,0
T01218,P2578,2026-03-16,上午,A2,case,0,13.64,19.95,0,1
T01219,P0889,2026-03-16,上午,A1,basic,1,6.18,4.21,0,1
T01220,P1121,2026-03-16,下午,A2,case,0,11.03,6.51,0,1
T01221,P2462,2026-03-16,下午,A1,case,0,24.19,22.61,0,1
T01222,P1136,2026-03-16,下午,A2,case,0,9.19,14.24,0,0
T01223,P0744,2026-03-16,上午,A1,case,1,10.27,12.98,0,1
T01224,P1264,2026-03-16,下午,A2,case,0,4.67,4.76,0,1
T01225,P1431,2026-03-16,上午,A1,case,1,11.0,23.68,0,1
T01226,P1325,2026-03-16,上午,A2,case,0,15.05,8.82,0,1
T01227,P2248,2026-03-16,下午,A1,case,0,9.34,19.43,0,1
T01228,P0223,2026-03-16,下午,A2,basic,0,2.9,6.19,0,1
T01229,P1527,2026-03-16,上午,A1,case,0,22.41,27.53,0,1
T01230,P0046,2026-03-16,上午,A2,case,1,16.68,27.24,0,1
T01231,P1938,2026-03-16,下午,A1,case,0,11.9,25.4,0,0
T01232,P1702,2026-03-16,上午,A2,basic,1,4.27,10.84,0,1
T01233,P1022,2026-03-16,上午,A1,case,0,17.39,17.55,0,0
T01234,P1630,2026-03-16,上午,A2,case,1,17.03,14.5,0,1
T01235,P0675,2026-03-16,上午,A1,case,0,15.07,12.73,0,0
T01236,P2538,2026-03-16,上午,A2,case,0,25.57,12.54,0,1
T01237,P2027,2026-03-16,下午,A1,case,0,15.88,9.67,0,0
T01238,P2073,2026-03-16,上午,A2,basic,0,3.67,14.59,0,1
T01239,P1010,2026-03-16,上午,A1,case,0,28.69,16.67,0,0
T01240,P2545,2026-03-16,上午,A2,case,0,46.56,17.31,0,1
T01241,P2480,2026-03-16,下午,B1,basic,1,3.0,1.77,0,1
T01242,P1479,2026-03-16,上午,B2,basic,0,8.78,7.05,0,0
T01243,P2064,2026-03-16,上午,B1,basic,0,11.67,11.98,0,1
T01244,P1783,2026-03-16,上午,B2,basic,1,8.03,12.58,0,1
T01245,P1230,2026-03-16,下午,B1,case,0,16.31,19.83,0,1
T01246,P1142,2026-03-16,下午,B2,basic,0,6.39,10.66,0,1
T01247,P1211,2026-03-16,上午,B1,case,1,8.59,24.87,0,1
T01248,P1493,2026-03-16,下午,B2,basic,0,11.86,6.43,0,0
T01249,P1052,2026-03-16,下午,B1,case,0,22.86,29.33,0,1
T01250,P1268,2026-03-16,上午,B2,case,1,12.86,28.36,0,0
T01251,P1875,2026-03-16,下午,B1,basic,0,13.05,1.96,0,1
T01252,P0169,2026-03-16,上午,B2,basic,0,17.49,3.56,0,1
T01253,P2255,2026-03-16,下午,B1,basic,1,5.22,15.72,0,1
T01254,P2513,2026-03-16,上午,B2,case,0,47.98,,1,0
T01255,P2688,2026-03-16,下午,B1,basic,0,5.57,8.16,0,1
T01256,P0197,2026-03-16,上午,B2,basic,1,8.01,11.23,0,1
T01257,P1217,2026-03-16,上午,B1,case,1,18.24,8.52,0,1
T01258,P1702,2026-03-16,下午,B2,basic,1,43.6,7.08,0,0
T01259,P0368,2026-03-16,下午,B1,basic,0,6.7,11.85,0,1
T01260,P2529,2026-03-16,下午,B2,basic,1,2.89,10.65,0,1
T01261,P2452,2026-03-16,上午,B1,basic,1,9.35,9.34,0,1
T01262,P1371,2026-03-16,上午,B2,basic,1,3.65,18.98,0,1
T01263,P1026,2026-03-16,上午,B1,case,0,45.9,47.91,0,1
T01264,P2523,2026-03-16,下午,B2,case,0,15.44,31.0,0,0
T01265,P1051,2026-03-16,上午,B1,basic,0,8.15,6.63,0,1
T01266,P1598,2026-03-16,上午,B2,basic,1,3.47,3.41,0,1
T01267,P2041,2026-03-16,上午,B1,basic,1,6.89,6.17,0,1
T01268,P1818,2026-03-16,下午,B2,basic,1,2.32,6.98,0,1
T01269,P0192,2026-03-16,下午,B1,basic,0,7.34,4.39,0,1
T01270,P1488,2026-03-16,上午,B2,basic,1,7.36,0.92,0,1
T01271,P1822,2026-03-16,下午,B1,basic,0,61.8,2.47,0,1
T01272,P2207,2026-03-16,上午,B2,basic,1,5.77,6.47,0,0
T01273,P2001,2026-03-16,下午,B1,basic,1,4.12,15.99,0,1
T01274,P1348,2026-03-16,上午,B2,basic,0,3.6,7.92,0,1
T01275,P2478,2026-03-16,上午,B1,basic,1,4.81,9.25,0,1
T01276,P2331,2026-03-16,上午,B2,basic,0,7.29,4.81,0,1
T01277,P2635,2026-03-16,下午,B1,basic,0,11.42,15.35,0,1
T01278,P1293,2026-03-16,上午,B2,basic,0,6.66,3.69,0,1
T01279,P2301,2026-03-16,下午,B1,case,0,5.06,16.17,0,1
T01280,P2443,2026-03-16,上午,B2,basic,1,14.29,11.33,0,1
T01281,P2147,2026-03-16,上午,C1,basic,0,2.65,10.21,0,1
T01282,P1236,2026-03-16,上午,C2,basic,1,5.45,3.78,0,1
T01283,P0419,2026-03-16,上午,C1,basic,1,9.27,5.45,0,1
T01284,P0327,2026-03-16,下午,C2,case,0,22.61,18.9,0,1
T01285,P2201,2026-03-16,上午,C1,case,0,15.39,10.36,0,0
T01286,P1542,2026-03-16,上午,C2,basic,0,10.98,2.01,0,1
T01287,P0388,2026-03-16,上午,C1,basic,0,9.56,4.36,0,1
T01288,P0651,2026-03-16,上午,C2,basic,1,11.1,5.12,0,0
T01289,P0782,2026-03-16,下午,C1,basic,0,6.26,3.43,0,0
