survey_id,ticket_id,invited,score,response_days
Q00986,T00986,1,5,2
Q00987,T00987,1,4,3
Q00988,T00988,1,5,2
Q00989,T00989,1,5,3
Q00990,T00990,1,,
Q00991,T00991,1,5,4
Q00992,T00992,1,4,4
Q00993,T00993,1,5,2
Q00994,T00994,1,5,3
Q00995,T00995,1,5,4
Q00996,T00996,1,5,3
Q00997,T00997,1,4,0
Q00998,T00998,1,5,0
Q00999,T00999,1,,
Q01000,T01000,1,,
Q01001,T01001,1,3,4
Q01002,T01002,1,5,3
Q01003,T01003,1,4,2
Q01004,T01004,1,5,2
Q01005,T01005,1,5,1
Q01006,T01006,1,,
Q01007,T01007,0,,
Q01008,T01008,1,4,0
Q01009,T01009,0,,
Q01010,T01010,1,,
Q01011,T01011,0,,
Q01012,T01012,1,4,3
Q01013,T01013,1,5,3
Q01014,T01014,0,,
Q01015,T01015,1,,
Q01016,T01016,1,4,1
Q01017,T01017,1,5,3
Q01018,T01018,1,3,0
Q01019,T01019,1,4,1
Q01020,T01020,0,,
Q01021,T01021,0,,
Q01022,T01022,1,5,3
Q01023,T01023,1,5,4
Q01024,T01024,1,5,2
Q01025,T01025,1,5,1
Q01026,T01026,0,,
Q01027,T01027,1,,
Q01028,T01028,1,,
Q01029,T01029,1,5,2
Q01030,T01030,1,4,3
Q01031,T01031,1,2,1
Q01032,T01032,1,,
Q01033,T01033,0,,
Q01034,T01034,1,5,0
Q01035,T01035,1,5,2
Q01036,T01036,1,,
Q01037,T01037,0,,
Q01038,T01038,1,,
Q01039,T01039,1,4,0
Q01040,T01040,1,5,1
Q01041,T01041,0,,
Q01042,T01042,1,3,3
Q01043,T01043,1,3,3
Q01044,T01044,1,5,3
Q01045,T01045,1,4,2
Q01046,T01046,1,5,2
Q01047,T01047,1,,
Q01048,T01048,1,5,1
Q01049,T01049,1,,
Q01050,T01050,1,5,2
Q01051,T01051,1,5,0
Q01052,T01052,1,5,2
Q01053,T01053,1,5,4
Q01054,T01054,1,,
Q01055,T01055,1,5,2
Q01056,T01056,1,,
Q01057,T01057,1,5,2
Q01058,T01058,1,4,4
Q01059,T01059,1,4,1
Q01060,T01060,1,4,4
Q01061,T01061,1,5,0
Q01062,T01062,1,,
Q01063,T01063,1,,
Q01064,T01064,1,,
Q01065,T01065,1,5,1
Q01066,T01066,1,5,3
Q01067,T01067,1,4,3
Q01068,T01068,1,5,0
Q01069,T01069,1,,
Q01070,T01070,1,5,0
Q01071,T01071,1,,
Q01072,T01072,1,,
Q01073,T01073,1,4,0
Q01074,T01074,1,,
Q01075,T01075,1,,
Q01076,T01076,1,,
Q01077,T01077,1,5,0
Q01078,T01078,1,,
Q01079,T01079,1,5,0
Q01080,T01080,0,,
Q01081,T01081,1,5,1
Q01082,T01082,0,,
Q01083,T01083,0,,
Q01084,T01084,0,,
Q01085,T01085,1,5,3
Q01086,T01086,1,4,4
Q01087,T01087,1,,
Q01088,T01088,1,4,2
Q01089,T01089,1,2,3
Q01090,T01090,1,4,2
Q01091,T01091,0,,
Q01092,T01092,1,,
Q01093,T01093,1,,
Q01094,T01094,1,5,3
Q01095,T01095,1,,
Q01096,T01096,1,4,0
Q01097,T01097,1,5,0
Q01098,T01098,1,5,2
Q01099,T01099,1,5,1
Q01100,T01100,1,4,1
Q01101,T01101,1,3,0
Q01102,T01102,0,,
Q01103,T01103,1,5,3
Q01104,T01104,1,,
Q01105,T01105,1,,
Q01106,T01106,1,4,0
Q01107,T01107,1,,
Q01108,T01108,1,5,0
Q01109,T01109,1,,
Q01110,T01110,1,,
Q01111,T01111,1,5,2
Q01112,T01112,1,,
Q01113,T01113,1,,
Q01114,T01114,1,5,3
Q01115,T01115,1,5,0
Q01116,T01116,0,,
Q01117,T01117,1,3,2
Q01118,T01118,1,5,2
Q01119,T01119,1,4,0
Q01120,T01120,1,5,2
Q01121,T01121,1,5,0
Q01122,T01122,0,,
Q01123,T01123,1,4,0
Q01124,T01124,0,,
Q01125,T01125,1,,
Q01126,T01126,1,5,1
Q01127,T01127,1,5,2
Q01128,T01128,1,2,4
Q01129,T01129,1,5,2
Q01130,T01130,1,5,3
Q01131,T01131,0,,
Q01132,T01132,1,4,3
Q01133,T01133,0,,
Q01134,T01134,1,,
Q01135,T01135,1,,
Q01136,T01136,1,4,4
Q01137,T01137,1,,
Q01138,T01138,1,5,4
Q01139,T01139,1,,
Q01140,T01140,1,5,3
Q01141,T01141,1,3,1
Q01142,T01142,1,4,2
Q01143,T01143,1,,
Q01144,T01144,1,4,3
Q01145,T01145,1,5,3
Q01146,T01146,1,5,3
Q01147,T01147,1,5,4
Q01148,T01148,1,5,3
Q01149,T01149,1,5,1
Q01150,T01150,1,5,2
Q01151,T01151,1,5,2
Q01152,T01152,1,5,4
Q01153,T01153,1,,
Q01154,T01154,1,5,1
Q01155,T01155,1,,
Q01156,T01156,1,5,3
Q01157,T01157,1,4,1
Q01158,T01158,1,3,4
Q01159,T01159,0,,
Q01160,T01160,1,5,4
Q01161,T01161,0,,
Q01162,T01162,1,,
Q01163,T01163,0,,
Q01164,T01164,1,3,1
Q01165,T01165,1,5,0
Q01166,T01166,1,5,2
Q01167,T01167,1,4,4
Q01168,T01168,1,4,0
Q01169,T01169,1,5,3
Q01170,T01170,1,4,1
Q01171,T01171,1,3,4
Q01172,T01172,1,,
Q01173,T01173,1,,
Q01174,T01174,1,5,2
Q01175,T01175,1,4,2
Q01176,T01176,1,1,4
Q01177,T01177,0,,
Q01178,T01178,1,,
Q01179,T01179,1,,
Q01180,T01180,1,4,2
Q01181,T01181,1,4,1
Q01182,T01182,1,5,3
Q01183,T01183,1,4,4
Q01184,T01184,1,,
Q01185,T01185,1,5,1
Q01186,T01186,1,4,3
Q01187,T01187,1,5,2
Q01188,T01188,1,5,2
Q01189,T01189,1,,
Q01190,T01190,1,5,1
Q01191,T01191,1,,
Q01192,T01192,1,5,4
Q01193,T01193,1,,
Q01194,T01194,1,,
Q01195,T01195,1,5,3
Q01196,T01196,1,5,3
Q01197,T01197,1,5,0
Q01198,T01198,1,5,3
Q01199,T01199,1,,
Q01200,T01200,1,3,0
Q01201,T01201,1,,
Q01202,T01202,1,,
Q01203,T01203,1,5,1
Q01204,T01204,1,4,2
Q01205,T01205,1,4,2
Q01206,T01206,1,,
Q01207,T01207,1,5,2
Q01208,T01208,1,,
Q01209,T01209,1,3,2
Q01210,T01210,1,4,1
Q01211,T01211,1,4,0
Q01212,T01212,1,4,4
Q01213,T01213,0,,
Q01214,T01214,1,,
Q01215,T01215,1,5,4
Q01216,T01216,1,2,3
Q01217,T01217,1,,
Q01218,T01218,1,5,3
Q01219,T01219,1,5,1
Q01220,T01220,1,5,3
Q01221,T01221,1,4,3
Q01222,T01222,1,,
Q01223,T01223,1,4,3
Q01224,T01224,1,4,0
Q01225,T01225,1,,
Q01226,T01226,1,,
Q01227,T01227,0,,
Q01228,T01228,1,,
Q01229,T01229,1,,
Q01230,T01230,1,4,4
Q01231,T01231,1,,
Q01232,T01232,1,5,1
Q01233,T01233,1,5,1
Q01234,T01234,1,,
Q01235,T01235,1,5,0
Q01236,T01236,1,4,0
Q01237,T01237,1,,
Q01238,T01238,1,,
Q01239,T01239,1,3,3
Q01240,T01240,1,,
Q01241,T01241,1,5,2
Q01242,T01242,1,4,4
Q01243,T01243,1,5,0
Q01244,T01244,1,5,4
Q01245,T01245,1,5,4
Q01246,T01246,1,4,3
Q01247,T01247,1,,
Q01248,T01248,1,5,4
Q01249,T01249,1,,
Q01250,T01250,1,4,0
Q01251,T01251,1,5,4
Q01252,T01252,1,5,4
Q01253,T01253,1,5,3
Q01254,T01254,1,3,2
Q01255,T01255,1,,
Q01256,T01256,1,3,1
Q01257,T01257,1,,
Q01258,T01258,1,,
Q01259,T01259,1,5,1
Q01260,T01260,1,5,4
Q01261,T01261,1,5,0
Q01262,T01262,1,,
Q01263,T01263,1,,
Q01264,T01264,1,,
Q01265,T01265,1,,
Q01266,T01266,1,,
Q01267,T01267,1,5,3
Q01268,T01268,1,5,4
Q01269,T01269,1,5,3
Q01270,T01270,1,,
Q01271,T01271,1,,
Q01272,T01272,1,5,3
Q01273,T01273,1,5,2
Q01274,T01274,1,,
Q01275,T01275,1,,
Q01276,T01276,1,4,3
Q01277,T01277,1,4,0
Q01278,T01278,1,4,1
Q01279,T01279,1,,
Q01280,T01280,1,3,0
Q01281,T01281,1,4,4
Q01282,T01282,1,,
Q01283,T01283,1,5,4
Q01284,T01284,0,,
Q01285,T01285,1,,
Q01286,T01286,1,,
Q01287,T01287,1,,
Q01288,T01288,1,,
Q01289,T01289,0,,
Q01290,T01290,1,5,4
Q01291,T01291,1,,
Q01292,T01292,1,5,1
Q01293,T01293,1,5,3
Q01294,T01294,1,3,1
Q01295,T01295,1,5,0
Q01296,T01296,0,,
Q01297,T01297,1,5,3
Q01298,T01298,1,4,4
Q01299,T01299,1,,
Q01300,T01300,1,,
Q01301,T01301,0,,
Q01302,T01302,1,5,4
Q01303,T01303,1,5,4
Q01304,T01304,1,5,4
Q01305,T01305,0,,
Q01306,T01306,1,5,1
Q01307,T01307,1,,
Q01308,T01308,1,5,3
Q01309,T01309,1,,
Q01310,T01310,1,5,2
Q01311,T01311,1,,
Q01312,T01312,1,4,3
Q01313,T01313,1,5,0
Q01314,T01314,1,,
Q01315,T01315,1,,
Q01316,T01316,1,,
Q01317,T01317,1,,
Q01318,T01318,1,5,3
Q01319,T01319,1,,
Q01320,T01320,1,5,2
Q01321,T01321,1,5,2
Q01322,T01322,1,,
Q01323,T01323,1,4,1
Q01324,T01324,1,,
Q01325,T01325,1,,
Q01326,T01326,1,,
Q01327,T01327,1,,
Q01328,T01328,0,,
Q01329,T01329,0,,
Q01330,T01330,1,,
Q01331,T01331,1,,
Q01332,T01332,1,5,2
Q01333,T01333,1,,
Q01334,T01334,1,5,2
Q01335,T01335,1,4,1
Q01336,T01336,1,,
Q01337,T01337,1,2,0
Q01338,T01338,1,2,3
Q01339,T01339,1,5,4
Q01340,T01340,0,,
Q01341,T01341,1,5,3
Q01342,T01342,1,,
Q01343,T01343,1,5,3
Q01344,T01344,1,2,4
Q01345,T01345,1,5,2
Q01346,T01346,1,3,2
Q01347,T01347,1,4,2
Q01348,T01348,1,,
Q01349,T01349,1,3,2
Q01350,T01350,1,,
Q01351,T01351,1,5,2
Q01352,T01352,1,4,2
Q01353,T01353,1,,
Q01354,T01354,1,5,0
Q01355,T01355,1,5,1
Q01356,T01356,1,,
Q01357,T01357,1,,
Q01358,T01358,1,5,3
Q01359,T01359,1,5,4
Q01360,T01360,1,,
Q01361,T01361,0,,
Q01362,T01362,1,5,1
Q01363,T01363,1,4,3
Q01364,T01364,1,5,0
Q01365,T01365,0,,
Q01366,T01366,1,,
Q01367,T01367,1,,
Q01368,T01368,1,5,1
Q01369,T01369,1,1,3
Q01370,T01370,1,3,0
Q01371,T01371,1,3,0
Q01372,T01372,1,5,3
Q01373,T01373,1,,
Q01374,T01374,1,,
Q01375,T01375,1,,
Q01376,T01376,1,3,0
Q01377,T01377,1,4,1
Q01378,T01378,1,4,1
Q01379,T01379,1,,
Q01380,T01380,0,,
Q01381,T01381,1,5,3
Q01382,T01382,1,5,1
Q01383,T01383,1,,
Q01384,T01384,1,3,1
Q01385,T01385,1,4,4
Q01386,T01386,0,,
Q01387,T01387,1,5,0
Q01388,T01388,1,5,1
Q01389,T01389,1,4,1
Q01390,T01390,1,5,3
Q01391,T01391,1,5,4
Q01392,T01392,1,,
Q01393,T01393,1,5,2
Q01394,T01394,0,,
Q01395,T01395,1,5,4
Q01396,T01396,1,4,4
Q01397,T01397,1,5,4
Q01398,T01398,1,5,3
Q01399,T01399,0,,
Q01400,T01400,1,,
Q01401,T01401,1,,
Q01402,T01402,1,5,4
Q01403,T01403,1,5,1
Q01404,T01404,1,,
Q01405,T01405,1,5,2
Q01406,T01406,1,,
Q01407,T01407,1,5,1
Q01408,T01408,1,3,3
Q01409,T01409,1,5,2
Q01410,T01410,1,4,2
Q01411,T01411,1,5,4
Q01412,T01412,1,3,3
Q01413,T01413,1,,
Q01414,T01414,1,5,3
Q01415,T01415,0,,
Q01416,T01416,1,,
Q01417,T01417,1,5,3
Q01418,T01418,1,5,2
Q01419,T01419,1,5,4
Q01420,T01420,1,,
Q01421,T01421,1,5,4
Q01422,T01422,1,5,3
Q01423,T01423,1,4,2
Q01424,T01424,1,5,0
Q01425,T01425,1,4,2
Q01426,T01426,1,5,3
Q01427,T01427,1,4,0
Q01428,T01428,1,4,1
Q01429,T01429,1,4,3
Q01430,T01430,1,5,3
Q01431,T01431,1,5,3
Q01432,T01432,1,,
Q01433,T01433,0,,
Q01434,T01434,1,5,0
Q01435,T01435,1,4,0
Q01436,T01436,1,,
Q01437,T01437,1,,
Q01438,T01438,1,5,3
Q01439,T01439,1,5,4
Q01440,T01440,1,,
Q01441,T01441,1,,
Q01442,T01442,1,5,2
Q01443,T01443,1,,
Q01444,T01444,1,5,1
Q01445,T01445,1,5,1
Q01446,T01446,0,,
Q01447,T01447,1,5,0
Q01448,T01448,1,3,3
Q01449,T01449,1,5,4
Q01450,T01450,1,,
Q01451,T01451,1,5,0
Q01452,T01452,1,5,2
Q01453,T01453,1,3,4
Q01454,T01454,0,,
Q01455,T01455,1,5,0
Q01456,T01456,0,,
Q01457,T01457,1,,
Q01458,T01458,1,3,3
Q01459,T01459,1,,
Q01460,T01460,1,5,0
Q01461,T01461,1,,
Q01462,T01462,1,4,0
Q01463,T01463,1,5,3
Q01464,T01464,0,,
Q01465,T01465,1,,
Q01466,T01466,1,4,0
Q01467,T01467,1,,
Q01468,T01468,1,3,0
Q01469,T01469,1,5,2
Q01470,T01470,1,,
Q01471,T01471,1,,
Q01472,T01472,0,,
Q01473,T01473,1,,
Q01474,T01474,1,5,4
Q01475,T01475,1,4,1
Q01476,T01476,1,,
Q01477,T01477,1,,
Q01478,T01478,0,,
Q01479,T01479,1,5,3
Q01480,T01480,1,,
Q01481,T01481,1,,
Q01482,T01482,1,,
Q01483,T01483,1,,
Q01484,T01484,1,5,3
Q01485,T01485,1,5,4
Q01486,T01486,1,5,1
Q01487,T01487,1,,
Q01488,T01488,1,5,1
Q01489,T01489,1,5,4
Q01490,T01490,1,4,1
Q01491,T01491,1,,
Q01492,T01492,0,,
Q01493,T01493,1,,
Q01494,T01494,1,,
Q01495,T01495,1,4,1
Q01496,T01496,1,5,0
Q01497,T01497,1,5,2
Q01498,T01498,1,5,1
Q01499,T01499,1,5,4
Q01500,T01500,1,,
Q01501,T01501,1,5,0
Q01502,T01502,1,4,3
Q01503,T01503,1,,
Q01504,T01504,1,,
Q01505,T01505,1,5,3
Q01506,T01506,1,5,2
Q01507,T01507,1,,
Q01508,T01508,1,,
Q01509,T01509,1,5,3
Q01510,T01510,1,5,4
Q01511,T01511,1,,
Q01512,T01512,0,,
Q01513,T01513,1,5,3
Q01514,T01514,1,,
Q01515,T01515,1,4,0
Q01516,T01516,1,,
Q01517,T01517,0,,
Q01518,T01518,1,4,3
Q01519,T01519,1,5,1
Q01520,T01520,1,,
Q01521,T01521,1,4,2
Q01522,T01522,1,4,2
Q01523,T01523,1,5,2
Q01524,T01524,0,,
Q01525,T01525,1,4,4
Q01526,T01526,1,4,0
Q01527,T01527,1,5,3
Q01528,T01528,1,,
Q01529,T01529,1,5,4
Q01530,T01530,1,4,0
Q01531,T01531,1,,
Q01532,T01532,1,,
Q01533,T01533,1,4,3
Q01534,T01534,1,,
Q01535,T01535,1,,
Q01536,T01536,1,4,0
Q01537,T01537,1,,
Q01538,T01538,1,5,4
Q01539,T01539,0,,
Q01540,T01540,1,,
Q01541,T01541,1,,
Q01542,T01542,1,4,0
Q01543,T01543,0,,
Q01544,T01544,1,5,2
Q01545,T01545,0,,
Q01546,T01546,0,,
Q01547,T01547,1,5,4
Q01548,T01548,0,,
Q01549,T01549,1,4,3
Q01550,T01550,0,,
Q01551,T01551,1,2,1
Q01552,T01552,1,,
Q01553,T01553,1,4,0
Q01554,T01554,1,4,0
Q01555,T01555,1,5,2
Q01556,T01556,0,,
Q01557,T01557,1,4,0
Q01558,T01558,1,,
Q01559,T01559,1,3,3
Q01560,T01560,1,5,0
Q01561,T01561,1,5,0
Q01562,T01562,1,4,4
Q01563,T01563,1,4,0
Q01564,T01564,1,5,3
Q01565,T01565,1,,
Q01566,T01566,1,,
Q01567,T01567,1,5,0
Q01568,T01568,0,,
Q01569,T01569,1,,
Q01570,T01570,0,,
Q01571,T01571,1,5,2
Q01572,T01572,1,,
Q01573,T01573,0,,
Q01574,T01574,1,5,2
Q01575,T01575,1,5,1
Q01576,T01576,1,,
Q01577,T01577,1,5,0
Q01578,T01578,1,,
Q01579,T01579,1,4,3
Q01580,T01580,1,5,4
Q01581,T01581,1,5,0
Q01582,T01582,1,5,3
Q01583,T01583,1,5,4
Q01584,T01584,1,2,3
Q01585,T01585,1,5,3
Q01586,T01586,1,4,4
Q01587,T01587,1,,
Q01588,T01588,1,,
Q01589,T01589,1,5,2
Q01590,T01590,1,,
Q01591,T01591,1,5,1
Q01592,T01592,1,,
Q01593,T01593,1,,
Q01594,T01594,1,4,1
Q01595,T01595,1,,
Q01596,T01596,1,5,1
Q01597,T01597,1,,
Q01598,T01598,1,4,3
Q01599,T01599,1,,
Q01600,T01600,1,5,2
Q01601,T01601,1,5,4
Q01602,T01602,1,,
Q01603,T01603,1,,
Q01604,T01604,1,3,3
Q01605,T01605,1,5,0
Q01606,T01606,0,,
Q01607,T01607,1,,
Q01608,T01608,0,,
Q01609,T01609,1,,
Q01610,T01610,1,5,0
Q01611,T01611,1,,
Q01612,T01612,1,5,1
Q01613,T01613,0,,
Q01614,T01614,0,,
Q01615,T01615,1,5,3
Q01616,T01616,1,5,3
Q01617,T01617,0,,
Q01618,T01618,1,5,1
Q01619,T01619,1,,
Q01620,T01620,1,5,0
Q01621,T01621,1,5,4
Q01622,T01622,1,4,2
Q01623,T01623,1,,
Q01624,T01624,1,,
Q01625,T01625,1,4,2
Q01626,T01626,1,4,2
Q01627,T01627,1,4,1
Q01628,T01628,1,5,3
Q01629,T01629,1,,
Q01630,T01630,1,4,1
Q01631,T01631,1,5,4
Q01632,T01632,1,,
Q01633,T01633,1,5,2
Q01634,T01634,1,5,0
Q01635,T01635,1,5,3
Q01636,T01636,1,5,0
Q01637,T01637,1,5,0
Q01638,T01638,1,5,4
Q01639,T01639,1,,
Q01640,T01640,0,,
Q01641,T01641,1,,
Q01642,T01642,1,5,1
Q01643,T01643,1,,
Q01644,T01644,1,4,4
Q01645,T01645,1,5,0
Q01646,T01646,1,5,1
Q01647,T01647,1,5,1
Q01648,T01648,1,5,1
Q01649,T01649,1,5,3
Q01650,T01650,1,,
Q01651,T01651,1,,
Q01652,T01652,1,,
Q01653,T01653,1,4,3
Q01654,T01654,0,,
Q01655,T01655,1,4,4
Q01656,T01656,0,,
Q01657,T01657,1,5,2
Q01658,T01658,1,,
Q01659,T01659,1,4,1
Q01660,T01660,1,,
Q01661,T01661,1,,
Q01662,T01662,1,5,4
Q01663,T01663,1,4,1
Q01664,T01664,1,5,2
Q01665,T01665,1,4,0
Q01666,T01666,1,5,0
Q01667,T01667,0,,
Q01668,T01668,1,5,4
Q01669,T01669,1,,
Q01670,T01670,1,5,0
Q01671,T01671,1,5,0
Q01672,T01672,0,,
Q01673,T01673,1,5,0
Q01674,T01674,1,5,4
Q01675,T01675,1,,
Q01676,T01676,1,5,2
Q01677,T01677,1,5,4
Q01678,T01678,1,,
Q01679,T01679,1,5,1
Q01680,T01680,1,5,0
Q01681,T01681,1,4,4
Q01682,T01682,1,4,4
Q01683,T01683,1,4,3
Q01684,T01684,1,,
Q01685,T01685,1,5,1
Q01686,T01686,1,4,0
Q01687,T01687,1,5,3
Q01688,T01688,1,5,4
Q01689,T01689,1,5,1
Q01690,T01690,0,,
Q01691,T01691,1,5,3
Q01692,T01692,0,,
Q01693,T01693,1,5,2
Q01694,T01694,1,,
Q01695,T01695,1,5,3
Q01696,T01696,1,,
Q01697,T01697,0,,
Q01698,T01698,1,4,4
Q01699,T01699,1,5,2
Q01700,T01700,1,2,0
Q01701,T01701,1,5,2
Q01702,T01702,1,4,4
Q01703,T01703,1,5,3
Q01704,T01704,1,5,4
Q01705,T01705,1,5,4
Q01706,T01706,1,5,0
Q01707,T01707,0,,
Q01708,T01708,1,,
Q01709,T01709,1,,
Q01710,T01710,1,,
Q01711,T01711,1,,
Q01712,T01712,1,5,4
Q01713,T01713,1,3,3
Q01714,T01714,1,,
Q01715,T01715,1,5,3
Q01716,T01716,1,5,4
Q01717,T01717,1,3,3
Q01718,T01718,0,,
Q01719,T01719,1,5,0
Q01720,T01720,1,,
Q01721,T01721,1,4,3
Q01722,T01722,1,4,0
Q01723,T01723,1,5,2
Q01724,T01724,1,5,1
Q01725,T01725,1,,
Q01726,T01726,1,,
Q01727,T01727,0,,
Q01728,T01728,0,,
Q01729,T01729,0,,
Q01730,T01730,1,,
Q01731,T01731,1,,
Q01732,T01732,1,4,4
Q01733,T01733,1,5,2
Q01734,T01734,1,3,4
Q01735,T01735,1,5,3
Q01736,T01736,1,5,3
Q01737,T01737,1,5,2
Q01738,T01738,1,5,3
Q01739,T01739,1,,
Q01740,T01740,1,5,2
Q01741,T01741,1,4,3
Q01742,T01742,1,5,3
Q01743,T01743,1,5,2
Q01744,T01744,1,5,0
Q01745,T01745,1,,
Q01746,T01746,1,3,0
Q01747,T01747,1,4,0
Q01748,T01748,1,4,1
Q01749,T01749,1,5,2
Q01750,T01750,1,5,0
Q01751,T01751,1,5,2
Q01752,T01752,1,5,2
Q01753,T01753,1,4,4
Q01754,T01754,0,,
Q01755,T01755,1,4,2
Q01756,T01756,1,5,3
Q01757,T01757,1,3,0
Q01758,T01758,1,,
Q01759,T01759,1,2,2
Q01760,T01760,1,4,4
Q01761,T01761,1,5,1
Q01762,T01762,1,5,0
Q01763,T01763,1,,
Q01764,T01764,1,4,2
Q01765,T01765,1,,
Q01766,T01766,1,5,0
Q01767,T01767,1,5,0
Q01768,T01768,1,4,1
Q01769,T01769,1,,
Q01770,T01770,1,,
Q01771,T01771,1,,
Q01772,T01772,1,4,1
Q01773,T01773,1,4,0
Q01774,T01774,1,,
Q01775,T01775,0,,
Q01776,T01776,1,5,4
Q01777,T01777,1,5,0
Q01778,T01778,1,5,1
Q01779,T01779,1,,
Q01780,T01780,0,,
Q01781,T01781,0,,
Q01782,T01782,0,,
Q01783,T01783,1,5,0
Q01784,T01784,1,3,0
Q01785,T01785,1,,
Q01786,T01786,1,5,4
Q01787,T01787,1,5,3
Q01788,T01788,1,5,0
Q01789,T01789,1,,
Q01790,T01790,1,5,2
Q01791,T01791,1,,
Q01792,T01792,1,5,4
Q01793,T01793,1,5,2
Q01794,T01794,0,,
Q01795,T01795,1,,
Q01796,T01796,1,3,1
Q01797,T01797,1,2,3
Q01798,T01798,1,5,1
Q01799,T01799,1,5,1
Q01800,T01800,1,5,3
Q01801,T01801,1,,
Q01802,T01802,1,,
Q01803,T01803,1,3,3
Q01804,T01804,1,4,4
Q01805,T01805,1,5,4
Q01806,T01806,1,5,4
Q01807,T01807,1,,
Q01808,T01808,1,4,0
Q01809,T01809,1,5,4
Q01810,T01810,1,4,1
Q01811,T01811,1,4,3
Q01812,T01812,1,5,4
Q01813,T01813,1,4,0
Q01814,T01814,1,5,3
Q01815,T01815,1,5,2
Q01816,T01816,1,3,1
Q01817,T01817,1,4,0
Q01818,T01818,1,4,3
Q01819,T01819,1,4,1
Q01820,T01820,1,,
Q01821,T01821,1,4,1
Q01822,T01822,1,4,3
Q01823,T01823,1,,
Q01824,T01824,1,4,4
Q01825,T01825,1,,
Q01826,T01826,1,,
Q01827,T01827,1,5,0
Q01828,T01828,1,,
Q01829,T01829,0,,
Q01830,T01830,1,5,2
Q01831,T01831,1,5,1
Q01832,T01832,1,,
Q01833,T01833,1,,
Q01834,T01834,1,,
Q01835,T01835,1,,
Q01836,T01836,1,5,0
Q01837,T01837,0,,
Q01838,T01838,1,,
Q01839,T01839,1,4,1
Q01840,T01840,1,5,1
Q01841,T01841,1,,
Q01842,T01842,1,4,1
Q01843,T01843,1,5,2
Q01844,T01844,1,,
Q01845,T01845,1,,
Q01846,T01846,1,,
Q01847,T01847,0,,
Q01848,T01848,1,,
Q01849,T01849,1,,
Q01850,T01850,1,4,1
Q01851,T01851,1,5,4
Q01852,T01852,1,5,1
Q01853,T01853,1,2,4
Q01854,T01854,1,5,0
Q01855,T01855,1,5,4
Q01856,T01856,0,,
Q01857,T01857,1,,
Q01858,T01858,1,3,4
Q01859,T01859,1,3,0
Q01860,T01860,1,4,2
Q01861,T01861,1,3,4
Q01862,T01862,1,4,2
Q01863,T01863,1,5,0
Q01864,T01864,1,5,3
Q01865,T01865,1,5,0
Q01866,T01866,1,,
Q01867,T01867,1,5,1
Q01868,T01868,1,3,4
Q01869,T01869,1,5,0
Q01870,T01870,1,,
Q01871,T01871,1,4,1
Q01872,T01872,1,3,4
Q01873,T01873,1,4,0
Q01874,T01874,0,,
Q01875,T01875,1,3,3
Q01876,T01876,1,4,4
Q01877,T01877,1,5,1
Q01878,T01878,1,5,2
Q01879,T01879,1,,
Q01880,T01880,1,4,3
Q01881,T01881,1,,
Q01882,T01882,1,,
Q01883,T01883,1,4,1
Q01884,T01884,1,5,2
Q01885,T01885,1,,
Q01886,T01886,1,3,4
Q01887,T01887,1,5,3
Q01888,T01888,1,3,0
Q01889,T01889,1,5,1
Q01890,T01890,1,5,0
Q01891,T01891,1,,
Q01892,T01892,1,5,2
Q01893,T01893,1,5,4
Q01894,T01894,0,,
Q01895,T01895,1,,
Q01896,T01896,0,,
Q01897,T01897,1,5,3
Q01898,T01898,1,,
Q01899,T01899,1,,
Q01900,T01900,0,,
Q01901,T01901,1,5,3
Q01902,T01902,1,,
Q01903,T01903,1,5,4
Q01904,T01904,0,,
Q01905,T01905,1,5,3
Q01906,T01906,1,,
Q01907,T01907,1,,
Q01908,T01908,1,5,3
Q01909,T01909,1,4,1
Q01910,T01910,0,,
Q01911,T01911,1,3,1
Q01912,T01912,1,,
Q01913,T01913,0,,
Q01914,T01914,1,,
Q01915,T01915,1,,
Q01916,T01916,1,5,4
Q01917,T01917,1,4,4
Q01918,T01918,1,5,3
Q01919,T01919,1,5,3
Q01920,T01920,1,,
Q01921,T01921,1,5,2
Q01922,T01922,1,4,4
Q01923,T01923,1,5,3
Q01924,T01924,1,4,1
Q01925,T01925,1,4,0
Q01926,T01926,0,,
Q01927,T01927,0,,
Q01928,T01928,1,,
Q01929,T01929,1,5,2
Q01930,T01930,1,,
Q01931,T01931,1,3,3
Q01932,T01932,0,,
Q01933,T01933,1,,
Q01934,T01934,1,,
Q01935,T01935,0,,
Q01936,T01936,0,,
Q01937,T01937,1,5,3
Q01938,T01938,1,,
Q01939,T01939,1,3,0
Q01940,T01940,1,4,4
Q01941,T01941,1,,
Q01942,T01942,1,,
Q01943,T01943,1,,
Q01944,T01944,1,5,4
Q01945,T01945,1,,
Q01946,T01946,1,4,3
Q01947,T01947,1,,
Q01948,T01948,0,,
Q01949,T01949,1,3,0
Q01950,T01950,1,5,4
Q01951,T01951,0,,
Q01952,T01952,1,,
Q01953,T01953,1,5,2
Q01954,T01954,1,3,2
Q01955,T01955,1,5,4
Q01956,T01956,0,,
Q01957,T01957,0,,
Q01958,T01958,1,5,2
Q01959,T01959,1,4,0
Q01960,T01960,1,5,1
Q01961,T01961,1,,
Q01962,T01962,1,4,0
Q01963,T01963,1,,
Q01964,T01964,1,5,2
Q01965,T01965,0,,
Q01966,T01966,1,4,3
Q01967,T01967,1,5,0
Q01968,T01968,1,5,0
Q01969,T01969,1,5,2
Q01970,T01970,1,4,2
