record_id,date,device_id,risk_score,failure_within_24h
2026-06-20-D088,2026-06-20,D088,59.1,0
2026-06-20-D089,2026-06-20,D089,0,0
2026-06-20-D090,2026-06-20,D090,34.9,1
2026-06-21-D001,2026-06-21,D001,11.8,0
2026-06-21-D002,2026-06-21,D002,20.1,0
2026-06-21-D003,2026-06-21,D003,12.7,0
2026-06-21-D004,2026-06-21,D004,21.8,0
2026-06-21-D005,2026-06-21,D005,28.8,0
2026-06-21-D006,2026-06-21,D006,29.8,0
2026-06-21-D007,2026-06-21,D007,49.5,0
2026-06-21-D008,2026-06-21,D008,74.0,1
2026-06-21-D009,2026-06-21,D009,31.1,0
2026-06-21-D010,2026-06-21,D010,11.0,0
2026-06-21-D011,2026-06-21,D011,32.1,0
2026-06-21-D012,2026-06-21,D012,66.9,1
2026-06-21-D013,2026-06-21,D013,92.4,0
2026-06-21-D014,2026-06-21,D014,37.3,0
2026-06-21-D015,2026-06-21,D015,38.2,1
2026-06-21-D016,2026-06-21,D016,34.2,0
2026-06-21-D017,2026-06-21,D017,35.9,0
2026-06-21-D018,2026-06-21,D018,34.3,1
2026-06-21-D019,2026-06-21,D019,72.7,0
2026-06-21-D020,2026-06-21,D020,33.5,0
2026-06-21-D021,2026-06-21,D021,9.4,0
2026-06-21-D022,2026-06-21,D022,30.6,0
2026-06-21-D023,2026-06-21,D023,42.8,0
2026-06-21-D024,2026-06-21,D024,72.2,0
2026-06-21-D025,2026-06-21,D025,79.6,0
2026-06-21-D026,2026-06-21,D026,43.8,0
2026-06-21-D027,2026-06-21,D027,38.1,0
2026-06-21-D028,2026-06-21,D028,57.4,0
2026-06-21-D029,2026-06-21,D029,45.7,0
2026-06-21-D030,2026-06-21,D030,54.4,0
2026-06-21-D031,2026-06-21,D031,73.7,0
2026-06-21-D032,2026-06-21,D032,12.0,0
2026-06-21-D033,2026-06-21,D033,17.4,0
2026-06-21-D034,2026-06-21,D034,64.1,0
2026-06-21-D035,2026-06-21,D035,35.0,0
2026-06-21-D036,2026-06-21,D036,58.9,0
2026-06-21-D037,2026-06-21,D037,35.8,0
2026-06-21-D038,2026-06-21,D038,28.6,0
2026-06-21-D039,2026-06-21,D039,83.5,1
2026-06-21-D040,2026-06-21,D040,54.7,0
2026-06-21-D041,2026-06-21,D041,47.2,1
2026-06-21-D042,2026-06-21,D042,66.3,1
2026-06-21-D043,2026-06-21,D043,9.9,0
2026-06-21-D044,2026-06-21,D044,23.4,0
2026-06-21-D045,2026-06-21,D045,48.4,0
2026-06-21-D046,2026-06-21,D046,30.8,0
2026-06-21-D047,2026-06-21,D047,58.9,0
2026-06-21-D048,2026-06-21,D048,41.1,0
2026-06-21-D049,2026-06-21,D049,84.2,0
2026-06-21-D050,2026-06-21,D050,57.4,0
2026-06-21-D051,2026-06-21,D051,6.1,0
2026-06-21-D052,2026-06-21,D052,75.5,0
2026-06-21-D053,2026-06-21,D053,28.7,0
2026-06-21-D054,2026-06-21,D054,42.7,1
2026-06-21-D055,2026-06-21,D055,21.0,0
2026-06-21-D056,2026-06-21,D056,74.3,1
2026-06-21-D057,2026-06-21,D057,4.5,0
2026-06-21-D058,2026-06-21,D058,35.1,0
2026-06-21-D059,2026-06-21,D059,75.1,1
2026-06-21-D060,2026-06-21,D060,48.9,1
2026-06-21-D061,2026-06-21,D061,7.7,0
2026-06-21-D062,2026-06-21,D062,46.8,1
2026-06-21-D063,2026-06-21,D063,70.6,0
2026-06-21-D064,2026-06-21,D064,35.2,0
2026-06-21-D065,2026-06-21,D065,45.4,0
2026-06-21-D066,2026-06-21,D066,20.0,0
2026-06-21-D067,2026-06-21,D067,92.5,1
2026-06-21-D068,2026-06-21,D068,72.2,0
2026-06-21-D069,2026-06-21,D069,86.9,1
2026-06-21-D070,2026-06-21,D070,38.3,0
2026-06-21-D071,2026-06-21,D071,22.2,0
2026-06-21-D072,2026-06-21,D072,16.8,0
2026-06-21-D073,2026-06-21,D073,31.6,0
2026-06-21-D074,2026-06-21,D074,38.1,0
2026-06-21-D075,2026-06-21,D075,71.4,0
2026-06-21-D076,2026-06-21,D076,53.0,0
2026-06-21-D077,2026-06-21,D077,21.5,0
2026-06-21-D078,2026-06-21,D078,50.1,0
2026-06-21-D079,2026-06-21,D079,32.5,0
2026-06-21-D080,2026-06-21,D080,12.0,0
2026-06-21-D081,2026-06-21,D081,49.5,0
2026-06-21-D082,2026-06-21,D082,39.9,0
2026-06-21-D083,2026-06-21,D083,43.0,0
2026-06-21-D084,2026-06-21,D084,74.9,1
2026-06-21-D085,2026-06-21,D085,58.1,1
2026-06-21-D086,2026-06-21,D086,36.4,0
2026-06-21-D087,2026-06-21,D087,31.1,0
2026-06-21-D088,2026-06-21,D088,17.2,0
2026-06-21-D089,2026-06-21,D089,48.2,0
2026-06-21-D090,2026-06-21,D090,34.6,1
2026-06-22-D001,2026-06-22,D001,28.4,0
2026-06-22-D002,2026-06-22,D002,20.8,0
2026-06-22-D003,2026-06-22,D003,15.9,0
2026-06-22-D004,2026-06-22,D004,79.9,0
2026-06-22-D005,2026-06-22,D005,52.0,0
2026-06-22-D006,2026-06-22,D006,66.1,1
2026-06-22-D007,2026-06-22,D007,47.5,0
2026-06-22-D008,2026-06-22,D008,54.4,1
2026-06-22-D009,2026-06-22,D009,41.7,0
2026-06-22-D010,2026-06-22,D010,28.4,0
2026-06-22-D011,2026-06-22,D011,58.7,0
2026-06-22-D012,2026-06-22,D012,25.8,0
2026-06-22-D013,2026-06-22,D013,29.5,0
2026-06-22-D014,2026-06-22,D014,44.2,0
2026-06-22-D015,2026-06-22,D015,38.2,0
2026-06-22-D016,2026-06-22,D016,25.0,0
2026-06-22-D017,2026-06-22,D017,40.1,0
2026-06-22-D018,2026-06-22,D018,6.8,0
2026-06-22-D019,2026-06-22,D019,44.3,0
2026-06-22-D020,2026-06-22,D020,27.4,0
2026-06-22-D021,2026-06-22,D021,0,0
2026-06-22-D022,2026-06-22,D022,50.9,0
2026-06-22-D023,2026-06-22,D023,34.3,0
2026-06-22-D024,2026-06-22,D024,82.2,1
2026-06-22-D025,2026-06-22,D025,69.3,0
2026-06-22-D026,2026-06-22,D026,36.5,0
2026-06-22-D027,2026-06-22,D027,3.1,0
2026-06-22-D028,2026-06-22,D028,23.7,0
2026-06-22-D029,2026-06-22,D029,39.3,0
2026-06-22-D030,2026-06-22,D030,25.6,0
2026-06-22-D031,2026-06-22,D031,61.2,0
2026-06-22-D032,2026-06-22,D032,39.4,0
2026-06-22-D033,2026-06-22,D033,36.1,0
2026-06-22-D034,2026-06-22,D034,28.1,0
2026-06-22-D035,2026-06-22,D035,13.9,0
2026-06-22-D036,2026-06-22,D036,49.7,0
2026-06-22-D037,2026-06-22,D037,42.4,0
2026-06-22-D038,2026-06-22,D038,19.7,0
2026-06-22-D039,2026-06-22,D039,3.2,0
2026-06-22-D040,2026-06-22,D040,79.1,1
2026-06-22-D041,2026-06-22,D041,53.0,0
2026-06-22-D042,2026-06-22,D042,19.5,0
2026-06-22-D043,2026-06-22,D043,19.2,0
2026-06-22-D044,2026-06-22,D044,51.1,0
2026-06-22-D045,2026-06-22,D045,11.0,0
2026-06-22-D046,2026-06-22,D046,29.7,0
2026-06-22-D047,2026-06-22,D047,47.8,0
2026-06-22-D048,2026-06-22,D048,52.4,1
2026-06-22-D049,2026-06-22,D049,31.0,0
2026-06-22-D050,2026-06-22,D050,14.4,0
2026-06-22-D051,2026-06-22,D051,29.5,0
2026-06-22-D052,2026-06-22,D052,50.9,0
2026-06-22-D053,2026-06-22,D053,27.8,0
2026-06-22-D054,2026-06-22,D054,12.6,1
2026-06-22-D055,2026-06-22,D055,70.4,0
2026-06-22-D056,2026-06-22,D056,64.7,0
2026-06-22-D057,2026-06-22,D057,35.5,0
2026-06-22-D058,2026-06-22,D058,48.8,0
2026-06-22-D059,2026-06-22,D059,47.6,0
2026-06-22-D060,2026-06-22,D060,10.9,0
2026-06-22-D061,2026-06-22,D061,25.0,0
2026-06-22-D062,2026-06-22,D062,11.1,0
2026-06-22-D063,2026-06-22,D063,29.1,1
2026-06-22-D064,2026-06-22,D064,29.0,0
2026-06-22-D065,2026-06-22,D065,15.8,0
2026-06-22-D066,2026-06-22,D066,47.2,0
2026-06-22-D067,2026-06-22,D067,14.9,0
2026-06-22-D068,2026-06-22,D068,63.1,0
2026-06-22-D069,2026-06-22,D069,34.5,0
2026-06-22-D070,2026-06-22,D070,33.0,0
2026-06-22-D071,2026-06-22,D071,62.7,1
2026-06-22-D072,2026-06-22,D072,67.2,1
2026-06-22-D073,2026-06-22,D073,30.3,0
2026-06-22-D074,2026-06-22,D074,39.0,0
2026-06-22-D075,2026-06-22,D075,57.7,0
2026-06-22-D076,2026-06-22,D076,32.7,0
2026-06-22-D077,2026-06-22,D077,44.6,0
2026-06-22-D078,2026-06-22,D078,33.1,1
2026-06-22-D079,2026-06-22,D079,5.7,0
2026-06-22-D080,2026-06-22,D080,2.9,0
2026-06-22-D081,2026-06-22,D081,23.7,0
2026-06-22-D082,2026-06-22,D082,34.5,0
2026-06-22-D083,2026-06-22,D083,36.7,0
2026-06-22-D084,2026-06-22,D084,32.1,0
2026-06-22-D085,2026-06-22,D085,25.7,0
2026-06-22-D086,2026-06-22,D086,77.0,0
2026-06-22-D087,2026-06-22,D087,10.1,0
2026-06-22-D088,2026-06-22,D088,48.8,1
2026-06-22-D089,2026-06-22,D089,43.3,0
2026-06-22-D090,2026-06-22,D090,1.1,0
2026-06-23-D001,2026-06-23,D001,47.5,0
2026-06-23-D002,2026-06-23,D002,4.4,0
2026-06-23-D003,2026-06-23,D003,12.7,0
2026-06-23-D004,2026-06-23,D004,55.1,0
2026-06-23-D005,2026-06-23,D005,31.9,0
2026-06-23-D006,2026-06-23,D006,37.0,0
2026-06-23-D007,2026-06-23,D007,29.1,0
2026-06-23-D008,2026-06-23,D008,42.8,0
2026-06-23-D009,2026-06-23,D009,82.9,1
2026-06-23-D010,2026-06-23,D010,38.9,0
2026-06-23-D011,2026-06-23,D011,22.9,0
2026-06-23-D012,2026-06-23,D012,50.0,0
2026-06-23-D013,2026-06-23,D013,36.6,0
2026-06-23-D014,2026-06-23,D014,39.9,0
2026-06-23-D015,2026-06-23,D015,11.7,0
2026-06-23-D016,2026-06-23,D016,14.8,0
2026-06-23-D017,2026-06-23,D017,32.8,0
2026-06-23-D018,2026-06-23,D018,30.6,1
2026-06-23-D019,2026-06-23,D019,38.4,0
2026-06-23-D020,2026-06-23,D020,25.1,0
2026-06-23-D021,2026-06-23,D021,44.3,0
2026-06-23-D022,2026-06-23,D022,17.5,0
2026-06-23-D023,2026-06-23,D023,38.2,1
2026-06-23-D024,2026-06-23,D024,16.8,0
2026-06-23-D025,2026-06-23,D025,33.5,0
2026-06-23-D026,2026-06-23,D026,5.0,0
2026-06-23-D027,2026-06-23,D027,47.7,1
2026-06-23-D028,2026-06-23,D028,28.1,0
2026-06-23-D029,2026-06-23,D029,19.5,0
2026-06-23-D030,2026-06-23,D030,51.7,1
2026-06-23-D031,2026-06-23,D031,49.5,0
2026-06-23-D032,2026-06-23,D032,54.2,0
2026-06-23-D033,2026-06-23,D033,27.5,0
2026-06-23-D034,2026-06-23,D034,4.3,0
2026-06-23-D035,2026-06-23,D035,18.0,0
2026-06-23-D036,2026-06-23,D036,28.4,0
2026-06-23-D037,2026-06-23,D037,37.6,0
2026-06-23-D038,2026-06-23,D038,5.7,0
2026-06-23-D039,2026-06-23,D039,67.3,0
2026-06-23-D040,2026-06-23,D040,21.8,0
2026-06-23-D041,2026-06-23,D041,37.9,0
2026-06-23-D042,2026-06-23,D042,47.9,1
2026-06-23-D043,2026-06-23,D043,22.0,0
2026-06-23-D044,2026-06-23,D044,29.0,0
2026-06-23-D045,2026-06-23,D045,66.7,0
2026-06-23-D046,2026-06-23,D046,40.2,0
2026-06-23-D047,2026-06-23,D047,67.2,0
2026-06-23-D048,2026-06-23,D048,83.6,1
2026-06-23-D049,2026-06-23,D049,40.6,0
2026-06-23-D050,2026-06-23,D050,85.3,0
2026-06-23-D051,2026-06-23,D051,2.2,0
2026-06-23-D052,2026-06-23,D052,8.4,0
2026-06-23-D053,2026-06-23,D053,33.2,0
2026-06-23-D054,2026-06-23,D054,14.0,0
2026-06-23-D055,2026-06-23,D055,21.7,0
2026-06-23-D056,2026-06-23,D056,24.8,0
2026-06-23-D057,2026-06-23,D057,15.6,0
2026-06-23-D058,2026-06-23,D058,35.5,0
2026-06-23-D059,2026-06-23,D059,41.5,0
2026-06-23-D060,2026-06-23,D060,5.5,0
2026-06-23-D061,2026-06-23,D061,23.7,0
2026-06-23-D062,2026-06-23,D062,47.4,0
2026-06-23-D063,2026-06-23,D063,26.2,0
2026-06-23-D064,2026-06-23,D064,52.0,0
2026-06-23-D065,2026-06-23,D065,52.2,0
2026-06-23-D066,2026-06-23,D066,31.9,1
2026-06-23-D067,2026-06-23,D067,31.3,0
2026-06-23-D068,2026-06-23,D068,27.9,0
2026-06-23-D069,2026-06-23,D069,23.5,0
2026-06-23-D070,2026-06-23,D070,75.3,1
2026-06-23-D071,2026-06-23,D071,12.7,0
2026-06-23-D072,2026-06-23,D072,62.9,0
2026-06-23-D073,2026-06-23,D073,54.6,0
2026-06-23-D074,2026-06-23,D074,67.4,1
2026-06-23-D075,2026-06-23,D075,25.3,0
2026-06-23-D076,2026-06-23,D076,38.8,0
2026-06-23-D077,2026-06-23,D077,9.6,0
2026-06-23-D078,2026-06-23,D078,12.8,0
2026-06-23-D079,2026-06-23,D079,4.2,0
2026-06-23-D080,2026-06-23,D080,59.3,0
2026-06-23-D081,2026-06-23,D081,10.7,1
2026-06-23-D082,2026-06-23,D082,40.2,0
2026-06-23-D083,2026-06-23,D083,35.9,0
2026-06-23-D084,2026-06-23,D084,22.6,0
2026-06-23-D085,2026-06-23,D085,35.8,0
2026-06-23-D086,2026-06-23,D086,78.1,1
2026-06-23-D087,2026-06-23,D087,5.9,0
2026-06-23-D088,2026-06-23,D088,6.5,0
2026-06-23-D089,2026-06-23,D089,73.2,1
2026-06-23-D090,2026-06-23,D090,44.6,0
2026-06-24-D001,2026-06-24,D001,36.3,0
2026-06-24-D002,2026-06-24,D002,79.4,0
2026-06-24-D003,2026-06-24,D003,23.9,0
2026-06-24-D004,2026-06-24,D004,69.2,0
2026-06-24-D005,2026-06-24,D005,7.8,0
2026-06-24-D006,2026-06-24,D006,9.9,0
2026-06-24-D007,2026-06-24,D007,49.2,0
2026-06-24-D008,2026-06-24,D008,68.1,1
2026-06-24-D009,2026-06-24,D009,1.2,0
2026-06-24-D010,2026-06-24,D010,51.8,0
2026-06-24-D011,2026-06-24,D011,70.3,1
2026-06-24-D012,2026-06-24,D012,38.9,0
2026-06-24-D013,2026-06-24,D013,29.3,0
2026-06-24-D014,2026-06-24,D014,58.2,0
2026-06-24-D015,2026-06-24,D015,6.7,0
2026-06-24-D016,2026-06-24,D016,19.3,0
2026-06-24-D017,2026-06-24,D017,46.9,0
2026-06-24-D018,2026-06-24,D018,57.0,1
2026-06-24-D019,2026-06-24,D019,41.9,0
2026-06-24-D020,2026-06-24,D020,10.6,0
2026-06-24-D021,2026-06-24,D021,14.5,0
2026-06-24-D022,2026-06-24,D022,25.3,0
2026-06-24-D023,2026-06-24,D023,63.0,0
2026-06-24-D024,2026-06-24,D024,61.6,0
2026-06-24-D025,2026-06-24,D025,37.2,0
2026-06-24-D026,2026-06-24,D026,29.3,1
2026-06-24-D027,2026-06-24,D027,9.6,0
2026-06-24-D028,2026-06-24,D028,53.1,0
2026-06-24-D029,2026-06-24,D029,33.0,0
2026-06-24-D030,2026-06-24,D030,34.9,0
2026-06-24-D031,2026-06-24,D031,26.9,0
2026-06-24-D032,2026-06-24,D032,9.1,0
2026-06-24-D033,2026-06-24,D033,22.4,0
2026-06-24-D034,2026-06-24,D034,76.2,1
2026-06-24-D035,2026-06-24,D035,41.6,0
2026-06-24-D036,2026-06-24,D036,26.4,0
2026-06-24-D037,2026-06-24,D037,71.0,0
2026-06-24-D038,2026-06-24,D038,47.7,0
2026-06-24-D039,2026-06-24,D039,20.1,0
2026-06-24-D040,2026-06-24,D040,36.7,0
2026-06-24-D041,2026-06-24,D041,49.1,0
2026-06-24-D042,2026-06-24,D042,19.4,0
2026-06-24-D043,2026-06-24,D043,32.6,0
2026-06-24-D044,2026-06-24,D044,53.4,0
2026-06-24-D045,2026-06-24,D045,63.5,1
2026-06-24-D046,2026-06-24,D046,48.2,0
2026-06-24-D047,2026-06-24,D047,71.4,0
2026-06-24-D048,2026-06-24,D048,52.3,0
2026-06-24-D049,2026-06-24,D049,40.6,0
2026-06-24-D050,2026-06-24,D050,80.9,0
2026-06-24-D051,2026-06-24,D051,17.6,0
2026-06-24-D052,2026-06-24,D052,52.4,0
2026-06-24-D053,2026-06-24,D053,63.5,0
2026-06-24-D054,2026-06-24,D054,66.6,1
2026-06-24-D055,2026-06-24,D055,56.4,0
2026-06-24-D056,2026-06-24,D056,28.3,0
2026-06-24-D057,2026-06-24,D057,67.3,1
2026-06-24-D058,2026-06-24,D058,65.3,0
2026-06-24-D059,2026-06-24,D059,64.6,0
2026-06-24-D060,2026-06-24,D060,33.2,0
2026-06-24-D061,2026-06-24,D061,37.6,0
2026-06-24-D062,2026-06-24,D062,38.9,0
2026-06-24-D063,2026-06-24,D063,37.6,0
2026-06-24-D064,2026-06-24,D064,26.3,0
2026-06-24-D065,2026-06-24,D065,29.5,0
2026-06-24-D066,2026-06-24,D066,19.0,0
2026-06-24-D067,2026-06-24,D067,58.5,0
2026-06-24-D068,2026-06-24,D068,19.3,0
2026-06-24-D069,2026-06-24,D069,83.6,1
2026-06-24-D070,2026-06-24,D070,22.8,0
2026-06-24-D071,2026-06-24,D071,10.4,0
2026-06-24-D072,2026-06-24,D072,46.2,0
2026-06-24-D073,2026-06-24,D073,18.5,0
2026-06-24-D074,2026-06-24,D074,39.3,0
2026-06-24-D075,2026-06-24,D075,51.4,0
2026-06-24-D076,2026-06-24,D076,81.5,0
2026-06-24-D077,2026-06-24,D077,18.0,0
2026-06-24-D078,2026-06-24,D078,33.3,0
2026-06-24-D079,2026-06-24,D079,52.7,0
2026-06-24-D080,2026-06-24,D080,37.7,0
2026-06-24-D081,2026-06-24,D081,43.0,1
2026-06-24-D082,2026-06-24,D082,28.2,0
2026-06-24-D083,2026-06-24,D083,44.3,0
2026-06-24-D084,2026-06-24,D084,22.4,0
2026-06-24-D085,2026-06-24,D085,18.2,0
2026-06-24-D086,2026-06-24,D086,66.2,0
2026-06-24-D087,2026-06-24,D087,52.8,0
2026-06-24-D088,2026-06-24,D088,49.1,1
2026-06-24-D089,2026-06-24,D089,33.4,0
2026-06-24-D090,2026-06-24,D090,6.8,0
2026-06-25-D001,2026-06-25,D001,40.2,0
2026-06-25-D002,2026-06-25,D002,41.7,0
2026-06-25-D003,2026-06-25,D003,20.2,0
2026-06-25-D004,2026-06-25,D004,40.6,0
2026-06-25-D005,2026-06-25,D005,71.0,0
2026-06-25-D006,2026-06-25,D006,44.7,1
2026-06-25-D007,2026-06-25,D007,18.5,0
2026-06-25-D008,2026-06-25,D008,40.6,0
2026-06-25-D009,2026-06-25,D009,5.4,0
2026-06-25-D010,2026-06-25,D010,33.2,0
2026-06-25-D011,2026-06-25,D011,22.2,0
2026-06-25-D012,2026-06-25,D012,5.8,0
2026-06-25-D013,2026-06-25,D013,26.4,0
2026-06-25-D014,2026-06-25,D014,16.9,0
2026-06-25-D015,2026-06-25,D015,40.2,0
2026-06-25-D016,2026-06-25,D016,19.7,0
2026-06-25-D017,2026-06-25,D017,45.8,0
2026-06-25-D018,2026-06-25,D018,0,0
2026-06-25-D019,2026-06-25,D019,31.4,0
2026-06-25-D020,2026-06-25,D020,41.2,0
2026-06-25-D021,2026-06-25,D021,38.7,0
2026-06-25-D022,2026-06-25,D022,61.9,0
2026-06-25-D023,2026-06-25,D023,34.2,0
2026-06-25-D024,2026-06-25,D024,70.5,0
2026-06-25-D025,2026-06-25,D025,19.8,0
2026-06-25-D026,2026-06-25,D026,0.5,0
2026-06-25-D027,2026-06-25,D027,35.1,0
2026-06-25-D028,2026-06-25,D028,26.5,0
2026-06-25-D029,2026-06-25,D029,34.4,0
2026-06-25-D030,2026-06-25,D030,52.0,0
2026-06-25-D031,2026-06-25,D031,71.6,0
2026-06-25-D032,2026-06-25,D032,8.7,0
2026-06-25-D033,2026-06-25,D033,54.0,0
2026-06-25-D034,2026-06-25,D034,25.9,0
2026-06-25-D035,2026-06-25,D035,6.9,0
2026-06-25-D036,2026-06-25,D036,64.2,1
2026-06-25-D037,2026-06-25,D037,55.8,0
2026-06-25-D038,2026-06-25,D038,52.5,0
2026-06-25-D039,2026-06-25,D039,37.3,0
2026-06-25-D040,2026-06-25,D040,43.6,0
2026-06-25-D041,2026-06-25,D041,57.3,0
2026-06-25-D042,2026-06-25,D042,34.8,0
2026-06-25-D043,2026-06-25,D043,45.7,0
2026-06-25-D044,2026-06-25,D044,60.1,0
2026-06-25-D045,2026-06-25,D045,36.1,0
2026-06-25-D046,2026-06-25,D046,41.0,0
2026-06-25-D047,2026-06-25,D047,11.6,0
2026-06-25-D048,2026-06-25,D048,44.3,1
2026-06-25-D049,2026-06-25,D049,24.3,0
2026-06-25-D050,2026-06-25,D050,56.9,0
2026-06-25-D051,2026-06-25,D051,18.0,0
2026-06-25-D052,2026-06-25,D052,38.5,1
2026-06-25-D053,2026-06-25,D053,23.6,0
2026-06-25-D054,2026-06-25,D054,0,0
2026-06-25-D055,2026-06-25,D055,46.3,0
2026-06-25-D056,2026-06-25,D056,26.5,0
2026-06-25-D057,2026-06-25,D057,16.1,0
2026-06-25-D058,2026-06-25,D058,75.5,0
2026-06-25-D059,2026-06-25,D059,31.0,0
2026-06-25-D060,2026-06-25,D060,45.5,0
2026-06-25-D061,2026-06-25,D061,40.9,0
2026-06-25-D062,2026-06-25,D062,36.1,1
2026-06-25-D063,2026-06-25,D063,31.2,0
2026-06-25-D064,2026-06-25,D064,23.6,0
2026-06-25-D065,2026-06-25,D065,83.4,1
2026-06-25-D066,2026-06-25,D066,64.0,0
2026-06-25-D067,2026-06-25,D067,55.1,0
2026-06-25-D068,2026-06-25,D068,60.0,0
2026-06-25-D069,2026-06-25,D069,7.6,0
2026-06-25-D070,2026-06-25,D070,48.8,0
2026-06-25-D071,2026-06-25,D071,43.8,0
2026-06-25-D072,2026-06-25,D072,0,0
2026-06-25-D073,2026-06-25,D073,13.8,0
2026-06-25-D074,2026-06-25,D074,74.7,1
2026-06-25-D075,2026-06-25,D075,7.7,0
2026-06-25-D076,2026-06-25,D076,14.5,0
2026-06-25-D077,2026-06-25,D077,87.7,1
2026-06-25-D078,2026-06-25,D078,39.6,0
2026-06-25-D079,2026-06-25,D079,4.9,0
2026-06-25-D080,2026-06-25,D080,16.8,0
2026-06-25-D081,2026-06-25,D081,0,0
2026-06-25-D082,2026-06-25,D082,38.9,0
2026-06-25-D083,2026-06-25,D083,26.0,0
2026-06-25-D084,2026-06-25,D084,61.4,0
2026-06-25-D085,2026-06-25,D085,54.2,0
2026-06-25-D086,2026-06-25,D086,45.2,0
2026-06-25-D087,2026-06-25,D087,14.3,0
2026-06-25-D088,2026-06-25,D088,48.5,0
2026-06-25-D089,2026-06-25,D089,62.6,0
2026-06-25-D090,2026-06-25,D090,23.9,0
2026-06-26-D001,2026-06-26,D001,27.6,0
2026-06-26-D002,2026-06-26,D002,79.7,0
2026-06-26-D003,2026-06-26,D003,12.9,0
2026-06-26-D004,2026-06-26,D004,36.1,0
2026-06-26-D005,2026-06-26,D005,57.4,0
2026-06-26-D006,2026-06-26,D006,10.4,0
2026-06-26-D007,2026-06-26,D007,67.6,1
2026-06-26-D008,2026-06-26,D008,31.4,0
2026-06-26-D009,2026-06-26,D009,22.6,1
2026-06-26-D010,2026-06-26,D010,10.5,0
2026-06-26-D011,2026-06-26,D011,68.5,1
2026-06-26-D012,2026-06-26,D012,21.3,0
2026-06-26-D013,2026-06-26,D013,22.2,0
2026-06-26-D014,2026-06-26,D014,66.2,0
2026-06-26-D015,2026-06-26,D015,12.8,0
2026-06-26-D016,2026-06-26,D016,39.0,0
2026-06-26-D017,2026-06-26,D017,21.1,0
2026-06-26-D018,2026-06-26,D018,71.8,0
2026-06-26-D019,2026-06-26,D019,16.5,0
2026-06-26-D020,2026-06-26,D020,91.0,1
2026-06-26-D021,2026-06-26,D021,10.1,0
2026-06-26-D022,2026-06-26,D022,62.2,0
2026-06-26-D023,2026-06-26,D023,16.6,0
2026-06-26-D024,2026-06-26,D024,61.5,1
2026-06-26-D025,2026-06-26,D025,62.3,0
2026-06-26-D026,2026-06-26,D026,38.2,0
2026-06-26-D027,2026-06-26,D027,38.3,0
2026-06-26-D028,2026-06-26,D028,72.1,0
2026-06-26-D029,2026-06-26,D029,62.2,0
2026-06-26-D030,2026-06-26,D030,59.1,1
2026-06-26-D031,2026-06-26,D031,10.7,0
2026-06-26-D032,2026-06-26,D032,42.6,0
2026-06-26-D033,2026-06-26,D033,56.0,0
2026-06-26-D034,2026-06-26,D034,52.9,0
2026-06-26-D035,2026-06-26,D035,51.8,0
2026-06-26-D036,2026-06-26,D036,12.1,0
2026-06-26-D037,2026-06-26,D037,83.0,0
2026-06-26-D038,2026-06-26,D038,87.3,1
2026-06-26-D039,2026-06-26,D039,17.8,0
2026-06-26-D040,2026-06-26,D040,49.7,0
2026-06-26-D041,2026-06-26,D041,33.8,0
2026-06-26-D042,2026-06-26,D042,22.4,0
2026-06-26-D043,2026-06-26,D043,46.8,0
2026-06-26-D044,2026-06-26,D044,10.5,0
2026-06-26-D045,2026-06-26,D045,21.0,0
2026-06-26-D046,2026-06-26,D046,64.0,0
2026-06-26-D047,2026-06-26,D047,36.1,0
2026-06-26-D048,2026-06-26,D048,17.9,0
2026-06-26-D049,2026-06-26,D049,63.8,0
2026-06-26-D050,2026-06-26,D050,57.7,0
2026-06-26-D051,2026-06-26,D051,3.9,0
2026-06-26-D052,2026-06-26,D052,71.1,0
2026-06-26-D053,2026-06-26,D053,13.1,0
2026-06-26-D054,2026-06-26,D054,31.6,0
2026-06-26-D055,2026-06-26,D055,48.6,0
2026-06-26-D056,2026-06-26,D056,64.3,0
2026-06-26-D057,2026-06-26,D057,57.4,0
2026-06-26-D058,2026-06-26,D058,10.5,0
2026-06-26-D059,2026-06-26,D059,92.7,1
2026-06-26-D060,2026-06-26,D060,38.1,1
2026-06-26-D061,2026-06-26,D061,48.8,0
2026-06-26-D062,2026-06-26,D062,33.8,0
2026-06-26-D063,2026-06-26,D063,22.8,0
2026-06-26-D064,2026-06-26,D064,16.3,0
2026-06-26-D065,2026-06-26,D065,76.6,0
2026-06-26-D066,2026-06-26,D066,6.5,0
2026-06-26-D067,2026-06-26,D067,34.4,0
2026-06-26-D068,2026-06-26,D068,37.5,0
2026-06-26-D069,2026-06-26,D069,34.7,0
2026-06-26-D070,2026-06-26,D070,4.7,0
2026-06-26-D071,2026-06-26,D071,18.4,0
2026-06-26-D072,2026-06-26,D072,46.8,1
2026-06-26-D073,2026-06-26,D073,28.7,0
2026-06-26-D074,2026-06-26,D074,79.2,0
2026-06-26-D075,2026-06-26,D075,60.9,0
2026-06-26-D076,2026-06-26,D076,81.7,0
2026-06-26-D077,2026-06-26,D077,73.5,0
2026-06-26-D078,2026-06-26,D078,51.6,0
2026-06-26-D079,2026-06-26,D079,4.9,0
2026-06-26-D080,2026-06-26,D080,50.3,1
2026-06-26-D081,2026-06-26,D081,6.6,0
2026-06-26-D082,2026-06-26,D082,16.9,0
2026-06-26-D083,2026-06-26,D083,9.4,0
2026-06-26-D084,2026-06-26,D084,65.7,0
2026-06-26-D085,2026-06-26,D085,62.1,0
