person_id,team,assigned_arm,metric,value
E07-02,T07,tool,error_rate,0.09418
E07-02,T07,tool,quality_score,79.34324
E07-02,T07,tool,weekly_output,40
E07-02,T07,tool,fatigue_score,50.20413
E07-02,T07,tool,satisfaction,55.40147
E07-02,T07,tool,training_minutes,35.24727
E07-02,T07,tool,handoff_count,7
E07-02,T07,tool,rework_minutes,11.67744
E07-02,T07,tool,escalations,3
E07-02,T07,tool,confidence_score,53.449
E07-02,T07,tool,workload_score,48.93495
E07-03,T07,tool,handling_minutes,47.15317
E07-03,T07,tool,error_rate,0.0132
E07-03,T07,tool,quality_score,80.71154
E07-03,T07,tool,weekly_output,41
E07-03,T07,tool,fatigue_score,60.10597
E07-03,T07,tool,satisfaction,66.79965
E07-03,T07,tool,training_minutes,28.09107
E07-03,T07,tool,handoff_count,8
E07-03,T07,tool,rework_minutes,20.65057
E07-03,T07,tool,escalations,3
E07-03,T07,tool,confidence_score,53.16879
E07-03,T07,tool,workload_score,58.58834
E07-04,T07,tool,handling_minutes,42.73987
E07-04,T07,tool,error_rate,0.07663
E07-04,T07,tool,quality_score,78.26739
E07-04,T07,tool,weekly_output,27
E07-04,T07,tool,fatigue_score,43.42468
E07-04,T07,tool,satisfaction,55.32173
E07-04,T07,tool,training_minutes,21.37734
E07-04,T07,tool,handoff_count,9
E07-04,T07,tool,rework_minutes,1.02156
E07-04,T07,tool,escalations,5
E07-04,T07,tool,confidence_score,58.29421
E07-04,T07,tool,workload_score,51.29273
E07-05,T07,tool,handling_minutes,29.92979
E07-05,T07,tool,error_rate,0.07239
E07-05,T07,tool,quality_score,90.21703
E07-05,T07,tool,weekly_output,41
E07-05,T07,tool,fatigue_score,45.54879
E07-05,T07,tool,satisfaction,76.61179
E07-05,T07,tool,training_minutes,27.78588
E07-05,T07,tool,handoff_count,5
E07-05,T07,tool,rework_minutes,7.81397
E07-05,T07,tool,escalations,4
E07-05,T07,tool,confidence_score,58.14081
E07-05,T07,tool,workload_score,40.42577
E07-06,T07,tool,handling_minutes,62.97667
E07-06,T07,tool,error_rate,0.08021
E07-06,T07,tool,quality_score,88.42876
E07-06,T07,tool,weekly_output,48
E07-06,T07,tool,fatigue_score,41.81169
E07-06,T07,tool,satisfaction,75.48036
E07-06,T07,tool,training_minutes,35.53526
E07-06,T07,tool,handoff_count,10
E07-06,T07,tool,rework_minutes,8.24252
E07-06,T07,tool,escalations,1
E07-06,T07,tool,confidence_score,69.50556
E07-06,T07,tool,workload_score,55.82564
E07-07,T07,tool,handling_minutes,48.39113
E07-07,T07,tool,error_rate,0.11796
E07-07,T07,tool,quality_score,83.59357
E07-07,T07,tool,weekly_output,29
E07-07,T07,tool,fatigue_score,58.37296
E07-07,T07,tool,satisfaction,45.17936
E07-07,T07,tool,training_minutes,18.55366
E07-07,T07,tool,handoff_count,7
E07-07,T07,tool,rework_minutes,6.32522
E07-07,T07,tool,escalations,2
E07-07,T07,tool,confidence_score,76.22459
E07-07,T07,tool,workload_score,60.18093
E07-08,T07,tool,handling_minutes,61.57981
E07-08,T07,tool,error_rate,0.05414
E07-08,T07,tool,quality_score,78.66727
E07-08,T07,tool,weekly_output,33
E07-08,T07,tool,fatigue_score,66.32728
E07-08,T07,tool,satisfaction,56.37916
E07-08,T07,tool,training_minutes,31.06148
E07-08,T07,tool,handoff_count,7
E07-08,T07,tool,rework_minutes,13.76505
E07-08,T07,tool,escalations,2
E07-08,T07,tool,confidence_score,58.05987
E07-08,T07,tool,workload_score,51.61918
E07-09,T07,tool,handling_minutes,56.18687
E07-09,T07,tool,error_rate,0.04718
E07-09,T07,tool,quality_score,83.97718
E07-09,T07,tool,weekly_output,34
E07-09,T07,tool,fatigue_score,51.72156
E07-09,T07,tool,satisfaction,68.80546
E07-09,T07,tool,training_minutes,17.93205
E07-09,T07,tool,handoff_count,8
E07-09,T07,tool,rework_minutes,7.73298
E07-09,T07,tool,escalations,2
E07-09,T07,tool,confidence_score,50.15488
E07-09,T07,tool,workload_score,51.6965
E07-10,T07,tool,handling_minutes,51.14984
E07-10,T07,tool,error_rate,0.08907
E07-10,T07,tool,quality_score,80.74555
E07-10,T07,tool,weekly_output,34
E07-10,T07,tool,fatigue_score,55.14666
E07-10,T07,tool,satisfaction,63.23833
E07-10,T07,tool,training_minutes,34.04128
E07-10,T07,tool,handoff_count,8
E07-10,T07,tool,rework_minutes,6.10191
E07-10,T07,tool,escalations,2
E07-10,T07,tool,confidence_score,64.99046
E07-10,T07,tool,workload_score,45.31313
E07-11,T07,tool,handling_minutes,57.24509
E07-11,T07,tool,error_rate,0.07725
E07-11,T07,tool,quality_score,64.11724
E07-11,T07,tool,weekly_output,32
E07-11,T07,tool,fatigue_score,43.3144
E07-11,T07,tool,satisfaction,70.71978
E07-11,T07,tool,training_minutes,17.59191
E07-11,T07,tool,handoff_count,8
E07-11,T07,tool,rework_minutes,7.44759
E07-11,T07,tool,escalations,3
E07-11,T07,tool,confidence_score,65.36825
E07-11,T07,tool,workload_score,39.57675
E07-12,T07,tool,handling_minutes,44.61464
E07-12,T07,tool,error_rate,0.09822
E07-12,T07,tool,quality_score,87.62654
E07-12,T07,tool,weekly_output,39
E07-12,T07,tool,fatigue_score,50.02345
E07-12,T07,tool,satisfaction,66.95867
E07-12,T07,tool,training_minutes,33.24531
E07-12,T07,tool,handoff_count,9
E07-12,T07,tool,rework_minutes,12.42104
E07-12,T07,tool,escalations,2
E07-12,T07,tool,confidence_score,79.08055
E07-12,T07,tool,workload_score,62.07734
E07-13,T07,tool,handling_minutes,47.82841
E07-13,T07,tool,error_rate,0.09873
E07-13,T07,tool,quality_score,71.09158
E07-13,T07,tool,weekly_output,27
E07-13,T07,tool,fatigue_score,50.28059
E07-13,T07,tool,satisfaction,81.91808
E07-13,T07,tool,training_minutes,29.79162
E07-13,T07,tool,handoff_count,10
E07-13,T07,tool,rework_minutes,9.52274
E07-13,T07,tool,escalations,2
E07-13,T07,tool,confidence_score,64.31855
E07-13,T07,tool,workload_score,57.22666
E07-14,T07,tool,handling_minutes,61.42532
E07-14,T07,tool,error_rate,0.04636
E07-14,T07,tool,quality_score,69.45822
E07-14,T07,tool,weekly_output,42
E07-14,T07,tool,fatigue_score,50.2815
E07-14,T07,tool,satisfaction,53.68524
E07-14,T07,tool,training_minutes,21.87703
E07-14,T07,tool,handoff_count,8
E07-14,T07,tool,rework_minutes,13.63848
E07-14,T07,tool,escalations,4
E07-14,T07,tool,confidence_score,57.88376
E07-14,T07,tool,workload_score,45.94608
E07-15,T07,tool,handling_minutes,51.52664
E07-15,T07,tool,error_rate,0.08733
E07-15,T07,tool,quality_score,86.029
E07-15,T07,tool,weekly_output,37
E07-15,T07,tool,fatigue_score,43.00159
E07-15,T07,tool,satisfaction,61.26879
E07-15,T07,tool,training_minutes,32.85153
E07-15,T07,tool,handoff_count,9
E07-15,T07,tool,rework_minutes,8.74547
E07-15,T07,tool,escalations,2
E07-15,T07,tool,confidence_score,68.1708
E07-15,T07,tool,workload_score,59.97067
E07-16,T07,tool,handling_minutes,44.69198
E07-16,T07,tool,error_rate,0.10916
E07-16,T07,tool,quality_score,73.19158
E07-16,T07,tool,weekly_output,41
E07-16,T07,tool,fatigue_score,65.72009
E07-16,T07,tool,satisfaction,75.43626
E07-16,T07,tool,training_minutes,11.22006
E07-16,T07,tool,handoff_count,8
E07-16,T07,tool,rework_minutes,5.61856
E07-16,T07,tool,escalations,4
E07-16,T07,tool,confidence_score,76.23339
E07-16,T07,tool,workload_score,49.2301
E07-17,T07,tool,handling_minutes,49.09687
E07-17,T07,tool,error_rate,0.08264
E07-17,T07,tool,quality_score,79.04083
E07-17,T07,tool,weekly_output,41
E07-17,T07,tool,fatigue_score,57.94544
E07-17,T07,tool,satisfaction,76.01106
E07-17,T07,tool,training_minutes,14.70512
E07-17,T07,tool,handoff_count,6
E07-17,T07,tool,rework_minutes,8.93499
E07-17,T07,tool,escalations,2
E07-17,T07,tool,confidence_score,51.13979
E07-17,T07,tool,workload_score,29.87142
E07-18,T07,tool,handling_minutes,59.48946
E07-18,T07,tool,error_rate,0.13001
E07-18,T07,tool,quality_score,72.29309
E07-18,T07,tool,weekly_output,44
E07-18,T07,tool,fatigue_score,48.09599
E07-18,T07,tool,satisfaction,73.87101
E07-18,T07,tool,training_minutes,28.93825
E07-18,T07,tool,handoff_count,11
E07-18,T07,tool,rework_minutes,6.3011
E07-18,T07,tool,escalations,4
E07-18,T07,tool,confidence_score,61.76783
E07-18,T07,tool,workload_score,59.16744
E07-19,T07,tool,handling_minutes,51.85407
E07-19,T07,tool,error_rate,0.01742
E07-19,T07,tool,quality_score,79.6674
E07-19,T07,tool,weekly_output,39
E07-19,T07,tool,fatigue_score,42.28936
E07-19,T07,tool,satisfaction,76.273
E07-19,T07,tool,training_minutes,22.97906
E07-19,T07,tool,handoff_count,7
E07-19,T07,tool,rework_minutes,4.40895
E07-19,T07,tool,escalations,2
E07-19,T07,tool,confidence_score,64.37525
E07-19,T07,tool,workload_score,52.6345
E07-20,T07,tool,handling_minutes,34.16909
E07-20,T07,tool,error_rate,0.01847
E07-20,T07,tool,quality_score,79.98914
E07-20,T07,tool,weekly_output,31
E07-20,T07,tool,fatigue_score,48.23081
E07-20,T07,tool,satisfaction,72.72021
E07-20,T07,tool,training_minutes,26.84383
E07-20,T07,tool,handoff_count,8
E07-20,T07,tool,rework_minutes,4.61561
E07-20,T07,tool,escalations,1
E07-20,T07,tool,confidence_score,69.03445
E07-20,T07,tool,workload_score,48.89308
E08-01,T08,tool,handling_minutes,72.34951
E08-01,T08,tool,error_rate,0.0739
E08-01,T08,tool,quality_score,71.05073
E08-01,T08,tool,weekly_output,33
E08-01,T08,tool,fatigue_score,39.82464
E08-01,T08,tool,satisfaction,65.30348
E08-01,T08,tool,training_minutes,22.16846
E08-01,T08,tool,handoff_count,5
E08-01,T08,tool,rework_minutes,11.46397
E08-01,T08,tool,escalations,2
E08-01,T08,tool,confidence_score,74.47631
E08-01,T08,tool,workload_score,43.19858
E08-02,T08,tool,handling_minutes,59.89407
E08-02,T08,tool,error_rate,0.08158
E08-02,T08,tool,quality_score,81.06409
E08-02,T08,tool,weekly_output,26
E08-02,T08,tool,fatigue_score,56.71343
E08-02,T08,tool,satisfaction,78.82217
E08-02,T08,tool,training_minutes,24.30909
E08-02,T08,tool,handoff_count,5
E08-02,T08,tool,rework_minutes,7.01851
E08-02,T08,tool,escalations,1
E08-02,T08,tool,confidence_score,65.98989
E08-02,T08,tool,workload_score,41.0255
E08-03,T08,tool,handling_minutes,51.14708
E08-03,T08,tool,error_rate,0.03815
E08-03,T08,tool,quality_score,72.63318
E08-03,T08,tool,weekly_output,21
E08-03,T08,tool,fatigue_score,50.54195
E08-03,T08,tool,satisfaction,73.38673
E08-03,T08,tool,training_minutes,14.40596
E08-03,T08,tool,handoff_count,5
E08-03,T08,tool,rework_minutes,6.64617
E08-03,T08,tool,escalations,2
E08-03,T08,tool,confidence_score,64.50736
E08-03,T08,tool,workload_score,52.34572
E08-04,T08,tool,handling_minutes,66.20595
E08-04,T08,tool,error_rate,0.10545
E08-04,T08,tool,quality_score,62.43531
E08-04,T08,tool,weekly_output,22
E08-04,T08,tool,fatigue_score,44.43689
E08-04,T08,tool,satisfaction,55.33105
E08-04,T08,tool,training_minutes,17.19376
E08-04,T08,tool,handoff_count,7
E08-04,T08,tool,rework_minutes,2.59877
E08-04,T08,tool,escalations,0
E08-04,T08,tool,confidence_score,43.80583
E08-04,T08,tool,workload_score,50.61766
E08-05,T08,tool,handling_minutes,66.53594
E08-05,T08,tool,error_rate,0.09079
E08-05,T08,tool,quality_score,70.00141
E08-05,T08,tool,weekly_output,38
E08-05,T08,tool,fatigue_score,35.62396
E08-05,T08,tool,satisfaction,68.81302
E08-05,T08,tool,training_minutes,26.55897
E08-05,T08,tool,handoff_count,8
E08-05,T08,tool,rework_minutes,8.96799
E08-05,T08,tool,escalations,1
E08-05,T08,tool,confidence_score,62.43939
E08-05,T08,tool,workload_score,48.20884
E08-06,T08,tool,handling_minutes,61.1984
E08-06,T08,tool,error_rate,0.09861
E08-06,T08,tool,quality_score,67.84725
E08-06,T08,tool,weekly_output,32
E08-06,T08,tool,fatigue_score,37.1527
E08-06,T08,tool,satisfaction,58.9224
E08-06,T08,tool,training_minutes,24.28932
E08-06,T08,tool,handoff_count,6
E08-06,T08,tool,rework_minutes,12.00705
E08-06,T08,tool,escalations,0
E08-06,T08,tool,confidence_score,76.95227
E08-06,T08,tool,workload_score,45.32567
E08-07,T08,tool,handling_minutes,60.76901
E08-07,T08,tool,error_rate,0.07748
E08-07,T08,tool,quality_score,72.30217
E08-07,T08,tool,weekly_output,46
E08-07,T08,tool,fatigue_score,60.76051
E08-07,T08,tool,satisfaction,51.94006
E08-07,T08,tool,training_minutes,18.05433
E08-07,T08,tool,handoff_count,8
E08-07,T08,tool,rework_minutes,7.19835
E08-07,T08,tool,escalations,2
E08-07,T08,tool,confidence_score,48.0696
E08-07,T08,tool,workload_score,49.99824
E08-08,T08,tool,handling_minutes,58.96215
E08-08,T08,tool,error_rate,0.07338
E08-08,T08,tool,quality_score,73.88934
E08-08,T08,tool,weekly_output,44
E08-08,T08,tool,fatigue_score,47.28733
E08-08,T08,tool,satisfaction,68.64601
E08-08,T08,tool,training_minutes,18.03362
E08-08,T08,tool,handoff_count,7
E08-08,T08,tool,rework_minutes,12.15116
E08-08,T08,tool,escalations,1
E08-08,T08,tool,confidence_score,62.71465
E08-08,T08,tool,workload_score,41.17236
E08-09,T08,tool,handling_minutes,63.84987
E08-09,T08,tool,error_rate,0.12892
E08-09,T08,tool,quality_score,81.46646
E08-09,T08,tool,weekly_output,24
E08-09,T08,tool,fatigue_score,48.27257
E08-09,T08,tool,satisfaction,70.03188
E08-09,T08,tool,training_minutes,22.39707
E08-09,T08,tool,handoff_count,8
E08-09,T08,tool,rework_minutes,12.78735
E08-09,T08,tool,escalations,0
E08-09,T08,tool,confidence_score,57.51509
E08-09,T08,tool,workload_score,32.4263
E08-10,T08,tool,handling_minutes,70.68956
E08-10,T08,tool,error_rate,0.0598
E08-10,T08,tool,quality_score,67.88015
E08-10,T08,tool,weekly_output,26
E08-10,T08,tool,fatigue_score,44.20014
E08-10,T08,tool,satisfaction,72.59037
E08-10,T08,tool,training_minutes,12.86451
E08-10,T08,tool,handoff_count,6
E08-10,T08,tool,rework_minutes,12.50338
E08-10,T08,tool,escalations,2
E08-10,T08,tool,confidence_score,67.67061
E08-10,T08,tool,workload_score,54.91346
E08-11,T08,tool,handling_minutes,60.49619
E08-11,T08,tool,error_rate,0.08524
E08-11,T08,tool,quality_score,79.72976
E08-11,T08,tool,weekly_output,34
E08-11,T08,tool,fatigue_score,46.08236
E08-11,T08,tool,satisfaction,79.00708
E08-11,T08,tool,training_minutes,28.26794
E08-11,T08,tool,handoff_count,3
E08-11,T08,tool,rework_minutes,15.41029
E08-11,T08,tool,escalations,2
E08-11,T08,tool,confidence_score,58.8807
E08-11,T08,tool,workload_score,48.11122
E08-12,T08,tool,handling_minutes,49.06432
E08-12,T08,tool,error_rate,0.08921
E08-12,T08,tool,quality_score,82.4648
E08-12,T08,tool,weekly_output,44
E08-12,T08,tool,fatigue_score,36.22431
E08-12,T08,tool,satisfaction,55.89205
E08-12,T08,tool,training_minutes,34.22487
E08-12,T08,tool,handoff_count,6
E08-12,T08,tool,rework_minutes,4.95956
E08-12,T08,tool,escalations,2
E08-12,T08,tool,confidence_score,68.2772
E08-12,T08,tool,workload_score,46.89926
E08-13,T08,tool,handling_minutes,45.92072
E08-13,T08,tool,error_rate,0.07727
E08-13,T08,tool,quality_score,83.86022
E08-13,T08,tool,weekly_output,31
E08-13,T08,tool,fatigue_score,57.95236
E08-13,T08,tool,satisfaction,62.63461
E08-13,T08,tool,training_minutes,25.00595
E08-13,T08,tool,handoff_count,6
E08-13,T08,tool,rework_minutes,5.82351
E08-13,T08,tool,escalations,0
E08-13,T08,tool,confidence_score,59.91507
E08-13,T08,tool,workload_score,71.20965
E08-14,T08,tool,handling_minutes,76.26391
E08-14,T08,tool,error_rate,0.03724
E08-14,T08,tool,quality_score,66.1701
E08-14,T08,tool,weekly_output,37
E08-14,T08,tool,fatigue_score,59.95137
E08-14,T08,tool,satisfaction,79.63217
E08-14,T08,tool,training_minutes,32.49224
E08-14,T08,tool,handoff_count,3
E08-14,T08,tool,rework_minutes,2.95606
E08-14,T08,tool,escalations,1
E08-14,T08,tool,confidence_score,60.69895
E08-14,T08,tool,workload_score,46.51149
E08-15,T08,tool,handling_minutes,61.48931
E08-15,T08,tool,error_rate,0.09818
E08-15,T08,tool,quality_score,70.11698
E08-15,T08,tool,weekly_output,37
E08-15,T08,tool,fatigue_score,43.03786
E08-15,T08,tool,satisfaction,77.41243
E08-15,T08,tool,training_minutes,24.94739
E08-15,T08,tool,handoff_count,8
E08-15,T08,tool,rework_minutes,8.76072
E08-15,T08,tool,escalations,2
E08-15,T08,tool,confidence_score,57.90038
E08-15,T08,tool,workload_score,49.46645
E08-16,T08,tool,handling_minutes,68.37508
E08-16,T08,tool,error_rate,0.06095
E08-16,T08,tool,quality_score,84.0881
E08-16,T08,tool,weekly_output,30
E08-16,T08,tool,fatigue_score,50.38754
E08-16,T08,tool,satisfaction,92.60674
E08-16,T08,tool,training_minutes,18.92344
E08-16,T08,tool,handoff_count,7
E08-16,T08,tool,rework_minutes,13.67921
E08-16,T08,tool,escalations,0
E08-16,T08,tool,confidence_score,50.18802
E08-16,T08,tool,workload_score,59.7122
E08-17,T08,tool,handling_minutes,66.96671
E08-17,T08,tool,error_rate,0.06455
E08-17,T08,tool,quality_score,73.90888
E08-17,T08,tool,weekly_output,39
E08-17,T08,tool,fatigue_score,59.48003
E08-17,T08,tool,satisfaction,67.60917
E08-17,T08,tool,training_minutes,17.06544
E08-17,T08,tool,handoff_count,9
E08-17,T08,tool,rework_minutes,10.98066
E08-17,T08,tool,escalations,1
E08-17,T08,tool,confidence_score,66.88095
E08-17,T08,tool,workload_score,61.52506
E08-18,T08,tool,handling_minutes,55.339
E08-18,T08,tool,error_rate,0.07431
E08-18,T08,tool,quality_score,80.60914
E08-18,T08,tool,weekly_output,28
E08-18,T08,tool,fatigue_score,53.97283
E08-18,T08,tool,satisfaction,69.28601
E08-18,T08,tool,training_minutes,27.96378
E08-18,T08,tool,handoff_count,4
E08-18,T08,tool,rework_minutes,6.26813
E08-18,T08,tool,escalations,1
E08-18,T08,tool,confidence_score,63.91403
E08-18,T08,tool,workload_score,29.5611
E08-19,T08,tool,handling_minutes,64.81819
E08-19,T08,tool,error_rate,0.03235
E08-19,T08,tool,quality_score,70.99092
E08-19,T08,tool,weekly_output,37
E08-19,T08,tool,fatigue_score,57.91264
E08-19,T08,tool,satisfaction,59.15598
E08-19,T08,tool,training_minutes,32.15378
E08-19,T08,tool,handoff_count,6
E08-19,T08,tool,rework_minutes,9.89224
E08-19,T08,tool,escalations,2
E08-19,T08,tool,confidence_score,42.69795
E08-19,T08,tool,workload_score,52.76416
E08-20,T08,tool,handling_minutes,64.00418
E08-20,T08,tool,error_rate,0.07196
E08-20,T08,tool,quality_score,73.71168
E08-20,T08,tool,weekly_output,39
E08-20,T08,tool,fatigue_score,49.60556
E08-20,T08,tool,satisfaction,61.91638
E08-20,T08,tool,training_minutes,26.58434
E08-20,T08,tool,handoff_count,7
E08-20,T08,tool,rework_minutes,8.62746
E08-20,T08,tool,escalations,2
E08-20,T08,tool,confidence_score,56.70951
E08-20,T08,tool,workload_score,54.85142
E09-01,T09,usual,handling_minutes,55.04592
E09-01,T09,usual,error_rate,0.11584
E09-01,T09,usual,quality_score,73.09175
E09-01,T09,usual,weekly_output,39
E09-01,T09,usual,fatigue_score,45.74554
E09-01,T09,usual,satisfaction,68.39921
E09-01,T09,usual,training_minutes,20.66543
E09-01,T09,usual,handoff_count,3
E09-01,T09,usual,rework_minutes,13.37137
E09-01,T09,usual,escalations,4
E09-01,T09,usual,confidence_score,64.08149
E09-01,T09,usual,workload_score,50.24641
E09-02,T09,usual,handling_minutes,53.41546
E09-02,T09,usual,error_rate,0.0722
E09-02,T09,usual,quality_score,67.4099
E09-02,T09,usual,weekly_output,22
E09-02,T09,usual,fatigue_score,60.46911
E09-02,T09,usual,satisfaction,59.44808
E09-02,T09,usual,training_minutes,20.59219
E09-02,T09,usual,handoff_count,6
E09-02,T09,usual,rework_minutes,11.32832
E09-02,T09,usual,escalations,5
E09-02,T09,usual,confidence_score,59.75284
E09-02,T09,usual,workload_score,67.78378
E09-03,T09,usual,handling_minutes,59.88498
E09-03,T09,usual,error_rate,0.07821
E09-03,T09,usual,quality_score,69.9805
E09-03,T09,usual,weekly_output,38
E09-03,T09,usual,fatigue_score,56.50229
E09-03,T09,usual,satisfaction,59.58406
E09-03,T09,usual,training_minutes,25.70551
E09-03,T09,usual,handoff_count,6
E09-03,T09,usual,rework_minutes,11.76644
E09-03,T09,usual,escalations,4
E09-03,T09,usual,confidence_score,50.15983
E09-03,T09,usual,workload_score,41.31167
E09-04,T09,usual,handling_minutes,51.02753
E09-04,T09,usual,error_rate,0.06468
E09-04,T09,usual,quality_score,71.49652
E09-04,T09,usual,weekly_output,32
E09-04,T09,usual,fatigue_score,57.26053
E09-04,T09,usual,satisfaction,68.44211
E09-04,T09,usual,training_minutes,13.26484
E09-04,T09,usual,handoff_count,6
E09-04,T09,usual,rework_minutes,11.32563
E09-04,T09,usual,escalations,6
E09-04,T09,usual,confidence_score,58.52354
E09-04,T09,usual,workload_score,51.2042
E09-05,T09,usual,handling_minutes,58.83892
E09-05,T09,usual,error_rate,0.04888
E09-05,T09,usual,quality_score,79.37578
E09-05,T09,usual,weekly_output,37
E09-05,T09,usual,fatigue_score,55.62567
E09-05,T09,usual,satisfaction,46.94088
E09-05,T09,usual,training_minutes,22.70563
E09-05,T09,usual,handoff_count,6
E09-05,T09,usual,rework_minutes,13.44424
E09-05,T09,usual,escalations,5
E09-05,T09,usual,confidence_score,44.56017
E09-05,T09,usual,workload_score,54.06026
E09-06,T09,usual,handling_minutes,54.57465
E09-06,T09,usual,error_rate,0.09862
E09-06,T09,usual,quality_score,70.88093
E09-06,T09,usual,weekly_output,30
E09-06,T09,usual,fatigue_score,49.26168
E09-06,T09,usual,satisfaction,69.27295
E09-06,T09,usual,training_minutes,23.66729
E09-06,T09,usual,handoff_count,5
E09-06,T09,usual,rework_minutes,19.16177
E09-06,T09,usual,escalations,5
E09-06,T09,usual,confidence_score,62.39546
E09-06,T09,usual,workload_score,39.92222
E09-07,T09,usual,handling_minutes,54.54945
E09-07,T09,usual,error_rate,0.07414
E09-07,T09,usual,quality_score,76.54091
E09-07,T09,usual,weekly_output,40
E09-07,T09,usual,fatigue_score,41.97425
E09-07,T09,usual,satisfaction,65.46073
E09-07,T09,usual,training_minutes,37.47311
E09-07,T09,usual,handoff_count,3
E09-07,T09,usual,rework_minutes,7.07204
E09-07,T09,usual,escalations,5
E09-07,T09,usual,confidence_score,53.54079
E09-07,T09,usual,workload_score,46.76057
E09-08,T09,usual,handling_minutes,42.84922
E09-08,T09,usual,error_rate,0.06823
E09-08,T09,usual,quality_score,69.75427
E09-08,T09,usual,weekly_output,22
E09-08,T09,usual,fatigue_score,68.6792
E09-08,T09,usual,satisfaction,56.16152
E09-08,T09,usual,training_minutes,24.24769
E09-08,T09,usual,handoff_count,5
E09-08,T09,usual,rework_minutes,13.08169
E09-08,T09,usual,escalations,4
E09-08,T09,usual,confidence_score,58.80899
E09-08,T09,usual,workload_score,51.65304
E09-09,T09,usual,handling_minutes,61.59059
E09-09,T09,usual,error_rate,0.09288
E09-09,T09,usual,quality_score,80.46598
E09-09,T09,usual,weekly_output,25
E09-09,T09,usual,fatigue_score,46.01948
E09-09,T09,usual,satisfaction,66.27109
E09-09,T09,usual,training_minutes,10.85871
E09-09,T09,usual,handoff_count,3
E09-09,T09,usual,rework_minutes,10.99481
E09-09,T09,usual,escalations,5
E09-09,T09,usual,confidence_score,66.07301
E09-09,T09,usual,workload_score,36.37393
E09-10,T09,usual,handling_minutes,56.89411
E09-10,T09,usual,error_rate,0.06585
E09-10,T09,usual,quality_score,67.02083
E09-10,T09,usual,weekly_output,34
E09-10,T09,usual,fatigue_score,63.74634
E09-10,T09,usual,satisfaction,72.48565
E09-10,T09,usual,training_minutes,22.33903
E09-10,T09,usual,handoff_count,7
E09-10,T09,usual,rework_minutes,13.78794
E09-10,T09,usual,escalations,5
E09-10,T09,usual,confidence_score,61.02997
E09-10,T09,usual,workload_score,42.8858
E09-11,T09,usual,handling_minutes,47.87046
E09-11,T09,usual,error_rate,0.10703
E09-11,T09,usual,quality_score,86.16963
E09-11,T09,usual,weekly_output,25
E09-11,T09,usual,fatigue_score,51.42822
E09-11,T09,usual,satisfaction,74.72016
E09-11,T09,usual,training_minutes,16.41748
E09-11,T09,usual,handoff_count,2
E09-11,T09,usual,rework_minutes,6.60994
E09-11,T09,usual,escalations,5
E09-11,T09,usual,confidence_score,49.25153
E09-11,T09,usual,workload_score,49.45942
E09-12,T09,usual,handling_minutes,61.37983
E09-12,T09,usual,error_rate,0.06507
E09-12,T09,usual,quality_score,84.15136
E09-12,T09,usual,weekly_output,23
E09-12,T09,usual,fatigue_score,57.41149
E09-12,T09,usual,satisfaction,61.94328
E09-12,T09,usual,training_minutes,18.30729
E09-12,T09,usual,handoff_count,2
E09-12,T09,usual,rework_minutes,10.09617
E09-12,T09,usual,escalations,5
E09-12,T09,usual,confidence_score,63.86023
E09-12,T09,usual,workload_score,61.54211
E09-13,T09,usual,handling_minutes,42.98792
E09-13,T09,usual,error_rate,0.07641
E09-13,T09,usual,quality_score,77.74618
E09-13,T09,usual,weekly_output,22
E09-13,T09,usual,fatigue_score,53.68855
E09-13,T09,usual,satisfaction,80.37512
E09-13,T09,usual,training_minutes,12.47097
E09-13,T09,usual,handoff_count,7
E09-13,T09,usual,rework_minutes,12.94158
E09-13,T09,usual,escalations,6
E09-13,T09,usual,confidence_score,72.37031
E09-13,T09,usual,workload_score,63.23622
E09-14,T09,usual,handling_minutes,69.23499
E09-14,T09,usual,error_rate,0.11107
E09-14,T09,usual,quality_score,68.12468
E09-14,T09,usual,weekly_output,30
E09-14,T09,usual,fatigue_score,52.42774
E09-14,T09,usual,satisfaction,65.08396
E09-14,T09,usual,training_minutes,26.03129
E09-14,T09,usual,handoff_count,5
E09-14,T09,usual,rework_minutes,6.17787
E09-14,T09,usual,escalations,6
E09-14,T09,usual,confidence_score,71.44523
E09-14,T09,usual,workload_score,39.88063
E09-15,T09,usual,handling_minutes,64.30567
E09-15,T09,usual,error_rate,0.05832
E09-15,T09,usual,quality_score,77.14893
E09-15,T09,usual,weekly_output,31
E09-15,T09,usual,fatigue_score,50.16751
E09-15,T09,usual,satisfaction,55.11416
E09-15,T09,usual,training_minutes,20.03078
E09-15,T09,usual,handoff_count,5
E09-15,T09,usual,rework_minutes,12.11947
E09-15,T09,usual,escalations,5
E09-15,T09,usual,confidence_score,65.73181
E09-15,T09,usual,workload_score,61.25293
E09-16,T09,usual,handling_minutes,62.71566
E09-16,T09,usual,error_rate,0.09211
E09-16,T09,usual,quality_score,70.24628
E09-16,T09,usual,weekly_output,46
E09-16,T09,usual,fatigue_score,55.98181
E09-16,T09,usual,satisfaction,62.82981
E09-16,T09,usual,training_minutes,32.353
E09-16,T09,usual,handoff_count,5
E09-16,T09,usual,rework_minutes,9.36657
E09-16,T09,usual,escalations,6
E09-16,T09,usual,confidence_score,51.8742
E09-16,T09,usual,workload_score,51.58929
E09-17,T09,usual,handling_minutes,54.21162
E09-17,T09,usual,error_rate,0.0755
E09-17,T09,usual,quality_score,70.21252
E09-17,T09,usual,weekly_output,42
