unit_id,scenario,cost
symmetric-3023,symmetric,46.6213
symmetric-3024,symmetric,39.1765
symmetric-3025,symmetric,41.7185
symmetric-3026,symmetric,23.4683
symmetric-3027,symmetric,37.9745
symmetric-3028,symmetric,51.2514
symmetric-3029,symmetric,46.7801
symmetric-3030,symmetric,38.2519
symmetric-3031,symmetric,28.7731
symmetric-3032,symmetric,36.8325
symmetric-3033,symmetric,45.7466
symmetric-3034,symmetric,51.9487
symmetric-3035,symmetric,44.3784
symmetric-3036,symmetric,62.9346
symmetric-3037,symmetric,40.0482
symmetric-3038,symmetric,60.5375
symmetric-3039,symmetric,48.1596
symmetric-3040,symmetric,34.1532
symmetric-3041,symmetric,38.2385
symmetric-3042,symmetric,38.6149
symmetric-3043,symmetric,35.193
symmetric-3044,symmetric,35.7835
symmetric-3045,symmetric,39.1609
symmetric-3046,symmetric,37.6745
symmetric-3047,symmetric,42.3632
symmetric-3048,symmetric,34.3421
symmetric-3049,symmetric,49.3527
symmetric-3050,symmetric,48.6519
symmetric-3051,symmetric,43.1682
symmetric-3052,symmetric,66.4548
symmetric-3053,symmetric,46.2266
symmetric-3054,symmetric,32.5944
symmetric-3055,symmetric,39.0556
symmetric-3056,symmetric,48.7648
symmetric-3057,symmetric,35.0268
symmetric-3058,symmetric,21.8888
symmetric-3059,symmetric,53.6818
symmetric-3060,symmetric,34.1715
symmetric-3061,symmetric,39.9024
symmetric-3062,symmetric,43.2645
symmetric-3063,symmetric,60.167
symmetric-3064,symmetric,33.1478
symmetric-3065,symmetric,35.5985
symmetric-3066,symmetric,37.1024
symmetric-3067,symmetric,51.3809
symmetric-3068,symmetric,42.8283
symmetric-3069,symmetric,38.0882
symmetric-3070,symmetric,48.5587
symmetric-3071,symmetric,40.3784
symmetric-3072,symmetric,45.6783
symmetric-3073,symmetric,35.3724
symmetric-3074,symmetric,34.8217
symmetric-3075,symmetric,63.3772
symmetric-3076,symmetric,45.5501
symmetric-3077,symmetric,38.2903
symmetric-3078,symmetric,34.9927
symmetric-3079,symmetric,27.821
symmetric-3080,symmetric,46.8088
symmetric-3081,symmetric,48.5833
symmetric-3082,symmetric,31.5764
symmetric-3083,symmetric,27.7587
symmetric-3084,symmetric,35.4004
symmetric-3085,symmetric,37.9962
symmetric-3086,symmetric,41.2242
symmetric-3087,symmetric,26.8004
symmetric-3088,symmetric,26.1283
symmetric-3089,symmetric,39.3141
symmetric-3090,symmetric,37.7618
symmetric-3091,symmetric,28.6973
symmetric-3092,symmetric,49.5749
symmetric-3093,symmetric,36.4848
symmetric-3094,symmetric,23.21
symmetric-3095,symmetric,44.0905
symmetric-3096,symmetric,57.7086
symmetric-3097,symmetric,30.2987
symmetric-3098,symmetric,29.8464
symmetric-3099,symmetric,40.686
symmetric-3100,symmetric,51.3594
symmetric-3101,symmetric,55.0107
symmetric-3102,symmetric,54.5939
symmetric-3103,symmetric,27.8645
symmetric-3104,symmetric,39.0308
symmetric-3105,symmetric,49.8842
symmetric-3106,symmetric,35.6111
symmetric-3107,symmetric,38.125
symmetric-3108,symmetric,53.7892
symmetric-3109,symmetric,44.1562
symmetric-3110,symmetric,44.5928
symmetric-3111,symmetric,40.8314
symmetric-3112,symmetric,33.5931
symmetric-3113,symmetric,50.2107
symmetric-3114,symmetric,29.6625
symmetric-3115,symmetric,46.4586
symmetric-3116,symmetric,40.9311
symmetric-3117,symmetric,30.7899
symmetric-3118,symmetric,39.5375
symmetric-3119,symmetric,31.4292
symmetric-3120,symmetric,59.0383
symmetric-3121,symmetric,49.0944
symmetric-3122,symmetric,30.39
symmetric-3123,symmetric,35.8362
symmetric-3124,symmetric,19.5904
symmetric-3125,symmetric,46.6404
symmetric-3126,symmetric,33.7675
symmetric-3127,symmetric,41.5571
symmetric-3128,symmetric,31.544
symmetric-3129,symmetric,46.1457
symmetric-3130,symmetric,45.4049
symmetric-3131,symmetric,42.4991
symmetric-3132,symmetric,46.6282
symmetric-3133,symmetric,57.4822
symmetric-3134,symmetric,14.962
symmetric-3135,symmetric,45.3408
symmetric-3136,symmetric,49.5818
symmetric-3137,symmetric,31.1499
symmetric-3138,symmetric,42.38
symmetric-3139,symmetric,37.8141
symmetric-3140,symmetric,51.6096
symmetric-3141,symmetric,42.0653
symmetric-3142,symmetric,24.596
symmetric-3143,symmetric,58.0523
symmetric-3144,symmetric,46.2288
symmetric-3145,symmetric,40.1877
symmetric-3146,symmetric,40.833
symmetric-3147,symmetric,38.366
symmetric-3148,symmetric,47.0228
symmetric-3149,symmetric,48.6874
symmetric-3150,symmetric,35.019
symmetric-3151,symmetric,35.4264
symmetric-3152,symmetric,22.1755
symmetric-3153,symmetric,47.2587
symmetric-3154,symmetric,45.1116
symmetric-3155,symmetric,20.204
symmetric-3156,symmetric,57.4634
symmetric-3157,symmetric,57.1587
symmetric-3158,symmetric,33.2811
symmetric-3159,symmetric,33.0708
symmetric-3160,symmetric,43.9558
symmetric-3161,symmetric,44.7275
symmetric-3162,symmetric,34.5166
symmetric-3163,symmetric,56.2293
symmetric-3164,symmetric,34.6618
symmetric-3165,symmetric,31.6506
symmetric-3166,symmetric,34.6836
symmetric-3167,symmetric,33.1917
symmetric-3168,symmetric,29.6403
symmetric-3169,symmetric,31.9881
symmetric-3170,symmetric,48.1839
symmetric-3171,symmetric,36.9611
symmetric-3172,symmetric,30.6354
symmetric-3173,symmetric,40.6888
symmetric-3174,symmetric,35.6079
symmetric-3175,symmetric,40.1821
symmetric-3176,symmetric,40.5646
symmetric-3177,symmetric,19.6473
symmetric-3178,symmetric,35.8557
symmetric-3179,symmetric,20.4383
symmetric-3180,symmetric,44.818
symmetric-3181,symmetric,29.8233
symmetric-3182,symmetric,43.6421
symmetric-3183,symmetric,33.8871
symmetric-3184,symmetric,56.3144
symmetric-3185,symmetric,42.4003
symmetric-3186,symmetric,45.9793
symmetric-3187,symmetric,44.1734
symmetric-3188,symmetric,27.4297
symmetric-3189,symmetric,46.162
symmetric-3190,symmetric,53.8642
symmetric-3191,symmetric,46.8344
symmetric-3192,symmetric,41.6709
symmetric-3193,symmetric,34.5011
symmetric-3194,symmetric,39.2851
symmetric-3195,symmetric,35.134
symmetric-3196,symmetric,54.0555
symmetric-3197,symmetric,35.3938
symmetric-3198,symmetric,45.1488
symmetric-3199,symmetric,24.2408
symmetric-3200,symmetric,37.205
symmetric-3201,symmetric,39.3946
symmetric-3202,symmetric,43.243
symmetric-3203,symmetric,43.0537
symmetric-3204,symmetric,39.2784
symmetric-3205,symmetric,37.1025
symmetric-3206,symmetric,47.2419
symmetric-3207,symmetric,17.4215
symmetric-3208,symmetric,32.5535
symmetric-3209,symmetric,56.5643
symmetric-3210,symmetric,40.7573
symmetric-3211,symmetric,48.7441
symmetric-3212,symmetric,27.8447
symmetric-3213,symmetric,41.2759
symmetric-3214,symmetric,29.6138
symmetric-3215,symmetric,34.0909
symmetric-3216,symmetric,51.1377
symmetric-3217,symmetric,54.853
symmetric-3218,symmetric,33.365
symmetric-3219,symmetric,37.8073
symmetric-3220,symmetric,33.9871
symmetric-3221,symmetric,39.1139
symmetric-3222,symmetric,57.9099
symmetric-3223,symmetric,46.3423
symmetric-3224,symmetric,41.9544
symmetric-3225,symmetric,52.5045
symmetric-3226,symmetric,46.9802
symmetric-3227,symmetric,37.0658
symmetric-3228,symmetric,57.9898
symmetric-3229,symmetric,32.7882
symmetric-3230,symmetric,43.3508
symmetric-3231,symmetric,46.0733
symmetric-3232,symmetric,44.0289
symmetric-3233,symmetric,43.8865
symmetric-3234,symmetric,28.1321
symmetric-3235,symmetric,25.1561
symmetric-3236,symmetric,54.5694
symmetric-3237,symmetric,49.5514
symmetric-3238,symmetric,47.9604
symmetric-3239,symmetric,30.6996
symmetric-3240,symmetric,58.5953
symmetric-3241,symmetric,47.8498
symmetric-3242,symmetric,56.6932
symmetric-3243,symmetric,36.8007
symmetric-3244,symmetric,33.094
symmetric-3245,symmetric,54.9265
symmetric-3246,symmetric,41.9739
symmetric-3247,symmetric,42.4913
symmetric-3248,symmetric,30.2697
symmetric-3249,symmetric,40.4404
symmetric-3250,symmetric,39.0753
symmetric-3251,symmetric,51.9293
symmetric-3252,symmetric,28.6739
symmetric-3253,symmetric,41.1185
symmetric-3254,symmetric,33.624
symmetric-3255,symmetric,40.7531
symmetric-3256,symmetric,49.9224
symmetric-3257,symmetric,49.816
symmetric-3258,symmetric,46.4474
symmetric-3259,symmetric,15.8685
symmetric-3260,symmetric,53.3321
symmetric-3261,symmetric,30.6422
symmetric-3262,symmetric,39.0397
symmetric-3263,symmetric,21.4573
symmetric-3264,symmetric,28.5677
symmetric-3265,symmetric,24.036
symmetric-3266,symmetric,50.7039
symmetric-3267,symmetric,52.6619
symmetric-3268,symmetric,57.8225
symmetric-3269,symmetric,34.5415
symmetric-3270,symmetric,50.1405
symmetric-3271,symmetric,27.6735
symmetric-3272,symmetric,35.9023
symmetric-3273,symmetric,35.1535
symmetric-3274,symmetric,39.5138
symmetric-3275,symmetric,51.1286
symmetric-3276,symmetric,45.4742
symmetric-3277,symmetric,54.6864
symmetric-3278,symmetric,24.9766
symmetric-3279,symmetric,39.2073
symmetric-3280,symmetric,22.2263
symmetric-3281,symmetric,62.3328
symmetric-3282,symmetric,40.008
symmetric-3283,symmetric,42.6279
symmetric-3284,symmetric,42.3399
symmetric-3285,symmetric,45.3202
symmetric-3286,symmetric,39.6263
symmetric-3287,symmetric,29.2064
symmetric-3288,symmetric,52.1447
symmetric-3289,symmetric,50.1059
symmetric-3290,symmetric,34.1407
symmetric-3291,symmetric,49.0103
symmetric-3292,symmetric,35.6746
symmetric-3293,symmetric,28.251
symmetric-3294,symmetric,32.0285
symmetric-3295,symmetric,32.3542
symmetric-3296,symmetric,31.3377
symmetric-3297,symmetric,40.6342
symmetric-3298,symmetric,27.2809
symmetric-3299,symmetric,51.7056
symmetric-3300,symmetric,34.2231
symmetric-3301,symmetric,51.9394
symmetric-3302,symmetric,27.7869
symmetric-3303,symmetric,44.6067
symmetric-3304,symmetric,19.0851
symmetric-3305,symmetric,37.7401
symmetric-3306,symmetric,30.2364
symmetric-3307,symmetric,29.0384
symmetric-3308,symmetric,54.3921
symmetric-3309,symmetric,32.1879
symmetric-3310,symmetric,35.4445
symmetric-3311,symmetric,43.1258
symmetric-3312,symmetric,44.2755
symmetric-3313,symmetric,41.8915
symmetric-3314,symmetric,34.9392
symmetric-3315,symmetric,40.5431
symmetric-3316,symmetric,43.1035
symmetric-3317,symmetric,35.964
symmetric-3318,symmetric,34.4275
symmetric-3319,symmetric,45.9542
symmetric-3320,symmetric,43.4216
symmetric-3321,symmetric,47.3876
symmetric-3322,symmetric,37.3348
symmetric-3323,symmetric,16.045
symmetric-3324,symmetric,25.6077
symmetric-3325,symmetric,42.302
symmetric-3326,symmetric,37.0118
symmetric-3327,symmetric,47.5094
symmetric-3328,symmetric,49.8599
symmetric-3329,symmetric,32.8886
symmetric-3330,symmetric,34.7249
symmetric-3331,symmetric,43.9026
symmetric-3332,symmetric,54.447
symmetric-3333,symmetric,48.3269
symmetric-3334,symmetric,24.3652
symmetric-3335,symmetric,55.2147
symmetric-3336,symmetric,59.3182
symmetric-3337,symmetric,41.869
symmetric-3338,symmetric,37.2399
symmetric-3339,symmetric,36.3775
symmetric-3340,symmetric,43.9161
symmetric-3341,symmetric,25.4619
symmetric-3342,symmetric,46.7445
symmetric-3343,symmetric,31.6318
symmetric-3344,symmetric,37.1802
symmetric-3345,symmetric,28.9576
symmetric-3346,symmetric,57.8027
symmetric-3347,symmetric,39.84
symmetric-3348,symmetric,38.74
symmetric-3349,symmetric,28.4914
symmetric-3350,symmetric,45.2525
symmetric-3351,symmetric,38.7549
symmetric-3352,symmetric,33.3821
symmetric-3353,symmetric,36.6932
symmetric-3354,symmetric,45.6321
symmetric-3355,symmetric,42.0893
symmetric-3356,symmetric,38.6023
symmetric-3357,symmetric,47.58
symmetric-3358,symmetric,43.1059
symmetric-3359,symmetric,34.3335
symmetric-3360,symmetric,45.3133
symmetric-3361,symmetric,26.691
symmetric-3362,symmetric,49.3152
symmetric-3363,symmetric,36.5048
symmetric-3364,symmetric,47.6744
symmetric-3365,symmetric,42.3157
symmetric-3366,symmetric,31.4109
symmetric-3367,symmetric,52.1783
symmetric-3368,symmetric,51.1877
symmetric-3369,symmetric,44.1574
symmetric-3370,symmetric,28.6001
symmetric-3371,symmetric,35.0012
symmetric-3372,symmetric,46.3644
symmetric-3373,symmetric,45.9857
symmetric-3374,symmetric,32.1266
symmetric-3375,symmetric,35.4837
symmetric-3376,symmetric,38.5833
symmetric-3377,symmetric,41.3822
symmetric-3378,symmetric,42.5534
symmetric-3379,symmetric,34.3327
symmetric-3380,symmetric,52.9306
symmetric-3381,symmetric,43.7662
symmetric-3382,symmetric,33.9154
symmetric-3383,symmetric,30.5019
symmetric-3384,symmetric,29.7833
symmetric-3385,symmetric,48.2141
symmetric-3386,symmetric,40.6657
symmetric-3387,symmetric,27.8583
symmetric-3388,symmetric,31.8174
symmetric-3389,symmetric,47.3445
symmetric-3390,symmetric,46.448
symmetric-3391,symmetric,35.6794
symmetric-3392,symmetric,49.9784
symmetric-3393,symmetric,55.1253
symmetric-3394,symmetric,53.3513
symmetric-3395,symmetric,40.4587
symmetric-3396,symmetric,38.6209
symmetric-3397,symmetric,31.1429
symmetric-3398,symmetric,28.0693
symmetric-3399,symmetric,45.9561
symmetric-3400,symmetric,43.4844
symmetric-3401,symmetric,46.1334
symmetric-3402,symmetric,60.7131
symmetric-3403,symmetric,35.6493
symmetric-3404,symmetric,39.2541
symmetric-3405,symmetric,43.0103
symmetric-3406,symmetric,44.8267
symmetric-3407,symmetric,50.5924
symmetric-3408,symmetric,36.4623
symmetric-3409,symmetric,26.7103
symmetric-3410,symmetric,28.3338
symmetric-3411,symmetric,32.5983
symmetric-3412,symmetric,27.3357
symmetric-3413,symmetric,42.8186
symmetric-3414,symmetric,45.5592
symmetric-3415,symmetric,40.1972
symmetric-3416,symmetric,56.5722
symmetric-3417,symmetric,42.4941
symmetric-3418,symmetric,35.7745
symmetric-3419,symmetric,64.5546
symmetric-3420,symmetric,34.9941
symmetric-3421,symmetric,38.7859
symmetric-3422,symmetric,44.879
symmetric-3423,symmetric,48.2087
symmetric-3424,symmetric,44.309
symmetric-3425,symmetric,40.6686
symmetric-3426,symmetric,30.6477
symmetric-3427,symmetric,38.0715
symmetric-3428,symmetric,38.2823
symmetric-3429,symmetric,52.0697
symmetric-3430,symmetric,31.2577
symmetric-3431,symmetric,21.9497
symmetric-3432,symmetric,44.2721
symmetric-3433,symmetric,35.3039
symmetric-3434,symmetric,39.2042
symmetric-3435,symmetric,49.9449
symmetric-3436,symmetric,50.1581
symmetric-3437,symmetric,47.2649
symmetric-3438,symmetric,32.6471
symmetric-3439,symmetric,50.6725
symmetric-3440,symmetric,34.9049
symmetric-3441,symmetric,42.8166
symmetric-3442,symmetric,40.0224
symmetric-3443,symmetric,49.7104
symmetric-3444,symmetric,51.1966
symmetric-3445,symmetric,29.4532
symmetric-3446,symmetric,53.431
symmetric-3447,symmetric,47.9633
symmetric-3448,symmetric,19.9276
symmetric-3449,symmetric,59.8107
symmetric-3450,symmetric,46.8728
symmetric-3451,symmetric,40.6195
symmetric-3452,symmetric,14.681
symmetric-3453,symmetric,50.8251
symmetric-3454,symmetric,53.2111
symmetric-3455,symmetric,52.4982
symmetric-3456,symmetric,39.5658
symmetric-3457,symmetric,43.8135
symmetric-3458,symmetric,35.5812
symmetric-3459,symmetric,34.7689
symmetric-3460,symmetric,36.0245
symmetric-3461,symmetric,44.906
symmetric-3462,symmetric,23.0035
symmetric-3463,symmetric,28.1214
symmetric-3464,symmetric,30.0947
symmetric-3465,symmetric,38.0162
symmetric-3466,symmetric,42.8113
symmetric-3467,symmetric,34.2681
symmetric-3468,symmetric,37.2478
symmetric-3469,symmetric,32.8715
symmetric-3470,symmetric,30.8105
symmetric-3471,symmetric,38.5915
symmetric-3472,symmetric,50.5496
symmetric-3473,symmetric,18.9312
symmetric-3474,symmetric,35.1536
symmetric-3475,symmetric,25.0802
symmetric-3476,symmetric,46.4589
symmetric-3477,symmetric,35.991
symmetric-3478,symmetric,32.4929
symmetric-3479,symmetric,48.4445
symmetric-3480,symmetric,48.5594
symmetric-3481,symmetric,46.2742
symmetric-3482,symmetric,40.9344
symmetric-3483,symmetric,26.6066
symmetric-3484,symmetric,52.8416
symmetric-3485,symmetric,25.9029
symmetric-3486,symmetric,30.3121
symmetric-3487,symmetric,32.3189
symmetric-3488,symmetric,44.2604
symmetric-3489,symmetric,35.1115
symmetric-3490,symmetric,37.3373
symmetric-3491,symmetric,38.3633
symmetric-3492,symmetric,29.7347
symmetric-3493,symmetric,37.5635
symmetric-3494,symmetric,47.6169
symmetric-3495,symmetric,41.0599
symmetric-3496,symmetric,59.5106
symmetric-3497,symmetric,54.066
symmetric-3498,symmetric,55.6761
symmetric-3499,symmetric,46.0739
symmetric-3500,symmetric,53.0669
symmetric-3501,symmetric,38.2361
symmetric-3502,symmetric,43.6012
symmetric-3503,symmetric,40.5457
symmetric-3504,symmetric,28.8514
symmetric-3505,symmetric,42.2056
symmetric-3506,symmetric,49.1074
symmetric-3507,symmetric,60.2221
symmetric-3508,symmetric,57.4722
symmetric-3509,symmetric,39.376
symmetric-3510,symmetric,53.8438
symmetric-3511,symmetric,57.895
symmetric-3512,symmetric,30.6124
symmetric-3513,symmetric,54.2511
symmetric-3514,symmetric,45.3359
symmetric-3515,symmetric,42.2398
symmetric-3516,symmetric,33.2854
symmetric-3517,symmetric,39.8727
symmetric-3518,symmetric,45.077
symmetric-3519,symmetric,25.8047
symmetric-3520,symmetric,29.8567
symmetric-3521,symmetric,34.1684
symmetric-3522,symmetric,45.1589
symmetric-3523,symmetric,36.4581
symmetric-3524,symmetric,35.8233
symmetric-3525,symmetric,26.7914
symmetric-3526,symmetric,23.7473
symmetric-3527,symmetric,61.5905
symmetric-3528,symmetric,34.1821
symmetric-3529,symmetric,37.5975
symmetric-3530,symmetric,39.6147
symmetric-3531,symmetric,34.0096
symmetric-3532,symmetric,28.7168
symmetric-3533,symmetric,40.9139
symmetric-3534,symmetric,52.1726
symmetric-3535,symmetric,36.5913
symmetric-3536,symmetric,32.4929
symmetric-3537,symmetric,46.3598
symmetric-3538,symmetric,44.7583
symmetric-3539,symmetric,29.3305
symmetric-3540,symmetric,28.6468
symmetric-3541,symmetric,42.0492
symmetric-3542,symmetric,47.0967
symmetric-3543,symmetric,39.7401
symmetric-3544,symmetric,22.2147
symmetric-3545,symmetric,35.0437
symmetric-3546,symmetric,52.713
symmetric-3547,symmetric,27.5047
symmetric-3548,symmetric,54.2601
symmetric-3549,symmetric,38.8334
symmetric-3550,symmetric,26.5097
symmetric-3551,symmetric,47.4649
symmetric-3552,symmetric,52.7776
symmetric-3553,symmetric,28.8783
symmetric-3554,symmetric,37.2055
symmetric-3555,symmetric,54.3184
symmetric-3556,symmetric,33.162
symmetric-3557,symmetric,53.0558
symmetric-3558,symmetric,27.6898
symmetric-3559,symmetric,34.0717
symmetric-3560,symmetric,32.4886
symmetric-3561,symmetric,36.1905
symmetric-3562,symmetric,54.6469
symmetric-3563,symmetric,40.6587
symmetric-3564,symmetric,44.3906
symmetric-3565,symmetric,52.2033
symmetric-3566,symmetric,28.9768
symmetric-3567,symmetric,48.2169
symmetric-3568,symmetric,49.4915
symmetric-3569,symmetric,39.0186
symmetric-3570,symmetric,34.5509
symmetric-3571,symmetric,44.8095
symmetric-3572,symmetric,46.2824
symmetric-3573,symmetric,46.4732
symmetric-3574,symmetric,48.801
symmetric-3575,symmetric,37.1278
symmetric-3576,symmetric,46.7373
symmetric-3577,symmetric,42.0678
symmetric-3578,symmetric,27.6
symmetric-3579,symmetric,26.8548
symmetric-3580,symmetric,34.5256
symmetric-3581,symmetric,39.3028
symmetric-3582,symmetric,40.5304
symmetric-3583,symmetric,49.3629
symmetric-3584,symmetric,24.1341
symmetric-3585,symmetric,48.9321
symmetric-3586,symmetric,38.3853
symmetric-3587,symmetric,33.3355
symmetric-3588,symmetric,37.1911
symmetric-3589,symmetric,40.7282
symmetric-3590,symmetric,18.8797
symmetric-3591,symmetric,44.1269
symmetric-3592,symmetric,38.9467
symmetric-3593,symmetric,46.6727
symmetric-3594,symmetric,25.3106
symmetric-3595,symmetric,38.227
symmetric-3596,symmetric,36.4312
symmetric-3597,symmetric,45.2274
symmetric-3598,symmetric,41.9661
symmetric-3599,symmetric,35.0053
symmetric-3600,symmetric,47.1306
symmetric-3601,symmetric,57.6259
symmetric-3602,symmetric,35.1907
symmetric-3603,symmetric,38.835
symmetric-3604,symmetric,47.6289
symmetric-3605,symmetric,47.3869
symmetric-3606,symmetric,29.266
symmetric-3607,symmetric,20.2691
symmetric-3608,symmetric,27.5707
symmetric-3609,symmetric,48.3029
symmetric-3610,symmetric,40.6102
symmetric-3611,symmetric,31.0741
symmetric-3612,symmetric,60.024
symmetric-3613,symmetric,27.6088
symmetric-3614,symmetric,57.7462
symmetric-3615,symmetric,45.6023
symmetric-3616,symmetric,35.0459
symmetric-3617,symmetric,29.6253
symmetric-3618,symmetric,42.7719
symmetric-3619,symmetric,42.7101
symmetric-3620,symmetric,24.8831
symmetric-3621,symmetric,34.3953
symmetric-3622,symmetric,44.8269
symmetric-3623,symmetric,46.2945
symmetric-3624,symmetric,43.7456
symmetric-3625,symmetric,31.8226
symmetric-3626,symmetric,51.7573
symmetric-3627,symmetric,30.7879
symmetric-3628,symmetric,34.6709
symmetric-3629,symmetric,26.2391
symmetric-3630,symmetric,41.342
symmetric-3631,symmetric,32.9133
symmetric-3632,symmetric,45.4451
symmetric-3633,symmetric,40.78
symmetric-3634,symmetric,48.0418
symmetric-3635,symmetric,8.0807
symmetric-3636,symmetric,47.6501
symmetric-3637,symmetric,41.3044
symmetric-3638,symmetric,19.8694
symmetric-3639,symmetric,52.5223
symmetric-3640,symmetric,51.9153
symmetric-3641,symmetric,24.1372
symmetric-3642,symmetric,48.3391
symmetric-3643,symmetric,45.5706
symmetric-3644,symmetric,49.3737
symmetric-3645,symmetric,32.6089
symmetric-3646,symmetric,41.0711
symmetric-3647,symmetric,40.5942
symmetric-3648,symmetric,27.6776
symmetric-3649,symmetric,50.0505
symmetric-3650,symmetric,33.5913
symmetric-3651,symmetric,45.3125
symmetric-3652,symmetric,55.9843
symmetric-3653,symmetric,48.3434
symmetric-3654,symmetric,35.5237
symmetric-3655,symmetric,49.4179
symmetric-3656,symmetric,47.5829
symmetric-3657,symmetric,43.9453
symmetric-3658,symmetric,40.1639
symmetric-3659,symmetric,27.7487
symmetric-3660,symmetric,35.1701
symmetric-3661,symmetric,25.6961
symmetric-3662,symmetric,30.6843
symmetric-3663,symmetric,32.9212
symmetric-3664,symmetric,46.1866
symmetric-3665,symmetric,47.2273
symmetric-3666,symmetric,39.4328
symmetric-3667,symmetric,32.8868
symmetric-3668,symmetric,44.7699
symmetric-3669,symmetric,25.5029
symmetric-3670,symmetric,32.6642
symmetric-3671,symmetric,30.9693
symmetric-3672,symmetric,37.0548
symmetric-3673,symmetric,59.8159
symmetric-3674,symmetric,50.6662
symmetric-3675,symmetric,52.0602
symmetric-3676,symmetric,30.7906
symmetric-3677,symmetric,32.9918
symmetric-3678,symmetric,38.4559
symmetric-3679,symmetric,36.259
symmetric-3680,symmetric,47.3971
symmetric-3681,symmetric,44.4813
symmetric-3682,symmetric,37.5694
symmetric-3683,symmetric,57.867
symmetric-3684,symmetric,30.6585
symmetric-3685,symmetric,20.9852
symmetric-3686,symmetric,20.2917
symmetric-3687,symmetric,48.3709
symmetric-3688,symmetric,34.0214
symmetric-3689,symmetric,53.5056
symmetric-3690,symmetric,35.1768
symmetric-3691,symmetric,26.9212
symmetric-3692,symmetric,46.4588
symmetric-3693,symmetric,45.2952
symmetric-3694,symmetric,33.0084
symmetric-3695,symmetric,26.2574
symmetric-3696,symmetric,43.0445
symmetric-3697,symmetric,56.5958
symmetric-3698,symmetric,32.7939
symmetric-3699,symmetric,52.8495
symmetric-3700,symmetric,43.1195
symmetric-3701,symmetric,47.1761
symmetric-3702,symmetric,30.8034
symmetric-3703,symmetric,33.9486
symmetric-3704,symmetric,43.1558
symmetric-3705,symmetric,36.5758
symmetric-3706,symmetric,26.1292
symmetric-3707,symmetric,47.308
symmetric-3708,symmetric,56.7907
symmetric-3709,symmetric,53.9173
symmetric-3710,symmetric,42.1455
symmetric-3711,symmetric,36.7202
symmetric-3712,symmetric,44.3729
symmetric-3713,symmetric,45.0377
symmetric-3714,symmetric,24.6659
symmetric-3715,symmetric,37.2207
symmetric-3716,symmetric,37.2577
symmetric-3717,symmetric,45.3413
symmetric-3718,symmetric,35.3073
symmetric-3719,symmetric,45.4096
symmetric-3720,symmetric,47.033
symmetric-3721,symmetric,49.4724
symmetric-3722,symmetric,32.8611
symmetric-3723,symmetric,41.7683
symmetric-3724,symmetric,39.0912
symmetric-3725,symmetric,56.4372
symmetric-3726,symmetric,46.7254
symmetric-3727,symmetric,56.1271
symmetric-3728,symmetric,43.3025
symmetric-3729,symmetric,34.3574
symmetric-3730,symmetric,33.6911
symmetric-3731,symmetric,23.1194
symmetric-3732,symmetric,39.2666
symmetric-3733,symmetric,35.1819
symmetric-3734,symmetric,33.6631
symmetric-3735,symmetric,52.5616
symmetric-3736,symmetric,43.3224
symmetric-3737,symmetric,49.8851
symmetric-3738,symmetric,32.3824
symmetric-3739,symmetric,29.4593
symmetric-3740,symmetric,35.5464
symmetric-3741,symmetric,50.4223
symmetric-3742,symmetric,33.7117
symmetric-3743,symmetric,39.1865
symmetric-3744,symmetric,26.9275
symmetric-3745,symmetric,29.3825
symmetric-3746,symmetric,53.0537
symmetric-3747,symmetric,32.4677
symmetric-3748,symmetric,41.3701
symmetric-3749,symmetric,34.3711
symmetric-3750,symmetric,39.5535
symmetric-3751,symmetric,38.4174
symmetric-3752,symmetric,54.3985
symmetric-3753,symmetric,61.9684
symmetric-3754,symmetric,35.4912
symmetric-3755,symmetric,33.651
symmetric-3756,symmetric,48.1259
symmetric-3757,symmetric,55.4475
symmetric-3758,symmetric,22.6754
symmetric-3759,symmetric,39.2032
symmetric-3760,symmetric,50.7488
symmetric-3761,symmetric,51.3109
symmetric-3762,symmetric,27.7846
symmetric-3763,symmetric,29.0942
symmetric-3764,symmetric,49.975
symmetric-3765,symmetric,44.367
symmetric-3766,symmetric,36.9949
symmetric-3767,symmetric,38.5576
symmetric-3768,symmetric,20.2295
symmetric-3769,symmetric,43.8142
symmetric-3770,symmetric,30.6237
symmetric-3771,symmetric,33.2098
symmetric-3772,symmetric,52.967
symmetric-3773,symmetric,36.7213
symmetric-3774,symmetric,44.6697
symmetric-3775,symmetric,57.022
symmetric-3776,symmetric,12.2034
symmetric-3777,symmetric,37.5793
symmetric-3778,symmetric,37.2406
symmetric-3779,symmetric,50.04
symmetric-3780,symmetric,30.8365
symmetric-3781,symmetric,40.6083
symmetric-3782,symmetric,37.1706
symmetric-3783,symmetric,18.3457
symmetric-3784,symmetric,45.5663
symmetric-3785,symmetric,43.3268
symmetric-3786,symmetric,47.3249
symmetric-3787,symmetric,46.4283
symmetric-3788,symmetric,43.0876
symmetric-3789,symmetric,34.2976
symmetric-3790,symmetric,37.9224
symmetric-3791,symmetric,39.6176
symmetric-3792,symmetric,51.337
symmetric-3793,symmetric,41.8901
symmetric-3794,symmetric,26.0433
symmetric-3795,symmetric,21.0818
symmetric-3796,symmetric,25.7479
symmetric-3797,symmetric,44.3541
symmetric-3798,symmetric,31.0786
symmetric-3799,symmetric,38.2264
symmetric-3800,symmetric,45.5987
symmetric-3801,symmetric,38.0161
symmetric-3802,symmetric,45.3433
