budget,stratum,person_id,inclusion_probability,design_weight
4500,south_late,P6-0168,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0176,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0190,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0198,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0200,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0207,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0211,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0217,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0218,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0219,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0220,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0222,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0225,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0227,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0228,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0229,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0234,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0237,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0238,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0240,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0242,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0250,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0261,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0263,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0264,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0272,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0281,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0288,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0293,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0295,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0298,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0310,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0312,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0313,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0315,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0318,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0321,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0326,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0328,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0330,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0333,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0334,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0343,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0346,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0350,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0353,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0355,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0356,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0357,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0362,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0366,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0367,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0369,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0372,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0373,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0374,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0376,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0377,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0378,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0380,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0386,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0387,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0391,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0403,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0411,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0413,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0414,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0417,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0425,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0427,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0436,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0437,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0442,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0446,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0448,0.27111111111111114,3.6885245901639343
4500,south_late,P6-0450,0.27111111111111114,3.6885245901639343
6000,north_early,P1-0003,0.332,3.012048192771084
6000,north_early,P1-0010,0.332,3.012048192771084
6000,north_early,P1-0015,0.332,3.012048192771084
6000,north_early,P1-0022,0.332,3.012048192771084
6000,north_early,P1-0024,0.332,3.012048192771084
6000,north_early,P1-0025,0.332,3.012048192771084
6000,north_early,P1-0026,0.332,3.012048192771084
6000,north_early,P1-0028,0.332,3.012048192771084
6000,north_early,P1-0031,0.332,3.012048192771084
6000,north_early,P1-0032,0.332,3.012048192771084
6000,north_early,P1-0034,0.332,3.012048192771084
6000,north_early,P1-0037,0.332,3.012048192771084
6000,north_early,P1-0038,0.332,3.012048192771084
6000,north_early,P1-0044,0.332,3.012048192771084
6000,north_early,P1-0045,0.332,3.012048192771084
6000,north_early,P1-0050,0.332,3.012048192771084
6000,north_early,P1-0055,0.332,3.012048192771084
6000,north_early,P1-0056,0.332,3.012048192771084
6000,north_early,P1-0061,0.332,3.012048192771084
6000,north_early,P1-0062,0.332,3.012048192771084
6000,north_early,P1-0063,0.332,3.012048192771084
6000,north_early,P1-0064,0.332,3.012048192771084
6000,north_early,P1-0066,0.332,3.012048192771084
6000,north_early,P1-0067,0.332,3.012048192771084
6000,north_early,P1-0070,0.332,3.012048192771084
6000,north_early,P1-0071,0.332,3.012048192771084
6000,north_early,P1-0075,0.332,3.012048192771084
6000,north_early,P1-0076,0.332,3.012048192771084
6000,north_early,P1-0078,0.332,3.012048192771084
6000,north_early,P1-0080,0.332,3.012048192771084
6000,north_early,P1-0082,0.332,3.012048192771084
6000,north_early,P1-0083,0.332,3.012048192771084
6000,north_early,P1-0087,0.332,3.012048192771084
6000,north_early,P1-0089,0.332,3.012048192771084
6000,north_early,P1-0090,0.332,3.012048192771084
6000,north_early,P1-0092,0.332,3.012048192771084
6000,north_early,P1-0094,0.332,3.012048192771084
6000,north_early,P1-0098,0.332,3.012048192771084
6000,north_early,P1-0099,0.332,3.012048192771084
6000,north_early,P1-0101,0.332,3.012048192771084
6000,north_early,P1-0102,0.332,3.012048192771084
6000,north_early,P1-0104,0.332,3.012048192771084
6000,north_early,P1-0108,0.332,3.012048192771084
6000,north_early,P1-0111,0.332,3.012048192771084
6000,north_early,P1-0127,0.332,3.012048192771084
6000,north_early,P1-0128,0.332,3.012048192771084
6000,north_early,P1-0132,0.332,3.012048192771084
6000,north_early,P1-0135,0.332,3.012048192771084
6000,north_early,P1-0150,0.332,3.012048192771084
6000,north_early,P1-0158,0.332,3.012048192771084
6000,north_early,P1-0161,0.332,3.012048192771084
6000,north_early,P1-0163,0.332,3.012048192771084
6000,north_early,P1-0170,0.332,3.012048192771084
6000,north_early,P1-0174,0.332,3.012048192771084
6000,north_early,P1-0177,0.332,3.012048192771084
6000,north_early,P1-0178,0.332,3.012048192771084
6000,north_early,P1-0180,0.332,3.012048192771084
6000,north_early,P1-0185,0.332,3.012048192771084
6000,north_early,P1-0187,0.332,3.012048192771084
6000,north_early,P1-0188,0.332,3.012048192771084
6000,north_early,P1-0189,0.332,3.012048192771084
6000,north_early,P1-0192,0.332,3.012048192771084
6000,north_early,P1-0196,0.332,3.012048192771084
6000,north_early,P1-0198,0.332,3.012048192771084
6000,north_early,P1-0201,0.332,3.012048192771084
6000,north_early,P1-0204,0.332,3.012048192771084
6000,north_early,P1-0209,0.332,3.012048192771084
6000,north_early,P1-0212,0.332,3.012048192771084
6000,north_early,P1-0213,0.332,3.012048192771084
6000,north_early,P1-0219,0.332,3.012048192771084
6000,north_early,P1-0222,0.332,3.012048192771084
6000,north_early,P1-0225,0.332,3.012048192771084
6000,north_early,P1-0228,0.332,3.012048192771084
6000,north_early,P1-0230,0.332,3.012048192771084
6000,north_early,P1-0236,0.332,3.012048192771084
6000,north_early,P1-0239,0.332,3.012048192771084
6000,north_early,P1-0240,0.332,3.012048192771084
6000,north_early,P1-0244,0.332,3.012048192771084
6000,north_early,P1-0245,0.332,3.012048192771084
6000,north_early,P1-0249,0.332,3.012048192771084
6000,north_early,P1-0250,0.332,3.012048192771084
6000,north_early,P1-0252,0.332,3.012048192771084
6000,north_early,P1-0256,0.332,3.012048192771084
6000,north_early,P1-0258,0.332,3.012048192771084
6000,north_early,P1-0262,0.332,3.012048192771084
6000,north_early,P1-0275,0.332,3.012048192771084
6000,north_early,P1-0276,0.332,3.012048192771084
6000,north_early,P1-0277,0.332,3.012048192771084
6000,north_early,P1-0281,0.332,3.012048192771084
6000,north_early,P1-0283,0.332,3.012048192771084
6000,north_early,P1-0292,0.332,3.012048192771084
6000,north_early,P1-0295,0.332,3.012048192771084
6000,north_early,P1-0300,0.332,3.012048192771084
6000,north_early,P1-0302,0.332,3.012048192771084
6000,north_early,P1-0305,0.332,3.012048192771084
6000,north_early,P1-0318,0.332,3.012048192771084
6000,north_early,P1-0321,0.332,3.012048192771084
6000,north_early,P1-0322,0.332,3.012048192771084
6000,north_early,P1-0323,0.332,3.012048192771084
6000,north_early,P1-0324,0.332,3.012048192771084
6000,north_early,P1-0326,0.332,3.012048192771084
6000,north_early,P1-0328,0.332,3.012048192771084
6000,north_early,P1-0331,0.332,3.012048192771084
6000,north_early,P1-0332,0.332,3.012048192771084
6000,north_early,P1-0334,0.332,3.012048192771084
6000,north_early,P1-0336,0.332,3.012048192771084
6000,north_early,P1-0338,0.332,3.012048192771084
6000,north_early,P1-0341,0.332,3.012048192771084
6000,north_early,P1-0343,0.332,3.012048192771084
6000,north_early,P1-0344,0.332,3.012048192771084
6000,north_early,P1-0349,0.332,3.012048192771084
6000,north_early,P1-0350,0.332,3.012048192771084
6000,north_early,P1-0353,0.332,3.012048192771084
6000,north_early,P1-0356,0.332,3.012048192771084
6000,north_early,P1-0357,0.332,3.012048192771084
6000,north_early,P1-0358,0.332,3.012048192771084
6000,north_early,P1-0359,0.332,3.012048192771084
6000,north_early,P1-0360,0.332,3.012048192771084
6000,north_early,P1-0366,0.332,3.012048192771084
6000,north_early,P1-0368,0.332,3.012048192771084
6000,north_early,P1-0378,0.332,3.012048192771084
6000,north_early,P1-0380,0.332,3.012048192771084
6000,north_early,P1-0382,0.332,3.012048192771084
6000,north_early,P1-0384,0.332,3.012048192771084
6000,north_early,P1-0385,0.332,3.012048192771084
6000,north_early,P1-0386,0.332,3.012048192771084
6000,north_early,P1-0397,0.332,3.012048192771084
6000,north_early,P1-0399,0.332,3.012048192771084
6000,north_early,P1-0402,0.332,3.012048192771084
6000,north_early,P1-0404,0.332,3.012048192771084
6000,north_early,P1-0405,0.332,3.012048192771084
6000,north_early,P1-0408,0.332,3.012048192771084
6000,north_early,P1-0410,0.332,3.012048192771084
6000,north_early,P1-0413,0.332,3.012048192771084
6000,north_early,P1-0420,0.332,3.012048192771084
6000,north_early,P1-0422,0.332,3.012048192771084
6000,north_early,P1-0427,0.332,3.012048192771084
6000,north_early,P1-0429,0.332,3.012048192771084
6000,north_early,P1-0430,0.332,3.012048192771084
6000,north_early,P1-0431,0.332,3.012048192771084
6000,north_early,P1-0437,0.332,3.012048192771084
6000,north_early,P1-0439,0.332,3.012048192771084
6000,north_early,P1-0440,0.332,3.012048192771084
6000,north_early,P1-0442,0.332,3.012048192771084
6000,north_early,P1-0443,0.332,3.012048192771084
6000,north_early,P1-0447,0.332,3.012048192771084
6000,north_early,P1-0452,0.332,3.012048192771084
6000,north_early,P1-0454,0.332,3.012048192771084
6000,north_early,P1-0456,0.332,3.012048192771084
6000,north_early,P1-0459,0.332,3.012048192771084
6000,north_early,P1-0466,0.332,3.012048192771084
6000,north_early,P1-0468,0.332,3.012048192771084
6000,north_early,P1-0469,0.332,3.012048192771084
6000,north_early,P1-0470,0.332,3.012048192771084
6000,north_early,P1-0473,0.332,3.012048192771084
6000,north_early,P1-0474,0.332,3.012048192771084
6000,north_early,P1-0478,0.332,3.012048192771084
6000,north_early,P1-0481,0.332,3.012048192771084
6000,north_early,P1-0482,0.332,3.012048192771084
6000,north_early,P1-0483,0.332,3.012048192771084
6000,north_early,P1-0484,0.332,3.012048192771084
6000,north_early,P1-0487,0.332,3.012048192771084
6000,north_early,P1-0488,0.332,3.012048192771084
6000,north_early,P1-0490,0.332,3.012048192771084
6000,north_early,P1-0494,0.332,3.012048192771084
6000,north_early,P1-0500,0.332,3.012048192771084
6000,north_late,P2-0004,0.3942857142857143,2.536231884057971
6000,north_late,P2-0005,0.3942857142857143,2.536231884057971
6000,north_late,P2-0006,0.3942857142857143,2.536231884057971
6000,north_late,P2-0009,0.3942857142857143,2.536231884057971
6000,north_late,P2-0010,0.3942857142857143,2.536231884057971
6000,north_late,P2-0012,0.3942857142857143,2.536231884057971
6000,north_late,P2-0013,0.3942857142857143,2.536231884057971
6000,north_late,P2-0014,0.3942857142857143,2.536231884057971
6000,north_late,P2-0016,0.3942857142857143,2.536231884057971
6000,north_late,P2-0017,0.3942857142857143,2.536231884057971
6000,north_late,P2-0018,0.3942857142857143,2.536231884057971
6000,north_late,P2-0019,0.3942857142857143,2.536231884057971
6000,north_late,P2-0022,0.3942857142857143,2.536231884057971
6000,north_late,P2-0023,0.3942857142857143,2.536231884057971
6000,north_late,P2-0026,0.3942857142857143,2.536231884057971
6000,north_late,P2-0027,0.3942857142857143,2.536231884057971
6000,north_late,P2-0030,0.3942857142857143,2.536231884057971
6000,north_late,P2-0031,0.3942857142857143,2.536231884057971
6000,north_late,P2-0035,0.3942857142857143,2.536231884057971
6000,north_late,P2-0040,0.3942857142857143,2.536231884057971
6000,north_late,P2-0041,0.3942857142857143,2.536231884057971
6000,north_late,P2-0043,0.3942857142857143,2.536231884057971
6000,north_late,P2-0044,0.3942857142857143,2.536231884057971
6000,north_late,P2-0046,0.3942857142857143,2.536231884057971
6000,north_late,P2-0047,0.3942857142857143,2.536231884057971
6000,north_late,P2-0048,0.3942857142857143,2.536231884057971
6000,north_late,P2-0052,0.3942857142857143,2.536231884057971
6000,north_late,P2-0053,0.3942857142857143,2.536231884057971
6000,north_late,P2-0055,0.3942857142857143,2.536231884057971
6000,north_late,P2-0056,0.3942857142857143,2.536231884057971
6000,north_late,P2-0057,0.3942857142857143,2.536231884057971
6000,north_late,P2-0067,0.3942857142857143,2.536231884057971
6000,north_late,P2-0068,0.3942857142857143,2.536231884057971
6000,north_late,P2-0073,0.3942857142857143,2.536231884057971
6000,north_late,P2-0077,0.3942857142857143,2.536231884057971
6000,north_late,P2-0080,0.3942857142857143,2.536231884057971
6000,north_late,P2-0084,0.3942857142857143,2.536231884057971
6000,north_late,P2-0086,0.3942857142857143,2.536231884057971
6000,north_late,P2-0087,0.3942857142857143,2.536231884057971
6000,north_late,P2-0097,0.3942857142857143,2.536231884057971
6000,north_late,P2-0101,0.3942857142857143,2.536231884057971
6000,north_late,P2-0104,0.3942857142857143,2.536231884057971
6000,north_late,P2-0109,0.3942857142857143,2.536231884057971
6000,north_late,P2-0114,0.3942857142857143,2.536231884057971
6000,north_late,P2-0120,0.3942857142857143,2.536231884057971
6000,north_late,P2-0121,0.3942857142857143,2.536231884057971
6000,north_late,P2-0124,0.3942857142857143,2.536231884057971
6000,north_late,P2-0127,0.3942857142857143,2.536231884057971
6000,north_late,P2-0130,0.3942857142857143,2.536231884057971
6000,north_late,P2-0131,0.3942857142857143,2.536231884057971
6000,north_late,P2-0137,0.3942857142857143,2.536231884057971
6000,north_late,P2-0141,0.3942857142857143,2.536231884057971
6000,north_late,P2-0142,0.3942857142857143,2.536231884057971
6000,north_late,P2-0143,0.3942857142857143,2.536231884057971
6000,north_late,P2-0146,0.3942857142857143,2.536231884057971
6000,north_late,P2-0148,0.3942857142857143,2.536231884057971
6000,north_late,P2-0150,0.3942857142857143,2.536231884057971
6000,north_late,P2-0153,0.3942857142857143,2.536231884057971
6000,north_late,P2-0154,0.3942857142857143,2.536231884057971
6000,north_late,P2-0157,0.3942857142857143,2.536231884057971
6000,north_late,P2-0158,0.3942857142857143,2.536231884057971
6000,north_late,P2-0159,0.3942857142857143,2.536231884057971
6000,north_late,P2-0160,0.3942857142857143,2.536231884057971
6000,north_late,P2-0162,0.3942857142857143,2.536231884057971
6000,north_late,P2-0163,0.3942857142857143,2.536231884057971
6000,north_late,P2-0166,0.3942857142857143,2.536231884057971
6000,north_late,P2-0169,0.3942857142857143,2.536231884057971
6000,north_late,P2-0170,0.3942857142857143,2.536231884057971
6000,north_late,P2-0172,0.3942857142857143,2.536231884057971
6000,north_late,P2-0173,0.3942857142857143,2.536231884057971
6000,north_late,P2-0174,0.3942857142857143,2.536231884057971
6000,north_late,P2-0176,0.3942857142857143,2.536231884057971
6000,north_late,P2-0178,0.3942857142857143,2.536231884057971
6000,north_late,P2-0181,0.3942857142857143,2.536231884057971
6000,north_late,P2-0182,0.3942857142857143,2.536231884057971
6000,north_late,P2-0186,0.3942857142857143,2.536231884057971
6000,north_late,P2-0188,0.3942857142857143,2.536231884057971
6000,north_late,P2-0191,0.3942857142857143,2.536231884057971
6000,north_late,P2-0192,0.3942857142857143,2.536231884057971
6000,north_late,P2-0195,0.3942857142857143,2.536231884057971
6000,north_late,P2-0200,0.3942857142857143,2.536231884057971
6000,north_late,P2-0204,0.3942857142857143,2.536231884057971
6000,north_late,P2-0205,0.3942857142857143,2.536231884057971
6000,north_late,P2-0207,0.3942857142857143,2.536231884057971
6000,north_late,P2-0211,0.3942857142857143,2.536231884057971
6000,north_late,P2-0212,0.3942857142857143,2.536231884057971
6000,north_late,P2-0214,0.3942857142857143,2.536231884057971
6000,north_late,P2-0215,0.3942857142857143,2.536231884057971
6000,north_late,P2-0217,0.3942857142857143,2.536231884057971
6000,north_late,P2-0218,0.3942857142857143,2.536231884057971
6000,north_late,P2-0219,0.3942857142857143,2.536231884057971
6000,north_late,P2-0222,0.3942857142857143,2.536231884057971
6000,north_late,P2-0228,0.3942857142857143,2.536231884057971
6000,north_late,P2-0232,0.3942857142857143,2.536231884057971
6000,north_late,P2-0234,0.3942857142857143,2.536231884057971
6000,north_late,P2-0241,0.3942857142857143,2.536231884057971
6000,north_late,P2-0244,0.3942857142857143,2.536231884057971
6000,north_late,P2-0247,0.3942857142857143,2.536231884057971
6000,north_late,P2-0248,0.3942857142857143,2.536231884057971
6000,north_late,P2-0251,0.3942857142857143,2.536231884057971
6000,north_late,P2-0255,0.3942857142857143,2.536231884057971
6000,north_late,P2-0257,0.3942857142857143,2.536231884057971
6000,north_late,P2-0258,0.3942857142857143,2.536231884057971
6000,north_late,P2-0263,0.3942857142857143,2.536231884057971
6000,north_late,P2-0264,0.3942857142857143,2.536231884057971
6000,north_late,P2-0266,0.3942857142857143,2.536231884057971
6000,north_late,P2-0270,0.3942857142857143,2.536231884057971
6000,north_late,P2-0271,0.3942857142857143,2.536231884057971
6000,north_late,P2-0272,0.3942857142857143,2.536231884057971
6000,north_late,P2-0273,0.3942857142857143,2.536231884057971
6000,north_late,P2-0275,0.3942857142857143,2.536231884057971
6000,north_late,P2-0276,0.3942857142857143,2.536231884057971
6000,north_late,P2-0277,0.3942857142857143,2.536231884057971
6000,north_late,P2-0282,0.3942857142857143,2.536231884057971
6000,north_late,P2-0285,0.3942857142857143,2.536231884057971
6000,north_late,P2-0288,0.3942857142857143,2.536231884057971
6000,north_late,P2-0290,0.3942857142857143,2.536231884057971
6000,north_late,P2-0292,0.3942857142857143,2.536231884057971
6000,north_late,P2-0297,0.3942857142857143,2.536231884057971
6000,north_late,P2-0302,0.3942857142857143,2.536231884057971
6000,north_late,P2-0306,0.3942857142857143,2.536231884057971
6000,north_late,P2-0310,0.3942857142857143,2.536231884057971
6000,north_late,P2-0311,0.3942857142857143,2.536231884057971
6000,north_late,P2-0312,0.3942857142857143,2.536231884057971
6000,north_late,P2-0315,0.3942857142857143,2.536231884057971
6000,north_late,P2-0318,0.3942857142857143,2.536231884057971
6000,north_late,P2-0319,0.3942857142857143,2.536231884057971
6000,north_late,P2-0333,0.3942857142857143,2.536231884057971
6000,north_late,P2-0334,0.3942857142857143,2.536231884057971
6000,north_late,P2-0335,0.3942857142857143,2.536231884057971
6000,north_late,P2-0338,0.3942857142857143,2.536231884057971
6000,north_late,P2-0341,0.3942857142857143,2.536231884057971
6000,north_late,P2-0343,0.3942857142857143,2.536231884057971
6000,north_late,P2-0344,0.3942857142857143,2.536231884057971
6000,north_late,P2-0350,0.3942857142857143,2.536231884057971
6000,north_late,P2-0362,0.3942857142857143,2.536231884057971
6000,north_late,P2-0365,0.3942857142857143,2.536231884057971
6000,north_late,P2-0366,0.3942857142857143,2.536231884057971
6000,north_late,P2-0371,0.3942857142857143,2.536231884057971
6000,north_late,P2-0373,0.3942857142857143,2.536231884057971
6000,north_late,P2-0374,0.3942857142857143,2.536231884057971
6000,north_late,P2-0375,0.3942857142857143,2.536231884057971
6000,north_late,P2-0376,0.3942857142857143,2.536231884057971
6000,north_late,P2-0379,0.3942857142857143,2.536231884057971
6000,north_late,P2-0381,0.3942857142857143,2.536231884057971
6000,north_late,P2-0383,0.3942857142857143,2.536231884057971
6000,north_late,P2-0385,0.3942857142857143,2.536231884057971
6000,north_late,P2-0389,0.3942857142857143,2.536231884057971
6000,north_late,P2-0396,0.3942857142857143,2.536231884057971
6000,north_late,P2-0397,0.3942857142857143,2.536231884057971
6000,north_late,P2-0398,0.3942857142857143,2.536231884057971
6000,north_late,P2-0399,0.3942857142857143,2.536231884057971
6000,north_late,P2-0400,0.3942857142857143,2.536231884057971
6000,north_late,P2-0403,0.3942857142857143,2.536231884057971
6000,north_late,P2-0406,0.3942857142857143,2.536231884057971
6000,north_late,P2-0407,0.3942857142857143,2.536231884057971
6000,north_late,P2-0413,0.3942857142857143,2.536231884057971
6000,north_late,P2-0414,0.3942857142857143,2.536231884057971
6000,north_late,P2-0416,0.3942857142857143,2.536231884057971
6000,north_late,P2-0417,0.3942857142857143,2.536231884057971
6000,north_late,P2-0424,0.3942857142857143,2.536231884057971
6000,north_late,P2-0425,0.3942857142857143,2.536231884057971
6000,north_late,P2-0428,0.3942857142857143,2.536231884057971
6000,north_late,P2-0432,0.3942857142857143,2.536231884057971
6000,north_late,P2-0434,0.3942857142857143,2.536231884057971
6000,north_late,P2-0438,0.3942857142857143,2.536231884057971
6000,north_late,P2-0440,0.3942857142857143,2.536231884057971
6000,north_late,P2-0442,0.3942857142857143,2.536231884057971
6000,north_late,P2-0443,0.3942857142857143,2.536231884057971
6000,north_late,P2-0445,0.3942857142857143,2.536231884057971
6000,north_late,P2-0448,0.3942857142857143,2.536231884057971
6000,north_late,P2-0449,0.3942857142857143,2.536231884057971
6000,north_late,P2-0451,0.3942857142857143,2.536231884057971
6000,north_late,P2-0452,0.3942857142857143,2.536231884057971
6000,north_late,P2-0457,0.3942857142857143,2.536231884057971
6000,north_late,P2-0460,0.3942857142857143,2.536231884057971
6000,north_late,P2-0465,0.3942857142857143,2.536231884057971
6000,north_late,P2-0468,0.3942857142857143,2.536231884057971
6000,north_late,P2-0469,0.3942857142857143,2.536231884057971
6000,north_late,P2-0472,0.3942857142857143,2.536231884057971
6000,north_late,P2-0473,0.3942857142857143,2.536231884057971
6000,north_late,P2-0475,0.3942857142857143,2.536231884057971
6000,north_late,P2-0476,0.3942857142857143,2.536231884057971
6000,north_late,P2-0478,0.3942857142857143,2.536231884057971
6000,north_late,P2-0479,0.3942857142857143,2.536231884057971
6000,north_late,P2-0480,0.3942857142857143,2.536231884057971
6000,north_late,P2-0485,0.3942857142857143,2.536231884057971
6000,north_late,P2-0487,0.3942857142857143,2.536231884057971
6000,north_late,P2-0491,0.3942857142857143,2.536231884057971
6000,north_late,P2-0497,0.3942857142857143,2.536231884057971
6000,north_late,P2-0504,0.3942857142857143,2.536231884057971
6000,north_late,P2-0507,0.3942857142857143,2.536231884057971
6000,north_late,P2-0508,0.3942857142857143,2.536231884057971
6000,north_late,P2-0510,0.3942857142857143,2.536231884057971
6000,north_late,P2-0511,0.3942857142857143,2.536231884057971
6000,north_late,P2-0514,0.3942857142857143,2.536231884057971
6000,north_late,P2-0516,0.3942857142857143,2.536231884057971
6000,north_late,P2-0519,0.3942857142857143,2.536231884057971
6000,north_late,P2-0520,0.3942857142857143,2.536231884057971
6000,north_late,P2-0521,0.3942857142857143,2.536231884057971
6000,north_late,P2-0522,0.3942857142857143,2.536231884057971
6000,north_late,P2-0525,0.3942857142857143,2.536231884057971
6000,north_late,P2-0526,0.3942857142857143,2.536231884057971
6000,north_late,P2-0527,0.3942857142857143,2.536231884057971
6000,north_late,P2-0529,0.3942857142857143,2.536231884057971
6000,north_late,P2-0532,0.3942857142857143,2.536231884057971
6000,north_late,P2-0533,0.3942857142857143,2.536231884057971
6000,north_late,P2-0538,0.3942857142857143,2.536231884057971
6000,north_late,P2-0539,0.3942857142857143,2.536231884057971
6000,north_late,P2-0542,0.3942857142857143,2.536231884057971
6000,north_late,P2-0544,0.3942857142857143,2.536231884057971
6000,north_late,P2-0552,0.3942857142857143,2.536231884057971
6000,north_late,P2-0554,0.3942857142857143,2.536231884057971
6000,north_late,P2-0555,0.3942857142857143,2.536231884057971
6000,north_late,P2-0557,0.3942857142857143,2.536231884057971
6000,north_late,P2-0560,0.3942857142857143,2.536231884057971
6000,north_late,P2-0562,0.3942857142857143,2.536231884057971
6000,north_late,P2-0563,0.3942857142857143,2.536231884057971
6000,north_late,P2-0565,0.3942857142857143,2.536231884057971
6000,north_late,P2-0570,0.3942857142857143,2.536231884057971
6000,north_late,P2-0571,0.3942857142857143,2.536231884057971
6000,north_late,P2-0572,0.3942857142857143,2.536231884057971
6000,north_late,P2-0574,0.3942857142857143,2.536231884057971
6000,north_late,P2-0575,0.3942857142857143,2.536231884057971
6000,north_late,P2-0576,0.3942857142857143,2.536231884057971
6000,north_late,P2-0583,0.3942857142857143,2.536231884057971
6000,north_late,P2-0585,0.3942857142857143,2.536231884057971
6000,north_late,P2-0589,0.3942857142857143,2.536231884057971
6000,north_late,P2-0593,0.3942857142857143,2.536231884057971
6000,north_late,P2-0594,0.3942857142857143,2.536231884057971
6000,north_late,P2-0597,0.3942857142857143,2.536231884057971
6000,north_late,P2-0598,0.3942857142857143,2.536231884057971
6000,north_late,P2-0599,0.3942857142857143,2.536231884057971
6000,north_late,P2-0601,0.3942857142857143,2.536231884057971
6000,north_late,P2-0603,0.3942857142857143,2.536231884057971
6000,north_late,P2-0604,0.3942857142857143,2.536231884057971
6000,north_late,P2-0606,0.3942857142857143,2.536231884057971
6000,north_late,P2-0609,0.3942857142857143,2.536231884057971
6000,north_late,P2-0610,0.3942857142857143,2.536231884057971
6000,north_late,P2-0611,0.3942857142857143,2.536231884057971
6000,north_late,P2-0612,0.3942857142857143,2.536231884057971
6000,north_late,P2-0614,0.3942857142857143,2.536231884057971
6000,north_late,P2-0617,0.3942857142857143,2.536231884057971
6000,north_late,P2-0623,0.3942857142857143,2.536231884057971
6000,north_late,P2-0627,0.3942857142857143,2.536231884057971
6000,north_late,P2-0630,0.3942857142857143,2.536231884057971
6000,north_late,P2-0631,0.3942857142857143,2.536231884057971
6000,north_late,P2-0633,0.3942857142857143,2.536231884057971
6000,north_late,P2-0635,0.3942857142857143,2.536231884057971
